N	2gram	Potebnia_M_1	Psycholo
1	то что	10	37
2	и в	39	30
3	в том	26	27
4	что в	22	24
5	и что	10	23
6	потому что	52	23
7	том что	16	21
8	того чтобы	2	20
9	таким образом	13	20
10	для того	3	20
11	как бы	6	19
12	на то	2	17
13	что он	1	17
14	не только	21	16
15	и мы	1	16
16	если мы	3	16
17	в этом	15	14
18	в самом	3	14
19	то есть	42	13
20	в нас	7	13
21	так же	5	13
22	показать что	1	12
23	в сущности	2	12
24	с одной	3	12
25	одной стороны	3	12
26	вместе с	8	12
27	может быть	27	11
28	если бы	14	11
29	что мы	4	11
30	как на	3	11
31	о том	2	10
32	и то	3	9
33	никогда не	4	9
34	увидим что	4	9
35	так как	21	9
36	с другой	7	9
37	для этого	2	9
38	не может	22	9
39	сказать что	3	9
40	мы увидим	3	9
41	самом деле	1	8
42	мы имеем	1	8
43	на деле	4	8
44	что это	3	8
45	он должен	2	8
46	при этом	6	8
47	заключается в	3	8
48	с тем	5	8
49	не в	15	8
50	к тому	4	8
51	и это	3	8
52	тому что	3	8
53	того что	8	8
54	мы видим	4	8
55	а не	21	8
56	могут быть	9	8
57	и т	6	7
58	то же	6	7
59	зависимости от	1	7
60	но не	8	7
61	все же	6	7
62	и как	6	7
63	в нем	20	7
64	точки зрения	8	7
65	по себе	10	7
66	совершенно ясно	1	7
67	мы можем	2	7
68	в зависимости	1	6
69	что если	3	6
70	в своем	3	6
71	говорит что	1	6
72	и если	2	6
73	что она	1	6
74	на этом	1	6
75	что все	3	6
76	как и	9	6
77	никак не	2	6
78	что с	1	6
79	и его	5	6
80	как будто	2	6
81	когда мы	2	6
82	или в	2	6
83	о котором	3	6
84	по мнению	3	6
85	и тем	3	6
86	уже в	1	6
87	двух противоположных	2	6
88	тем что	9	6
89	но и	20	6
90	именно в	1	6
91	кажется нам	1	6
92	и не	18	6
93	и для	5	6
94	что оно	2	6
95	совершенно не	1	6
96	жизни и	2	6
97	и есть	2	5
98	еще не	6	5
99	по этому	2	5
100	ответ на	1	5
101	что они	1	5
102	что именно	2	5
103	когда он	1	5
104	в себе	13	5
105	в целом	2	5
106	в этой	3	5
107	было бы	12	5
108	рядом с	1	5
109	во внимание	3	5
110	несмотря на	5	5
111	был бы	1	5
112	сих пор	1	5
113	с и	3	5
114	только не	2	5
115	как мы	2	5
116	но в	9	5
117	один из	1	5
118	дело с	1	5
119	только в	25	5
120	нашего организма	3	5
121	до сих	1	5
122	и потому	5	5
123	чувства и	13	5
124	бы в	4	5
125	другой стороны	5	5
126	в своих	4	5
127	как только	1	4
128	то это	5	4
129	в виду	2	4
130	в ней	7	4
131	вызывает в	1	4
132	стороны и	2	4
133	могли бы	2	4
134	что всякое	1	4
135	есть не	2	4
136	в них	3	4
137	с такой	1	4
138	в своей	3	4
139	не могли	2	4
140	как она	3	4
141	заключает в	2	4
142	у нас	2	4
143	указывает на	1	4
144	мысль о	2	4
145	действия и	1	4
146	и совершенно	1	4
147	мы могли	1	4
148	внимание на	1	4
149	в его	5	4
150	только что	2	4
151	этот вопрос	2	4
152	не можем	2	4
153	только на	3	4
154	должен был	1	4
155	от того	4	4
156	прежде всего	4	4
157	там где	4	4
158	совершенно верно	1	4
159	имеет дело	1	4
160	в результате	1	4
161	от него	4	4
162	и все	3	4
163	а в	5	4
164	не есть	10	4
165	совершенно справедливо	2	3
166	сам по	1	3
167	тем же	2	3
168	в их	2	3
169	по его	7	3
170	той же	3	3
171	полагает что	1	3
172	мы не	10	3
173	и о	2	3
174	из того	2	3
175	в каждой	1	3
176	и на	1	3
177	в ее	1	3
178	он говорит	1	3
179	как в	10	3
180	в которой	2	3
181	чем больше	1	3
182	из этих	4	3
183	на его	1	3
184	он не	3	3
185	не как	1	3
186	чувства в	1	3
187	что ни	1	3
188	так например	3	3
189	одно и	1	3
190	можно было	1	3
191	в другом	1	3
192	это не	7	3
193	т д	4	3
194	ни в	1	3
195	показывает что	3	3
196	и уже	1	3
197	в этих	7	3
198	бы мы	1	3
199	вопрос о	4	3
200	нам только	1	3
201	но он	2	3
202	вовсе не	5	3
203	есть нечто	4	3
204	самого начала	3	3
205	и отсюда	1	3
