N	3gram	Medvedev_F_1	Psycholo
1	в том что	1	17
2	с точки зрения	13	10
3	заключается в том	1	10
4	и т п	4	8
5	не может быть	5	8
6	на самом деле	6	5
7	до сих пор	6	5
8	в этом отношении	1	5
9	в художественном произведении	2	5
10	так же как	1	4
11	в данном случае	1	4
12	тем не менее	1	4
13	сами по себе	2	3
14	в том чтобы	2	3
15	в отношении к	1	3
16	что и в	1	3
17	это то что	1	2
18	состоит в том	1	2
19	в том и	1	2
20	при таком понимании	2	2
21	и не может	2	2
22	по сравнению с	1	2
23	начала и до	2	2
24	все более и	2	2
25	бы то ни	3	2
26	во всяком случае	4	2
27	том и заключается	1	2
28	этой точки зрения	1	2
29	и в том	1	2
30	то же время	8	2
31	в свою очередь	6	2
32	того или иного	2	2
33	это значит что	1	2
34	с другой стороны	1	2
35	в жизни и	1	2
36	в то же	8	2
37	более и более	2	2
38	к тому что	1	2
39	мы видим что	1	2
40	то же что	1	2
41	и т д	8	2
42	самих по себе	1	1
43	того чтобы вскрыть	1	1
44	и может быть	1	1
45	жизнь и судьба	1	1
46	иначе как в	1	1
47	художественное произведение как	2	1
48	литературного произведения как	1	1
49	в чем же	1	1
50	то ни стало	2	1
51	все эти вопросы	1	1
52	художественной формы не	1	1
53	в ней и	1	1
54	что и до	1	1
55	и в сознании	1	1
56	в этом смысле	1	1
57	какого бы то	1	1
58	чтобы вскрыть и	1	1
59	а не по	1	1
60	же как и	1	1
61	во что бы	2	1
62	в зависимости от	2	1
63	было бы нелепо	3	1
64	на минуту не	1	1
65	в отличие от	1	1
66	в искусстве не	1	1
67	как материал для	1	1
68	в первой главе	1	1
69	но и в	1	1
70	точки зрения их	2	1
71	и заключается что	1	1
72	и во всех	1	1
73	и эстетики и	1	1
74	точки зрения этой	1	1
75	и без остатка	1	1
76	согласиться с тем	1	1
77	в противном случае	1	1
78	с этой точки	1	1
79	как если бы	2	1
80	вместе с тем	1	1
81	по аналогии с	3	1
82	то что было	1	1
83	и в частности	2	1
84	что бы то	2	1
85	подход к произведению	1	1
86	от того что	1	1
87	то ни было	1	1
88	чтобы убедиться в	2	1
89	и если в	1	1
90	основываясь на этом	1	1
91	дело идет о	2	1
92	ни к какому	1	1
93	с одной стороны	4	1
94	зависимости от того	1	1
95	в ее конкретном	2	1
96	ни на минуту	1	1
97	в связи с	2	1
98	в литературном произведении	2	1
99	а не как	1	1
100	вместо того чтобы	1	1
101	закрыв глаза на	1	1
102	форма и содержание	1	1
103	по себе не	1	1
104	художественного произведения и	2	1
105	во всех своих	1	1
106	и должен быть	1	1
107	более или менее	6	1
108	только на почве	2	1
109	всего того что	1	1
110	связи с этим	2	1
111	ничего общего с	1	1
112	у разных авторов	1	1
113	к нему и	1	1
114	и тем самым	1	1
115	с самого начала	1	1
116	не только не	2	1
117	нужно сказать что	1	1
118	не только на	1	1
119	в своих последних	1	1
120	выходит за пределы	1	1
121	т п в	1	1
122	своих последних работах	1	1
123	до тех пор	1	1
124	может и не	1	1
125	друг от друга	2	1
126	по себе но	1	1
127	что оно не	1	1
128	его жизнь и	1	1
129	на то чтобы	1	1
130	в высшей степени	1	1
131	мы увидим что	1	1
132	и с ее	1	1
