N	3gram	Bakhtin_sl_1	Problema
1	о том что	1	9
2	с точки зрения	8	8
3	в том что	1	8
4	тем не менее	1	5
5	с другой стороны	4	5
6	по крайней мере	1	4
7	может быть только	2	3
8	и в частности	1	3
9	то время как	2	3
10	с одной стороны	4	3
11	в то время	2	3
12	можно сказать что	1	3
13	как и у	1	2
14	дело в том	1	2
15	равно как и	1	2
16	до сих пор	2	2
17	бы то ни	1	2
18	но и в	1	2
19	и не в	1	2
20	в данном случае	3	2
21	не может быть	1	2
22	во всяком случае	5	2
23	для нас в	1	2
24	тех или иных	1	2
25	для того чтобы	1	2
26	бы ни были	2	1
27	то есть как	3	1
28	не только по	1	1
29	какой степени не	1	1
30	точки зрения которого	1	1
31	там где нет	1	1
32	здесь перед нами	1	1
33	здесь таким образом	1	1
34	в нем и	1	1
35	каковы бы ни	1	1
36	не входит в	1	1
37	его форму и	1	1
38	в этом отношении	1	1
39	по аналогии с	1	1
40	в какой степени	1	1
41	но это не	1	1
42	можно было бы	2	1
43	ни в какой	1	1
44	и нуждается в	1	1
45	к людям и	1	1
46	с этой точки	1	1
47	у него нет	1	1
48	перед дилеммой либо	1	1
49	в новом свете	1	1
50	но в то	4	1
51	не только в	2	1
52	то ни было	1	1
53	на задний план	1	1
54	а также и	1	1
55	в которой они	1	1
56	вместе со своим	1	1
57	и в этом	2	1
58	в виду не	1	1
59	так или иначе	1	1
60	а вовсе не	2	1
61	это только те	1	1
62	с ним до	1	1
63	и в том	2	1
64	с ним в	1	1
65	этой точки зрения	1	1
66	то же время	12	1
67	в х годах	1	1
68	свою жизнь в	1	1
69	так и в	3	1
70	то или иное	1	1
71	у него есть	1	1
72	его из этого	1	1
73	то есть в	1	1
74	с самого начала	1	1
75	которые не были	1	1
76	той или иной	9	1
77	в большинстве случаев	6	1
78	в то же	12	1
79	в одном своем	1	1
80	и т д	5	1
