N	2gram	Bakhtin_Pr_3	VelikijI
1	и не	15	20
2	и в	53	16
3	так как	7	9
4	то что	9	9
5	еще не	5	8
6	в истории	3	8
7	что они	1	7
8	на земле	14	7
9	а не	11	7
10	и потому	5	7
11	человека и	7	6
12	великом инквизиторе	1	5
13	но и	7	5
14	хотя и	4	5
15	в мире	5	5
16	бога и	2	5
17	все это	8	5
18	как бы	14	5
19	в образе	3	4
20	говорить о	2	4
21	в его	8	4
22	в этом	8	4
23	что он	4	4
24	потому что	5	4
25	о великом	1	4
26	в нем	10	4
27	так и	6	4
28	что все	1	4
29	что не	1	4
30	как и	11	4
31	в котором	1	4
32	в ней	7	4
33	и свободного	1	4
34	и все	10	4
35	это еще	2	4
36	и сильных	1	3
37	и что	1	3
38	хотя бы	2	3
39	то это	1	3
40	с его	2	3
41	во всех	12	3
42	что и	3	3
43	в том	14	3
44	тот же	2	3
45	но в	5	3
46	все эти	9	3
47	и они	2	3
48	в конце	3	3
49	их в	2	3
50	в своей	3	3
51	в жизни	8	3
52	в них	2	3
53	не было	4	3
54	в этих	5	3
55	нет ничего	2	3
56	что я	2	3
57	не в	2	3
58	но это	3	3
59	человечества и	1	3
60	никогда не	2	3
61	личности и	1	3
62	превращается в	1	3
63	и для	4	3
64	жизни и	9	3
65	что в	2	3
66	а между	2	2
67	и это	3	2
68	нем нет	3	2
69	и то	1	2
70	людей что	1	2
71	от своей	1	2
72	но мы	1	2
73	можно было	1	2
74	мы не	4	2
75	свободной и	1	2
76	в последнем	1	2
77	с ним	2	2
78	и над	1	2
79	их жизнь	1	2
80	ее и	1	2
81	и во	4	2
82	судьбе человечества	1	2
83	между тем	2	2
84	я думаю	1	2
85	ивана карамазова	4	2
86	нет и	1	2
87	от этих	1	2
88	которые не	2	2
89	государства и	1	2
90	только в	4	2
91	в себя	6	2
92	конечно не	4	2
93	уже не	1	2
94	не только	4	2
95	чтобы овладеть	1	2
96	вера в	1	2
97	земли и	1	2
98	не к	1	2
99	и никогда	1	2
100	тем что	2	2
101	а остальные	1	2
102	это не	6	2
103	истории и	2	2
104	прежде всего	15	2
105	для них	1	2
106	все равно	4	2
107	мы и	2	2
108	один из	6	2
109	тоска по	1	2
110	и тогда	1	2
111	что истина	1	2
112	выше всего	1	2
113	что было	1	2
114	да и	2	2
115	одна из	7	2
116	что их	1	2
117	уже на	2	2
118	том что	5	2
119	от него	3	2
120	в форме	6	2
121	и теперь	1	2
122	они и	2	2
123	ее в	3	2
124	но теперь	1	2
125	свободе о	1	2
126	людей и	1	2
127	под разными	3	2
128	это все	1	2
129	а в	2	2
130	но не	5	2
131	легенда о	1	2
132	в духе	8	2
133	могут быть	4	2
134	всего в	1	2
135	во всяком	1	2
136	всегда в	1	1
137	от этой	1	1
138	если б	7	1
139	как мы	5	1
140	в ее	3	1
141	и уничтожающий	1	1
142	небом и	2	1
143	и до	5	1
144	важное место	1	1
145	свое место	1	1
146	и самое	1	1
147	значение в	4	1
148	мы будем	1	1
149	то же	6	1
150	и которые	2	1
151	живет в	2	1
152	в результате	1	1
153	человеческой природы	1	1
154	и тут	1	1
155	по сравнению	4	1
156	что уже	2	1
157	и свободе	1	1
158	самой жизни	2	1
159	и вообще	3	1
160	не была	1	1
161	есть перед	2	1
162	я не	4	1
163	и ее	6	1
164	зависимости от	2	1
165	о судьбе	1	1
166	в их	2	1
167	и на	18	1
168	он был	1	1
169	после того	1	1
170	с ненавистью	1	1
171	в последних	1	1
172	других людей	1	1
173	с неверием	1	1
174	все в	1	1
175	что люди	1	1
176	от них	1	1
177	с которыми	1	1
178	всем людям	1	1
179	менее всего	2	1
180	а потому	1	1
181	смертью и	1	1
182	что человек	1	1
183	себе и	1	1
184	не просто	1	1
185	крайней мере	1	1
186	мире и	2	1
187	и ложь	1	1
