N	2gram	Berdyaev_M_1	Problema
1	и не	11	28
2	то есть	3	27
3	не только	29	24
4	только в	6	23
5	вовсе не	1	21
6	и в	28	20
7	в том	6	20
8	все эти	2	16
9	смысле слова	4	15
10	то что	5	15
11	потому что	16	15
12	точки зрения	4	14
13	у нас	5	14
14	было бы	10	14
15	но и	25	14
16	также и	2	13
17	не в	16	13
18	даже и	2	13
19	в себе	7	12
20	том что	3	12
21	не есть	9	12
22	прежде всего	10	11
23	как будто	2	11
24	и его	9	10
25	не менее	1	10
26	так и	1	10
27	это значит	3	10
28	в этом	20	9
29	может быть	30	9
30	и даже	1	9
31	все это	6	9
32	но в	7	8
33	если бы	2	8
34	значит что	4	8
35	что он	10	8
36	в той	2	8
37	и все	10	8
38	во всяком	1	8
39	мы не	1	7
40	в ней	15	7
41	еще не	1	7
42	и с	3	7
43	это не	5	7
44	хотя бы	3	7
45	сказать что	2	7
46	а не	25	7
47	и потому	10	7
48	есть не	4	6
49	мы имеем	1	6
50	всех этих	1	6
51	об этом	1	6
52	как и	5	6
53	но если	3	6
54	и без	1	6
55	в каком	2	6
56	в виду	2	6
57	так что	1	6
58	по своему	2	6
59	но это	1	6
60	и от	2	6
61	для нас	3	6
62	на самом	1	5
63	но не	8	5
64	как в	2	5
65	в нем	13	5
66	да и	1	5
67	в них	4	5
68	в этих	4	5
69	только и	3	5
70	когда мы	2	5
71	и о	1	5
72	в ее	3	5
73	каждый раз	1	5
74	о том	2	5
75	и можно	1	5
76	жизни и	2	5
77	уже не	4	5
78	так как	3	5
79	то и	1	5
80	человеческой жизни	2	5
81	не может	28	5
82	вместе с	6	5
83	так же	1	5
84	в смысле	1	5
85	не существует	2	5
86	и т	1	4
87	это и	4	4
88	человеческих отношений	1	4
89	и есть	14	4
90	и наконец	1	4
91	уже в	4	4
92	в этой	6	4
93	что она	1	4
94	с тем	9	4
95	данте и	1	4
96	в своей	15	4
97	всяком случае	1	4
98	в одном	1	4
99	в отношении	1	4
100	отличается от	2	4
101	не имеет	3	4
102	в разных	1	4
103	в самой	7	4
104	нет ни	1	4
105	можно было	1	4
106	жизнь и	1	4
107	с ним	2	4
108	и во	2	4
109	во всех	1	4
110	и только	1	4
111	тем более	1	4
112	одной из	1	4
113	и ее	1	4
114	ни с	4	4
115	что не	1	4
116	с этим	3	4
