N	2gram	Vinokur_Ku_3	Myslijsy
1	потому что	12	46
2	в слове	4	32
3	в том	22	32
4	и в	23	30
5	может быть	14	28
6	то же	6	23
7	не только	17	21
8	только в	6	21
9	для нас	4	20
10	но и	3	19
11	внутренней формы	2	19
12	того что	11	18
13	том что	11	18
14	то что	4	18
15	не есть	3	17
16	что в	13	17
17	в себе	1	16
18	по себе	6	16
19	внутренняя форма	3	15
20	и не	10	15
21	не в	5	15
22	а не	11	15
23	таким образом	9	14
24	что и	6	13
25	так как	9	13
26	если бы	8	12
27	вместе с	2	12
28	а в	5	12
29	так и	6	11
30	этого слова	4	11
31	есть уже	1	11
32	как в	4	10
33	в этом	16	10
34	как и	5	10
35	в то	3	10
36	и что	7	10
37	мы не	3	9
38	только тогда	4	9
39	из этих	5	9
40	было бы	16	9
41	тогда когда	4	9
42	слово есть	3	9
43	между тем	4	9
44	для него	1	9
45	и то	1	8
46	в ней	3	8
47	в самом	13	8
48	от того	5	8
49	что не	4	8
50	что мы	2	8
51	только что	2	8
52	что слово	3	7
53	есть не	3	7
54	с одной	4	7
55	но не	3	7
56	внешняя форма	1	7
57	с тем	6	7
58	и без	2	7
59	тем самым	4	7
60	тем что	5	7
61	как мы	5	7
62	слова в	4	7
63	в языке	7	7
64	вовсе не	5	7
65	с другой	7	7
66	смысле этого	2	7
67	к тому	3	7
68	например в	1	6
69	то это	3	6
70	же что	1	6
71	с этим	1	6
72	же с	1	6
73	не имеет	3	6
74	те же	7	6
75	что он	6	6
76	уже не	8	6
77	то и	2	6
78	а потому	2	6
79	зависит от	1	6
80	и слово	1	6
81	не может	6	6
82	имеет значение	1	6
83	но это	5	6
84	если б	1	5
85	сам по	3	5
86	на деле	1	5
87	и т	54	5
88	еще не	9	5
89	по отношению	3	5
90	независимо от	5	5
91	в своем	4	5
92	и как	2	5
93	думать что	1	5
94	двух слов	1	5
95	с другими	2	5
96	и тем	6	5
97	что я	1	5
98	по крайней	1	5
99	же время	1	5
100	можно видеть	2	5
101	слове и	1	5
102	как на	8	5
103	в каком	3	5
104	языка в	6	5
105	не могут	5	5
106	не менее	12	5
107	по тому	2	5
108	слово может	1	5
109	крайней мере	1	5
110	словом и	1	5
111	уже в	3	5
112	слово как	1	5
113	очевидно что	3	5
114	тому как	2	5
115	отношению к	2	5
116	должно быть	7	5
117	слова и	7	5
118	сказать что	7	5
119	только как	4	5
120	отдельное слово	1	5
121	говоря о	1	4
122	нами за	1	4
123	тем же	2	4
124	столь же	4	4
125	не все	2	4
126	относится к	2	4
127	что именно	3	4
128	не было	4	4
129	что это	3	4
130	бы не	3	4
131	он не	3	4
132	не к	1	4
133	одной и	1	4
134	и наоборот	1	4
135	мы видели	3	4
136	мысли что	1	4
137	и при	2	4
138	в котором	2	4
139	для меня	2	4
140	того как	7	4
141	это слово	1	4
142	и его	1	4
143	по поводу	3	4
144	для того	12	4
145	на это	1	4
146	об отношении	1	4
147	то время	1	4
148	без сомнения	1	4
149	в его	11	4
150	один из	4	4
151	что даже	1	4
152	образа в	1	4
153	образ как	1	4
154	все равно	1	4
155	далеко не	5	4
156	что для	1	4
157	если не	1	4
158	и потому	1	4
