N	3gram	Voloshinov_2	Narrotol
1	в том что	6	8
2	с одной стороны	3	7
3	о том что	3	6
4	по отношению к	8	6
5	в том числе	1	6
6	в отличие от	3	5
7	не может быть	10	5
8	том числе и	1	4
9	и не в	3	4
10	к тому же	2	4
11	с другой стороны	1	4
12	той или иной	4	4
13	но все же	1	4
14	можно сказать что	1	4
15	бы то ни	4	3
16	в этом отношении	1	3
17	то ни было	4	3
18	тем не менее	1	3
19	то же время	8	3
20	в свою очередь	5	3
21	в то же	8	3
22	что иное как	1	2
23	в той или	3	2
24	а не в	2	2
25	более или менее	2	2
26	с точки зрения	13	2
27	в таком случае	3	2
28	сами по себе	1	2
29	то или иное	1	2
30	в значительной степени	2	2
31	не что иное	1	2
32	не только в	1	2
33	в связи с	7	2
34	того или иного	2	2
35	в конечном счете	1	2
36	или даже вовсе	1	2
37	не сводится к	1	2
38	включать в себя	1	2
39	так или иначе	1	2
40	и того же	4	1
41	речь идет об	1	1
42	может быть осуществлено	1	1
43	в данный момент	1	1
44	всех без исключения	2	1
45	какой бы то	2	1
46	дело в том	1	1
47	которых может быть	1	1
48	как бы не	1	1
49	это одно из	1	1
50	на самом деле	4	1
51	в этом последнем	2	1
52	в самом деле	5	1
53	и в особенности	1	1
54	и т.п то	1	1
55	том что он	2	1
56	в равной степени	1	1
57	то же самое	5	1
58	он не может	1	1
59	по крайней мере	2	1
60	до сих пор	3	1
61	тот или иной	1	1
62	до известной степени	1	1
63	сам по себе	1	1
64	в различные эпохи	1	1
65	в первую очередь	1	1
66	отношению к нему	1	1
67	независимо от того	1	1
68	не распадается на	1	1
69	и небо и	1	1
70	к тому или	1	1
71	или иной степени	2	1
72	а иногда и	2	1
73	в этом качестве	1	1
74	же время они	1	1
75	не могли бы	1	1
76	может быть и	5	1
77	в форме определенной	1	1
78	а с другой	1	1
79	или иной форме	1	1
80	быть сведена к	1	1
81	так и от	2	1
82	как мы увидим	1	1
83	там и тогда	1	1
84	чужой речи и	2	1
85	даже вовсе не	1	1
86	высказывания как целого	2	1
87	может быть сведена	1	1
88	лишь одной из	1	1
89	по себе а	1	1
90	не имеет значения	1	1
91	они и не	1	1
92	так и в	1	1
93	само по себе	1	1
94	не является для	1	1
95	всего было бы	1	1
96	и тем более	1	1
97	в русской литературе	1	1
98	и прежде всего	2	1
99	не с точки	1	1
100	или может быть	2	1
101	одного и того	4	1
102	друг от друга	1	1
103	с фактической стороны	1	1
104	есть прежде всего	1	1
105	как мы уже	3	1
106	в данном контексте	2	1
107	друг с другом	1	1
108	то что они	1	1
109	в соответствии с	1	1
110	как и в	1	1
111	здесь как и	1	1
112	в себе не	1	1
113	в отрыве от	1	1
114	природы высказывания и	1	1
115	является как бы	1	1
116	как мы видели	3	1
