N	2gram	Bakhtin_Pr_1	VeschiIm
1	не есть	2	49
2	т е	21	42
3	не может	12	33
4	не только	15	31
5	может быть	24	29
6	и не	31	28
7	и в	29	26
8	то что	15	24
9	и есть	2	23
10	и т	4	21
11	т д	1	20
12	а не	22	20
13	что я	1	16
14	и следовательно	4	15
15	в смысле	2	15
16	что она	6	14
17	только в	10	14
18	по себе	8	13
19	и что	2	13
20	того что	1	13
21	все же	9	12
22	в себя	3	12
23	что это	1	12
24	было бы	5	12
25	и ее	2	12
26	но и	14	12
27	сказать что	3	12
28	а и	1	11
29	таким образом	12	11
30	с нею	1	11
31	что же	4	11
32	и больше	1	10
33	то же	14	10
34	есть нечто	1	10
35	в ней	2	10
36	не значит	4	10
37	как бы	19	10
38	потому что	8	10
39	уже не	13	10
40	что мы	1	10
41	бы то	2	9
42	в самом	10	9
43	то ни	2	9
44	и с	4	9
45	в том	8	9
46	что не	1	9
47	прежде всего	7	9
48	ни было	2	9
49	в себе	7	8
50	смысл и	1	8
51	и это	5	8
52	ничего не	5	8
53	себя и	2	8
54	но это	4	8
55	в этом	22	7
56	не будет	1	7
57	его в	6	7
58	с другими	7	7
59	том что	7	7
60	в то	10	7
61	со своим	2	7
62	что оно	2	7
63	как с	1	7
64	в свете	4	7
65	себя в	1	7
66	и их	1	7
67	так как	6	7
68	как раз	6	7
69	и пр	3	7
70	если оно	1	7
71	е в	2	7
72	совершенно не	1	7
73	есть и	2	7
74	с собою	2	6
75	со стороны	1	6
76	что они	1	6
77	и как	7	6
78	но в	7	6
79	бы и	4	6
80	одно и	1	6
81	точки зрения	19	6
82	но если	1	6
83	по крайней	1	6
84	с ним	5	6
85	она не	7	6
86	оно есть	1	6
87	отличается от	3	6
88	можно было	2	6
89	должно быть	4	6
90	и только	1	6
91	крайней мере	1	6
92	так что	2	6
93	если мы	1	6
94	для него	18	6
95	но что	1	6
96	относится к	1	6
97	быть только	1	6
98	в результате	4	6
99	жизни и	2	6
100	что в	8	6
101	это и	5	5
102	и до	3	5
103	в сущности	5	5
104	на себя	2	5
105	но не	9	5
106	как к	3	5
107	должна быть	5	5
108	же это	1	5
109	вообще не	1	5
110	это не	9	5
111	не в	7	5
112	в отношении	2	5
113	одна из	3	5
114	только и	1	5
115	у нас	1	5
116	для себя	2	5
117	свою очередь	1	5
118	в ее	1	5
119	должны быть	1	5
120	если бы	9	5
121	для этого	1	5
122	другими словами	1	5
123	еще не	5	5
124	она имеет	1	5
125	что для	1	5
126	ни на	1	5
127	с этой	2	5
128	и для	4	5
129	а в	7	5
130	в свою	1	5
131	мы не	1	4
132	так чтобы	4	4
133	я не	3	4
134	то это	1	4
135	в их	3	4
136	во всех	1	4
137	точка зрения	12	4
138	нет и	1	4
139	независимо от	1	4
140	его на	2	4
141	с этим	2	4
142	в своем	8	4
143	однако не	2	4
144	же не	2	4
145	и мы	1	4
146	на почве	3	4
147	как и	12	4
148	между собою	1	4
149	с точки	13	4
150	имеет смысл	1	4
151	на себе	2	4
152	слово и	1	4
153	же время	9	4
154	точке зрения	3	4
155	должен быть	1	4
156	и о	5	4
157	только то	3	4
158	о том	1	4
159	с другой	3	4
160	что и	4	4
161	быть и	1	4
162	оно и	1	4
163	этот вопрос	2	4
164	то и	2	4
165	е не	2	4
166	из них	1	4
167	бытия и	1	4
168	так то	1	4
169	тем что	4	4
170	и даже	2	4
171	даже не	1	4
172	как же	4	4
173	и потому	6	4
174	в данном	2	4
175	быть не	1	4
176	не существует	1	4
177	и все	1	4
178	от того	4	4
179	о смысле	1	4
180	от ее	2	4
181	между ними	2	4
182	оно не	3	4
183	есть то	3	4
184	себя как	2	3
185	самом деле	6	3
186	в чисто	2	3
187	к другому	2	3
188	отношения к	3	3
189	мы имеем	1	3
190	вопрос о	2	3
191	только это	1	3
192	но даже	1	3
193	не то	1	3
194	явлений и	1	3
195	более или	1	3
196	себе не	1	3
197	ее как	3	3
198	в нем	19	3
199	перестает быть	4	3
200	подобно тому	3	3
201	на этом	1	3
202	могла бы	1	3
203	в жизни	2	3
204	несмотря на	6	3
205	нисколько не	2	3
206	или менее	1	3
207	в своей	8	3
208	все это	6	3
209	их в	4	3
210	чтобы она	1	3
211	как можно	2	3
212	и другое	1	3
213	и притом	1	3
214	ее с	1	3
215	в основе	4	3
216	само по	3	3
217	того чтобы	1	3
218	или как	5	3
219	ему не	1	3
220	в философии	1	3
221	к себе	2	3
222	к тому	1	3
223	и самое	3	3
224	и сам	2	3
225	так и	7	3
226	можно сказать	1	3
227	если это	1	3
228	один из	2	3
229	мы видим	2	3
230	тот же	2	3
231	что он	8	3
232	явления но	1	3
233	но как	3	3
234	и чисто	1	3
235	сама по	1	3
236	в одном	10	3
237	отношение к	2	3
238	принципиально не	1	3
239	никогда не	3	3
240	а с	1	3
241	она является	2	3
242	я называю	1	3
243	что именно	1	3
244	в той	2	3
245	тому как	3	3
246	она может	1	3
247	себя самого	2	3
248	бы в	3	3
249	хотя бы	2	3
250	я в	1	3
251	к смысловой	1	3
252	с самим	1	3
253	это однако	1	2
254	от этого	1	2
255	тем же	1	2
256	в первом	1	2
257	из его	2	2
258	поэтому и	4	2
259	мы уже	2	2
260	той же	5	2
261	как мы	4	2
262	бы ни	1	2
263	конечно и	2	2
264	мы ее	2	2
265	быть понято	1	2
266	мысли и	5	2
267	на их	1	2
268	и мира	1	2
269	именно тем	1	2
270	а только	1	2
271	абстрактный момент	1	2
272	и всякий	1	2
273	не все	1	2
274	тогда как	1	2
275	себе и	3	2
276	как в	6	2
277	и нет	2	2
278	и понимания	3	2
279	это тоже	1	2
280	то в	1	2
281	себе как	1	2
282	образом и	1	2
283	выражение в	6	2
284	приводит к	3	2
285	и если	1	2
286	он не	5	2
287	как личность	1	2
288	для того	1	2
289	и вот	1	2
290	но все	5	2
291	об этом	1	2
292	есть конечно	1	2
293	которая была	1	2
294	ни в	3	2
295	но уже	1	2
296	все равно	1	2
297	и уже	2	2
298	реальность и	1	2
299	меняется и	1	2
300	бы к	2	2
301	знает и	1	2
302	другой вопрос	1	2
303	признать что	1	2
304	где она	1	2
305	же мы	1	2
306	тому что	3	2
307	нею и	1	2
308	но они	2	2
309	с которой	2	2
310	дело в	1	2
311	и сама	1	2
312	на него	3	2
313	но только	1	2
314	в самой	6	2
315	и относится	1	2
316	тех или	1	2
317	и его	14	2
318	ничто не	1	2
319	не потому	2	2
320	у меня	1	2
321	из самого	2	2
322	я сам	1	2
323	для такого	1	2
324	быть совершенно	1	2
325	если же	3	2
326	оно может	2	2
327	то она	1	2
328	данном случае	2	2
329	самим собою	2	2
330	и когда	1	2
331	является в	1	2
332	ярко в	1	2
333	находится в	2	2
334	в виду	1	2
335	именно потому	2	2
336	на вопрос	2	2
337	и та	1	2
338	никак не	2	2
339	и во	2	2
340	это было	1	2
341	заключается в	1	2
342	говорить об	1	2
343	во втором	1	2
344	подходит к	2	2
345	образа с	1	2
346	мы подходим	1	2
347	в качестве	1	2
348	не из	3	2
349	его и	2	2
350	только к	1	2
351	на столе	1	2
352	а потому	2	2
353	в особенности	1	2
354	на ее	1	2
355	превращается в	4	2
356	ничем не	1	2
357	а так	1	2
358	что из	2	2
359	если не	1	2
360	в частности	1	2
361	предмету и	1	2
362	в первой	2	2
363	личность как	1	2
364	кроме того	3	2
365	в более	1	2
366	привело бы	1	2
367	тип не	1	2
368	но именно	3	2
369	отношении к	3	2
370	может и	1	2
371	была бы	3	2
372	от всех	1	2
373	первом случае	1	2
374	в своих	3	2
375	сущности не	1	2
376	так же	6	2
377	во всяком	5	2
378	этой точки	1	2
379	и наиболее	1	1
380	эта новая	1	1
381	же нам	1	1
382	упорно и	1	1
383	также что	1	1
384	сознание в	3	1
385	же как	1	1
386	словом как	1	1
387	самим по	1	1
388	получает в	1	1
389	идет о	4	1
390	сразу и	1	1
391	по этим	1	1
392	же по	1	1
393	из самых	1	1
394	по преимуществу	2	1
395	она все	1	1
396	исходит из	1	1
397	все те	2	1
398	тогда я	1	1
399	едва ли	1	1
400	с таким	1	1
401	потому ее	1	1
402	в зависимости	5	1
403	собою в	1	1
404	бы уже	2	1
405	для своего	2	1
406	в которой	2	1
407	именно к	1	1
408	на эти	1	1
409	время как	1	1
410	в полной	1	1
411	жизни как	1	1
412	и со	2	1
413	уже в	3	1
414	и самого	4	1
415	и на	7	1
416	первый план	1	1
417	три плана	2	1
418	с его	9	1
419	первой степени	1	1
420	мы выставили	1	1
421	его сознания	2	1
422	ответ на	1	1
423	и правда	1	1
424	в едином	4	1
425	да так	1	1
426	и чем	1	1
427	в настоящем	2	1
428	из таких	1	1
429	которые не	1	1
430	него только	1	1
431	в истории	2	1
432	и всякой	1	1
433	стороны и	1	1
434	что как	1	1
435	как нам	1	1
436	сознания но	2	1
437	перед нами	5	1
438	хотя и	1	1
439	и к	2	1
440	слова он	1	1
441	ясно и	1	1
442	о самом	1	1
443	бы с	1	1
444	все эти	9	1
445	чем бы	1	1
446	в этой	4	1
447	зависимости от	5	1
448	она отвечает	1	1
449	как он	1	1
450	как диалектическое	1	1
451	но на	1	1
452	как принцип	1	1
453	при этом	2	1
454	он ни	2	1
455	это третье	1	1
456	чтобы данная	1	1
457	и еще	1	1
458	и совершенно	1	1
459	он должен	1	1
460	к одному	1	1
461	не как	14	1
462	извне как	1	1
463	какой бы	2	1
464	бы оно	1	1
465	из него	1	1
466	смысле как	1	1
467	и по	1	1
468	и должен	1	1
469	одному и	1	1
470	однако в	2	1
471	или иных	1	1
472	к очень	1	1
473	выражение и	1	1
474	и духовное	1	1
475	до последней	1	1
476	они тоже	1	1
477	того или	1	1
478	а без	1	1
479	по природе	1	1
480	может стать	1	1
481	которая как	1	1
482	же если	1	1
483	и свойств	1	1
484	эта лежит	1	1
485	он все	2	1
486	во многом	1	1
487	в них	3	1
488	она и	1	1
489	далеко не	3	1
490	со своими	2	1
491	не всегда	1	1
492	всегда и	1	1
493	переходим к	1	1
494	он и	5	1
495	и вне	1	1
496	смысле или	1	1
497	же самый	1	1
498	становится и	1	1
499	человеческом я	1	1
500	потому и	1	1
501	она была	1	1
502	со всей	1	1
503	одного и	1	1
504	самого последнего	1	1
505	на первый	1	1
506	этом случае	1	1
507	остается только	1	1
508	мы замечаем	1	1
509	именно и	2	1
510	в котором	2	1
511	ту сторону	2	1
512	то для	1	1
513	от несущественного	1	1
514	одной очень	1	1
515	логика и	1	1
516	они уже	3	1
517	вовсе еще	1	1
518	строго говоря	1	1
519	поэтому в	2	1
520	единство и	1	1
521	и цельное	1	1
522	есть его	1	1
523	но эта	4	1
524	что было	4	1
525	не могли	1	1
526	даже в	4	1
527	заставляет его	2	1
528	раз и	4	1
529	особым образом	1	1
530	ум и	1	1
531	есть а	1	1
532	не имеет	1	1
533	было не	1	1
534	пределах самого	1	1
535	человека по	1	1
536	остро и	1	1
537	сам для	1	1
538	этим он	1	1
539	такова что	1	1
540	всего на	1	1
541	находиться в	2	1
542	истину в	1	1
543	не вытекает	1	1
544	это слово	1	1
545	в сознании	2	1
546	эти три	1	1
547	уже и	2	1
548	принцип единства	1	1
549	в каком	1	1
550	с другом	1	1
551	личности в	4	1
552	и оно	1	1
553	смысл может	1	1
554	поэтому не	2	1
555	нет ни	2	1
556	не могут	6	1
557	разумеется все	1	1
558	могут быть	6	1
559	которого я	1	1
560	отсюда вытекает	1	1
561	самостоятельным и	1	1
562	единым и	1	1
563	существует только	1	1
564	которая заставляет	1	1
565	священных книг	1	1
566	в конце	6	1
567	объединения и	1	1
568	как не	8	1
569	ведь они	2	1
570	только при	1	1
571	и от	2	1
572	только не	1	1
573	него самого	2	1
574	с самого	1	1
575	то время	1	1
576	в пределах	13	1
577	дано в	3	1
578	до самого	1	1
579	они могут	2	1
580	что у	1	1
581	достаточно чтобы	1	1
582	в другом	1	1
583	здесь как	1	1
584	такое понимание	1	1
585	подойти к	1	1
586	именно этот	1	1
587	на непосредственный	1	1
588	быть или	1	1
589	он остается	1	1
590	собою т	1	1
591	о нем	9	1
592	искусства и	1	1
593	вот почему	1	1
594	то они	2	1
595	говорит об	1	1
596	за пределами	1	1
597	таким же	3	1
598	последнего времени	1	1
599	поставить и	1	1
600	нет это	1	1
601	слово слово	1	1
602	от них	2	1
603	существенен для	1	1
604	ее всегда	1	1
605	не надо	1	1
606	но конечно	1	1
607	резко отличается	1	1
608	что бы	1	1
609	а его	2	1
610	а именно	1	1
611	сравнение с	1	1
612	и полное	1	1
613	в сферу	1	1
614	к которому	1	1
615	существенно и	3	1
616	этом смысле	10	1
617	но с	3	1
618	в какой	1	1
619	тем или	2	1
620	и так	1	1
621	лишь одна	1	1
622	впрочем и	1	1
623	имеет под	1	1
624	или другим	1	1
625	не было	4	1
626	именно на	2	1
627	было так	1	1
628	конечно не	2	1
629	и у	3	1
630	единое и	1	1
631	вместить в	1	1
632	получили в	1	1
633	в начале	1	1
634	является не	2	1
635	от других	1	1
636	быть объяснены	1	1
637	зрения на	7	1
638	себе в	1	1
