N	3gram	Bakhtin_Fr_8	formyVre
1	кн ii гл	2	12
2	с точки зрения	2	8
3	в связи с	3	7
4	для того чтобы	2	7
5	вещей и явлений	1	6
6	в романе рабле	14	5
7	то же время	10	4
8	кн iii гл	2	4
9	в то же	10	4
10	как мы уже	2	4
11	друг с другом	1	4
12	в эпоху возрождения	2	3
13	мы уже сказали	1	3
14	и в особенности	2	3
15	в том числе	3	3
16	в средние века	2	3
17	о том как	1	3
18	и в то	5	3
19	но и в	1	3
20	мы еще вернемся	1	3
21	между вещами и	3	3
22	и в этом	1	3
23	во всех этих	1	3
24	мы уже говорили	7	3
25	и прежде всего	1	3
26	в большинстве случаев	6	3
27	в том что	6	3
28	человеческого тела и	1	3
29	в эпизоде с	2	3
30	в другом месте	3	2
31	а следовательно и	1	2
32	прежде всего в	1	2
33	то же самое	1	2
34	до сих пор	8	2
35	он не был	1	2
36	том числе и	2	2
37	в мире рабле	1	2
38	может быть и	1	2
39	вернемся к вопросу	1	2
40	людей и вещей	1	2
41	потому что они	1	2
42	в этом отношении	1	2
43	в этом ряду	1	2
44	на протяжении всего	1	2
45	смерти героев и	1	2
46	не похож на	1	2
47	по этому первому	1	1
48	форм и образов	1	1
49	в киеве дядька	1	1
50	этих образов в	1	1
51	сих пор еще	4	1
52	подразумевая глотку по	1	1
53	и телесной жизни	1	1
54	в той или	1	1
55	и наконец в	1	1
56	уже говорили что	5	1
57	на самом деле	1	1
58	и так сказать	1	1
59	первому слову сказанному	1	1
60	в монастырском винограднике	1	1
61	вещи и явления	1	1
62	и целый ряд	1	1
63	более глубокий и	1	1
64	бесконечно далеки от	1	1
65	здесь мы встречаем	1	1
66	картины мира и	1	1
67	тела и телесной	1	1
68	они вовсе не	1	1
69	у рабле мы	1	1
70	в отличие от	1	1
71	grand tu as	1	1
72	жизни и смерти	1	1
73	в главах о	1	1
74	в основе их	2	1
75	и др и	1	1
76	вступают в совершенно	1	1
77	но он не	1	1
78	к третьей книге	1	1
79	мы наблюдаем и	1	1
80	они разъединены и	1	1
81	же у тебя	1	1
82	все эти образы	2	1
83	в этом процессе	2	1
84	вместе с тем	1	1
85	тебя здоровая que	1	1
86	конечно не в	1	1
87	рабле но и	2	1
88	а в киеве	1	1
89	с такою же	1	1
90	как и в	4	1
91	в данном случае	2	1
92	сказанному отцом ребенка	1	1
93	брата жана и	2	1
94	вещами и явлениями	3	1
95	в четвертой книге	3	1
96	as сказал грангузье	1	1
97	таким образом и	3	1
98	с одной стороны	2	1
99	здоровая que grand	1	1
100	в значительной мере	1	1
101	какая же у	1	1
102	жана и панурга	2	1
103	слов вещей и	1	1
104	а также и	1	1
105	но при этом	1	1
106	быть и речи	1	1
107	обстоит дело с	1	1
108	по сравнению с	1	1
109	века и в	1	1
110	у тебя здоровая	1	1
111	о смерти героев	1	1
112	этого эпизода мы	1	1
113	этому первому слову	1	1
114	имена главных героев	1	1
115	он широко пользуется	1	1
116	но и другие	1	1
117	иная чем в	1	1
118	приближают его к	1	1
119	в особенности на	2	1
120	с другой стороны	2	1
121	tu as сказал	1	1
122	вместо того чтобы	1	1
123	не может быть	2	1
124	но в то	2	1
125	здесь как бы	2	1
126	в огороде бузина	1	1
127	ii гл xiv	1	1
128	в частности в	1	1
129	у него и	1	1
130	мы встречаем ту	1	1
131	ребенка и назвали	1	1
132	огороде бузина а	1	1
133	и как бы	1	1
134	не был бы	1	1
135	и в пространстве	1	1
136	смысле но и	1	1
137	могла быть только	1	1
138	в то время	2	1
139	и вместе с	1	1
140	глотку по этому	1	1
141	и в них	2	1
142	отцом ребенка и	1	1
143	о том что	2	1
144	но одновременно он	1	1
145	с самого начала	1	1
146	как бы ни	1	1
147	выходит за пределы	1	1
148	в этих условиях	2	1
149	можно сказать что	2	1
150	слову сказанному отцом	1	1
151	сказал грангузье подразумевая	1	1
152	грангузье подразумевая глотку	1	1
153	существенную роль в	2	1
154	это как бы	1	1
155	и во всем	1	1
156	со страшным криком	1	1
157	такой же характер	3	1
158	как бы в	1	1
159	бузина а в	1	1
160	встречаем ту же	1	1
161	и в нем	1	1
162	и все они	1	1
163	по всему роману	2	1
164	четвертой книги рабле	1	1
165	que grand tu	1	1
166	при взгляде на	2	1
167	как мы видели	2	1
168	той или иной	1	1
169	то есть с	1	1
