N	3gram	Vinokur_Ku_3	Myshleni
1	в том что	8	31
2	заключается в том	1	14
3	с точки зрения	16	11
4	с одной стороны	4	9
5	в этом смысле	1	8
6	с другой стороны	3	8
7	то же самое	1	7
8	и тот же	2	7
9	смысле этого слова	2	7
10	один и тот	2	7
11	в собственном смысле	1	7
12	в самом деле	11	6
13	и того же	2	5
14	можно было бы	10	5
15	так же как	1	5
16	не только не	1	5
17	одного и того	2	5
18	для того чтобы	11	5
19	и той же	1	4
20	в первую очередь	3	4
21	с этой точки	1	4
22	как уже сказано	1	4
23	одной и той	1	4
24	этой точки зрения	1	4
25	то увидим что	1	4
26	собственном смысле этого	1	4
27	бы сказать что	3	3
28	в этом случае	4	3
29	по своему значению	1	3
30	вместе с тем	1	3
31	с тем что	1	3
32	в равной мере	1	3
33	одним и тем	2	3
34	и тем же	2	3
35	во всяком случае	1	3
36	то же слово	1	3
37	в связи с	4	3
38	то обстоятельство что	3	3
39	о том что	3	3
40	нашей точки зрения	1	2
41	в том числе	2	2
42	только в том	2	2
43	в отличие от	2	2
44	но и в	1	2
45	а с другой	3	2
46	в данном случае	4	2
47	в том чтобы	3	2
48	что они являются	1	2
49	и в отношении	1	2
50	с помощью которого	1	2
51	с нашей точки	1	2
52	не могут быть	2	2
53	становится возможным только	1	2
54	в целом ряде	1	2
55	в свое время	2	2
56	в свою очередь	1	2
57	исключает всякую возможность	1	2
58	тому или иному	1	2
59	в вопросе о	1	2
60	в том смысле	1	2
61	между словом и	1	2
62	как мы видели	2	2
63	том отношении что	1	1
64	самого последнего времени	1	1
65	одних и тех	1	1
66	одному тому что	1	1
67	той же ступени	1	1
68	по одному тому	1	1
69	в какой мере	2	1
70	потому что в	2	1
71	чуть ли не	1	1
72	прежде всего в	1	1
73	должны сказать что	1	1
74	далеко не все	1	1
75	не говоря уже	2	1
76	на самом деле	3	1
77	есть прежде всего	1	1
78	том что на	1	1
79	но в той	1	1
80	сплошь и рядом	3	1
81	принять во внимание	2	1
82	так чтобы она	1	1
83	они нуждаются в	1	1
84	и в нашем	1	1
85	в зависимости от	7	1
86	что он не	1	1
87	бы то ни	1	1
88	что все эти	1	1
89	то же в	1	1
90	до сих пор	8	1
91	совершенно ясно что	2	1
92	имеет в виду	1	1
93	лежат в основе	1	1
94	и тех же	1	1
95	не недостаток а	1	1
96	если только они	1	1
97	значении этого слова	1	1
98	говоря уже о	2	1
99	ответа на вопрос	1	1
100	словах потому что	1	1
101	в том случае	4	1
102	положение при котором	1	1
103	ни в какой	2	1
104	и я не	1	1
105	о значении слова	1	1
106	так как он	2	1
107	к тому что	1	1
108	если мы возьмем	1	1
109	было бы сказать	3	1
110	в процессе развития	1	1
111	зрения согласно которой	1	1
112	может быть не	1	1
113	мы видели уже	1	1
114	не только в	3	1
115	так как они	1	1
116	и при этом	1	1
117	не иначе как	1	1
118	чрезвычайно важный и	1	1
119	самом деле как	1	1
120	той и другой	1	1
121	к тому же	2	1
122	собственном смысле слова	1	1
123	в том отношении	1	1
124	когда мы говорим	1	1
125	не может быть	3	1
126	не имеет ничего	1	1
127	на вопрос о	1	1
128	встречающиеся в нашей	1	1
129	которое заключается в	1	1
130	в то время	1	1
131	нельзя было бы	1	1
132	только то что	2	1
133	отнюдь не означает	1	1
134	по отношению к	2	1
135	в русском языке	2	1
136	тогда когда они	1	1
137	но для того	1	1
138	тем что в	1	1
139	том смысле что	1	1
140	то что необходимо	1	1
141	само по себе	1	1
142	что если мы	1	1
143	мы должны сказать	1	1
144	с помощью которых	1	1
145	тогда когда мы	1	1
146	но все же	1	1
147	справедливым и в	1	1
148	мы говорим о	1	1
149	друг от друга	1	1
150	уже по одному	1	1
151	после того как	4	1
152	он имеет в	1	1
153	такое положение при	1	1
154	тех или иных	1	1
155	тем не менее	9	1
156	до самого последнего	1	1
157	доказательство того что	1	1
158	положение согласно которому	1	1
159	что и в	2	1
160	в большей степени	2	1
161	только тогда когда	4	1
162	мы увидим что	1	1
163	что на деле	1	1
