N	3gram	Medvedev_F_3	Myslijsy
1	сами по себе	2	7
2	во всяком случае	6	7
3	в том что	3	7
4	и того же	1	6
5	одного и того	1	6
6	было бы невозможно	1	5
7	тем не менее	2	5
8	подобно тому как	4	4
9	по мере того	1	4
10	до сих пор	1	4
11	сам по себе	1	4
12	от того что	1	4
13	мере того как	1	4
14	на то что	1	3
15	и сами по	1	3
16	с одной стороны	1	3
17	смысле этого слова	2	3
18	мы не можем	2	3
19	и т п	5	3
20	как бы ни	2	3
21	и т д	6	3
22	и в жизни	1	2
23	что в слове	1	2
24	потому что душа	1	2
25	на самом деле	12	2
26	нам кажется что	2	2
27	в таком случае	1	2
28	между тем как	1	2
29	от одного к	1	2
30	нечто общее с	1	2
31	и тогда когда	1	2
32	не в том	1	2
33	с другой стороны	5	2
34	для того чтобы	4	2
35	то же время	7	2
36	так и в	2	2
37	не может быть	14	2
38	с самого начала	1	2
39	одного к другому	1	2
40	в этом смысле	2	2
41	в то же	7	2
42	сама по себе	1	2
43	предмет на который	1	1
44	один и тот	1	1
45	содержание и форма	1	1
46	и в общем	1	1
47	действительно имеет место	1	1
48	лишь в той	1	1
49	та форма в	1	1
50	дело в том	2	1
51	бы ни был	1	1
52	и той же	1	1
53	но так как	1	1
54	что это не	1	1
55	и человека в	1	1
56	выйти за пределы	1	1
57	у нас в	1	1
58	о том как	2	1
59	а потому что	1	1
60	что же касается	1	1
61	же касается до	1	1
62	от а к	1	1
63	может быть только	2	1
64	и в других	1	1
65	в отличие от	2	1
66	друг на друга	1	1
67	бы то ни	4	1
68	потому что и	1	1
69	тому как в	1	1
70	из того что	1	1
71	а не наоборот	1	1
72	в собственном смысле	1	1
73	с тем что	1	1
74	при этом не	1	1
75	в той мере	1	1
76	и не может	4	1
77	взятом отдельно независимо	1	1
78	отдельно независимо от	1	1
79	место в целом	1	1
80	со всех сторон	1	1
81	с этой точки	1	1
82	вместе с тем	3	1
83	и тем не	1	1
84	слово взятое в	1	1
85	может и не	1	1
86	есть исключительная принадлежность	1	1
87	но в таком	1	1
88	так а не	1	1
89	отношения между ними	1	1
90	но мы видели	1	1
91	как и в	1	1
92	между ними не	1	1
93	между ними в	1	1
94	из виду что	1	1
95	то ни было	4	1
96	той мере в	1	1
97	только один из	1	1
98	есть одно из	1	1
99	это не так	1	1
100	в связи с	4	1
101	не только на	1	1
102	мере в какой	1	1
103	и тот же	1	1
104	пространство и в	1	1
105	но столь же	1	1
106	не потому что	1	1
107	в этом случае	1	1
108	о том что	1	1
109	мы можем сказать	1	1
110	если бы в	1	1
111	и в самом	1	1
112	а не иначе	1	1
113	но все же	1	1
114	которые могут быть	1	1
115	этого слова и	1	1
116	в большинстве случаев	4	1
117	во все стороны	1	1
118	одной и той	1	1
119	и их сочетания	1	1
120	из необходимых условий	1	1
121	того как мы	1	1
122	одно из необходимых	1	1
123	в слове есть	1	1
124	тот для кого	1	1
125	вместе с этим	1	1
126	мы видели что	2	1
