N	3gram	Losev_Prob_3	Problemy
1	с точки зрения	2	8
2	до сих пор	2	7
3	сам по себе	6	5
4	с самим собою	1	5
5	в то же	4	5
6	в отличие от	2	4
7	сама по себе	8	4
8	не может быть	5	4
9	в самом деле	1	4
10	и т д	13	4
11	в той или	2	3
12	более или менее	1	3
13	можно было бы	3	3
14	к тому же	1	3
15	с другой стороны	5	3
16	той или иной	8	3
17	никак не может	2	3
18	как и в	1	3
19	хотя и не	2	2
20	в самой этой	1	2
21	в настоящее время	2	2
22	том что он	1	2
23	как раз и	4	2
24	в литературной речи	1	2
25	как мы сказали	1	2
26	того и другого	1	2
27	это вовсе не	4	2
28	на этот вопрос	1	2
29	может быть и	3	2
30	в том или	2	2
31	том или другом	1	2
32	в конце концов	3	2
33	но при этом	1	2
34	и то же	4	2
35	то время как	4	2
36	одно и то	3	2
37	друг к другу	1	2
38	тем не менее	10	2
39	в то время	4	2
40	от автора и	1	2
41	на то что	1	2
42	друг от друга	2	2
43	в этих случаях	1	2
44	по себе но	1	2
45	о том как	2	1
46	если бы он	1	1
47	вполне понятно что	1	1
48	то это вовсе	1	1
49	по существу своему	1	1
50	иметь в виду	1	1
51	а вовсе не	2	1
52	дело в том	3	1
53	здесь перед нами	2	1
54	связи с теми	1	1
55	с собой не	1	1
56	есть прежде всего	1	1
57	в том и	1	1
58	он не только	1	1
59	то же самое	7	1
60	так что он	2	1
61	же как и	2	1
62	и если мы	2	1
63	по крайней мере	5	1
64	что все указанные	1	1
65	в таком случае	4	1
66	сами по себе	6	1
67	что он не	1	1
68	не есть и	1	1
69	бы то ни	4	1
70	но и в	2	1
71	а может быть	1	1
72	в собственном смысле	1	1
73	что в нем	1	1
74	и от автора	1	1
75	том или ином	2	1
76	здесь не в	3	1
77	может быть даже	3	1
78	смысле слова и	3	1
79	не в содержании	1	1
80	и не в	1	1
81	ни на какое	1	1
82	до конца и	1	1
83	себе и не	1	1
84	то ни было	3	1
85	образом как и	1	1
86	с одной стороны	1	1
87	на этот раз	3	1
88	смысле этого слова	1	1
89	ничего общего не	1	1
90	в связи с	7	1
91	в той же	1	1
92	как мы это	1	1
93	каких бы то	1	1
94	то мы не	1	1
95	целей и тем	1	1
96	до некоторой степени	1	1
97	так или иначе	1	1
98	в нем не	1	1
99	все же не	1	1
100	ведь в конце	1	1
101	собственном смысле слова	1	1
102	во всяком случае	6	1
103	для чего же	1	1
104	то что у	3	1
105	о том что	3	1
106	здесь не только	1	1
107	по себе и	1	1
108	крайней мере не	1	1
109	в глаза и	1	1
110	так и в	1	1
111	в такой форме	1	1
112	особой точки зрения	1	1
113	само по себе	3	1
114	на самом деле	2	1
115	этой точки зрения	2	1
116	не только не	1	1
117	он не есть	4	1
118	указывает на какой-то	1	1
119	можно сказать что	2	1
120	и с полным	1	1
121	уже сама по	1	1
122	таким образом и	1	1
123	вовсе не с	1	1
124	в том что	9	1
125	общего не имеет	1	1
126	и в литературной	1	1
127	как мы говорили	2	1
128	для себя не	1	1
129	не менее в	1	1
