N	2gram	Voloshinov_1	slovoVRo
1	и в	13	39
2	может быть	8	37
3	и его	12	33
4	не только	6	24
5	и не	8	22
6	но и	3	21
7	не может	8	20
8	в нем	2	19
9	до конца	1	17
10	в этом	2	16
11	все это	4	16
12	так и	3	15
13	а не	2	14
14	отличие от	1	13
15	как в	2	13
16	в процессе	5	13
17	в пределах	3	13
18	литературного языка	2	12
19	в отличие	1	12
20	в истории	1	11
21	слово в	3	11
22	вовсе не	2	10
23	не в	3	9
24	языка и	5	9
25	таким образом	6	8
26	прежде всего	9	8
27	слова и	2	8
28	точки зрения	7	8
29	еще не	1	7
30	с его	1	7
31	о слове	1	7
32	при этом	2	7
33	для него	2	7
34	никогда не	3	7
35	могут быть	2	7
36	в его	7	7
37	языка как	3	7
38	как бы	6	7
39	языкового сознания	1	7
40	но не	1	6
41	в своем	1	6
42	все же	5	6
43	и к	2	6
44	но в	4	6
45	все эти	2	6
46	в них	2	6
47	как и	3	6
48	языка в	1	6
49	в значительной	1	6
50	чужого языка	1	6
51	там где	2	6
52	например в	1	5
53	героя и	2	5
54	том что	2	5
55	по себе	1	5
56	с другой	2	5
57	один из	1	5
58	в том	2	5
59	с ними	2	5
60	с одной	2	5
61	конечно не	1	5
62	и их	7	5
63	одной стороны	2	5
64	и для	3	5
65	только в	6	5
66	от него	1	5
67	и все	3	5
68	и наконец	5	5
69	в зависимости	2	4
70	по отношению	3	4
71	отношение к	1	4
72	связанные с	2	4
73	в узком	1	4
74	то же	4	4
75	его в	1	4
76	входит в	2	4
77	и иных	1	4
78	в отношении	2	4
79	и языка	1	4
80	слова могут	1	4
81	не менее	2	4
82	в то	1	4
83	одна из	1	4
84	в основе	1	4
85	же время	1	4
86	или как	1	4
87	во всем	2	4
88	зависимости от	2	4
89	для этого	1	4
90	борьба с	1	4
91	наконец в	2	4
92	для всех	1	4
93	и других	1	4
94	языка но	2	4
95	так как	3	4
96	и язык	1	4
97	даже и	1	4
98	и др	2	4
99	себя и	1	4
100	с помощью	2	4
101	на фоне	4	4
102	узком смысле	1	4
103	а в	2	4
104	отношению к	3	4
105	ту же	1	3
106	как это	1	3
107	в чисто	1	3
108	собственном смысле	1	3
109	человека и	1	3
110	говорить о	3	3
111	в чем	2	3
112	в собственном	1	3
113	и как	1	3
114	не приходится	1	3
115	с их	1	3
116	и социальной	1	3
117	на этом	1	3
118	материала и	3	3
119	лишь в	4	3
120	с точки	5	3
121	не столько	3	3
122	точку зрения	3	3
123	связи с	1	3
124	эта категория	1	3
125	этом отношении	1	3
126	разрыв между	2	3
127	в ней	2	3
128	а также	2	3
129	к нему	1	3
130	между тем	2	3
131	слов и	4	3
132	быть и	1	3
133	этого процесса	1	3
134	или даже	1	3
135	отметить что	1	3
136	в особенности	1	3
137	может иметь	2	3
138	в некоторых	1	3
139	материал в	2	3
140	слове в	1	3
141	между языком	1	3
142	и там	1	3
143	как к	1	3
144	в контексте	1	3
145	но это	1	3
146	слово для	1	3
147	и часто	1	3
148	как для	1	3
149	что в	3	3
150	истории литературы	2	3
151	хотя бы	5	3
152	сказать что	1	3
153	речи и	1	3
154	человеческой речи	2	2
155	можно говорить	1	2
156	одним из	1	2
157	также и	1	2
158	xvii века	1	2
159	это и	1	2
160	ведь и	1	2
161	мы уже	2	2
162	на материале	1	2
163	мы не	4	2
164	темы в	1	2
165	с ее	1	2
166	что язык	1	2
167	менее всего	1	2
168	и речи	1	2
169	за пределы	3	2
170	и стилистически	1	2
171	с этим	3	2
172	более или	1	2
173	в себе	3	2
174	роль в	2	2
175	с языком	1	2
176	а вовсе	1	2
177	в виде	1	2
178	и более	1	2
179	из него	1	2
180	людей и	1	2
181	в предшествующей	1	2
182	конечно в	2	2
183	зрения и	1	2
184	далеко не	1	2
185	и вне	1	2
186	автора и	1	2
187	рождается и	1	2
188	или менее	1	2
189	и при	2	2
190	наконец даже	1	2
191	в их	3	2
192	языке но	1	2
193	того как	1	2
194	материала в	4	2
195	того чтобы	1	2
196	в одном	3	2
197	только и	4	2
198	речи не	2	2
199	с одним	1	2
200	а лишь	1	2
201	в области	2	2
202	и оно	1	2
203	и языком	1	2
204	оно может	1	2
205	на нем	1	2
206	в себя	1	2
207	так в	1	2
208	в дальнейшем	1	2
209	в другом	2	2
210	те же	2	2
211	особенно в	1	2
212	и здесь	1	2
213	и т.п	7	2
214	но мы	4	2
215	или на	1	2
216	в различных	1	2
217	данного языка	1	2
218	нуждается в	2	2
219	что он	1	2
220	предшествующей главе	1	2
221	со всеми	1	2
222	уже в	2	2
223	в поэзии	5	2
224	и чисто	1	2
225	его и	1	2
226	для того	1	2
227	то что	6	2
228	не было	1	2
229	более того	2	2
230	как о	1	2
231	не всегда	1	2
232	в связи	2	2
233	эти слова	1	2
234	вместе с	1	2
235	и особенно	1	2
236	здесь уже	1	2
237	в языковом	2	2
238	может стать	2	2
239	в данном	2	2
240	например у	1	2
241	не знаем	1	2
242	включает в	1	2
243	или в	1	2
244	в языке	2	2
245	из существеннейших	1	2
246	в новых	1	2
247	только с	1	2
248	может и	1	2
249	работы и	1	2
250	не знает	1	2
251	только о	1	2
252	они не	1	2
253	и наиболее	2	1
254	себя как	1	1
255	смысле слова	2	1
256	как известно	1	1
257	слова этот	1	1
258	того же	1	1
259	науки о	1	1
260	математических и	1	1
261	и есть	1	1
262	стиля не	1	1
263	пример такой	1	1
264	мы слышим	1	1
265	стилистических форм	3	1
266	и до	1	1
267	эта социальная	1	1
268	можно лишь	1	1
269	и этот	2	1
270	поскольку она	1	1
271	а как	2	1
272	есть не	2	1
273	ним мы	1	1
274	и о	1	1
275	стиля в	1	1
276	наиболее близкий	1	1
277	и стиль	2	1
278	приходится выбирать	1	1
279	но такое	2	1
280	слово не	1	1
281	язык еще	1	1
282	в широком	1	1
283	организован как	1	1
284	то мы	1	1
285	помимо этого	2	1
286	за норму	1	1
287	совсем не	1	1
288	то он	1	1
289	в едином	1	1
290	материала так	1	1
291	чем же	2	1
292	материалом для	2	1
293	в одной	1	1
294	его на	2	1
295	до его	1	1
296	очень трудно	1	1
297	двух разных	2	1
298	и превращается	1	1
299	отбора и	1	1
300	связанный с	1	1
301	или иную	1	1
302	что слово	1	1
303	в самом	2	1
304	в целом	2	1
305	его роль	1	1
306	выражение в	1	1
307	и самый	1	1
308	в этой	1	1
309	объекта в	1	1
310	реального языка	1	1
311	к единству	3	1
312	на то	1	1
313	если он	1	1
314	общения с	1	1
315	что она	1	1
316	быть сведены	1	1
317	речи в	1	1
318	ни была	1	1
319	здесь для	1	1
320	драматических диалогов	1	1
321	эта полнота	1	1
322	смешения разных	1	1
323	одно и	3	1
324	в каждом	4	1
325	борьбы и	1	1
326	что мир	1	1
327	в мире	1	1
328	об этом	1	1
329	и внутренняя	2	1
330	высказывания и	1	1
331	на все	1	1
332	как мог	1	1
333	косвенной речи	1	1
334	для своей	1	1
335	говорить не	1	1
336	те или	1	1
337	моменты в	1	1
338	и тем	2	1
339	здесь нет	1	1
340	мог бы	2	1
341	истории языка	2	1
342	о которых	1	1
343	широко пользуется	1	1
344	все равно	1	1
345	письменной речи	1	1
346	несмотря на	2	1
347	статьи и	1	1
348	выйти за	1	1
349	в категории	1	1
350	может идти	1	1
351	этого произведения	1	1
352	такой же	1	1
353	здесь она	1	1
354	стороны оно	1	1
355	и становится	1	1
356	этот материал	2	1
357	в синтаксической	1	1
358	жизненных ситуациях	1	1
359	в своей	4	1
360	при изучении	1	1
361	сознания но	1	1
362	в такой	1	1
363	лео шпицер	1	1
364	себе а	1	1
365	мысли и	1	1
366	не исчерпывается	2	1
367	где она	1	1
368	тем не	1	1
369	своего времени	1	1
370	возможно только	1	1
371	и свободной	1	1
372	в двух	4	1
373	идеологической жизни	1	1
374	касаемся здесь	1	1
375	о значении	1	1
376	самого начала	2	1
377	и падения	1	1
378	к новым	1	1
379	весь этот	1	1
380	связанная с	1	1
381	иметь в	1	1
382	и уже	3	1
383	наиболее полно	2	1
384	она ни	1	1
385	и характер	1	1
386	по своей	1	1
387	лишь с	1	1
388	это слово	1	1
389	же слова	1	1
390	в сознании	4	1
391	для осуществления	1	1
392	эти три	1	1
