N	3gram	Vygotskiy__3	Narrotol
1	в том что	11	8
2	с одной стороны	5	7
3	о том что	3	6
4	в отличие от	1	5
5	не может быть	1	5
6	в основе своей	1	4
7	в данном случае	2	4
8	к тому же	1	4
9	с другой стороны	5	4
10	но все же	1	4
11	можно сказать что	1	4
12	состоит в том	1	3
13	в этом отношении	1	3
14	в свою очередь	2	3
15	более или менее	1	2
16	подобно тому как	1	2
17	все та же	1	2
18	с точки зрения	9	2
19	можно было бы	1	2
20	не то что	2	2
21	в себя и	1	2
22	как и на	1	2
23	этой точки зрения	1	2
24	того или иного	1	2
25	речь идет о	3	2
26	что в этом	1	1
27	самом деле когда	3	1
28	и столь же	1	1
29	от всех прочих	1	1
30	очевидно что в	1	1
31	на самом деле	2	1
32	в самом деле	18	1
33	что несмотря на	1	1
34	то же самое	8	1
35	том что оно	1	1
36	он не может	1	1
37	до сих пор	5	1
38	и все их	1	1
39	только то что	2	1
40	что не только	1	1
41	и то что	3	1
42	по аналогии с	2	1
43	к тому чтобы	1	1
44	несмотря на свою	1	1
45	в какой это	1	1
46	он не мог	2	1
47	она может быть	1	1
48	с этой точки	1	1
49	не могли бы	1	1
50	может быть и	1	1
51	речь идет не	1	1
52	одновременно в двух	1	1
53	мы не имеем	1	1
54	по контрасту с	1	1
55	и тот же	1	1
56	отношение к своему	1	1
57	и при этом	1	1
58	ему что он	1	1
59	а с другой	1	1
60	и как бы	2	1
61	что он видит	1	1
62	то что он	2	1
63	как мы увидим	2	1
64	мере в какой	1	1
65	все то что	6	1
66	один и тот	1	1
67	и до наших	1	1
68	не мог бы	1	1
69	здесь не только	1	1
70	в том чтобы	1	1
71	несмотря на свой	1	1
72	не кто иной	1	1
73	но в его	1	1
74	мы увидим впоследствии	2	1
75	совершенно очевидно что	1	1
76	и как будто	1	1
77	как мы видели	2	1
78	кто иной как	1	1
