N	2gram	Medvedev_F_2	EvropaiE
1	и в	38	37
2	в пределах	12	25
3	точки зрения	8	23
4	что в	7	21
5	не только	9	18
6	с точки	7	17
7	в то	5	16
8	то же	6	15
9	хотя бы	6	15
10	в своем	1	14
11	но в	4	14
12	же время	5	14
13	в качестве	2	14
14	но и	13	14
15	и не	20	14
16	в этом	27	12
17	в их	6	11
18	в области	3	11
19	в том	11	11
20	так и	8	10
21	отнюдь не	8	9
22	в себе	1	9
23	только в	6	9
24	прежде всего	15	9
25	все более	2	9
26	не может	14	9
27	так же	1	9
28	т е	26	9
29	в смысле	1	9
30	в ее	2	8
31	думать что	1	8
32	было бы	6	8
33	в своей	7	8
34	к тому	4	8
35	между тем	2	8
36	с одной	1	8
37	одной стороны	1	8
38	нам кажется	1	7
39	того что	3	7
40	так как	4	7
41	с другой	3	7
42	как и	9	7
43	может быть	23	6
44	и на	3	6
45	во всех	5	6
46	на то	1	6
47	том что	2	6
48	того чтобы	3	6
49	вовсе не	11	6
50	для того	3	6
51	и даже	4	6
52	как бы	4	6
53	то что	6	6
54	же как	3	5
55	столь же	2	5
56	но не	2	5
57	не в	15	5
58	в россии	1	5
59	и по	2	5
60	но если	1	5
61	тем самым	2	5
62	как мы	7	5
63	одной из	1	5
64	в виде	1	5
65	со стороны	2	5
66	от этого	3	5
67	в той	2	5
68	то в	2	4
69	мы не	3	4
70	вопрос о	1	4
71	но даже	1	4
72	в ней	6	4
73	независимо от	4	4
74	в самом	16	4
75	то ни	2	4
76	того или	4	4
77	несмотря на	1	4
78	чем в	1	4
79	лежат в	1	4
80	даже в	2	4
81	не имеет	2	4
82	и притом	1	4
83	в процессе	9	4
84	к ней	1	4
85	техники и	1	4
86	в направлении	1	4
87	той или	1	4
88	бы то	1	4
89	по себе	7	4
90	можно сказать	1	4
91	именно в	5	4
92	не на	1	4
93	как это	2	4
94	для нас	1	4
95	сказать что	2	4
96	или иного	5	4
97	в каком	1	4
98	в применении	2	3
99	идет о	2	3
100	и со	1	3
101	того же	1	3
102	время в	1	3
103	в общем	5	3
104	как в	4	3
105	и к	4	3
106	но на	1	3
107	в определенном	1	3
108	не будет	2	3
109	не дает	1	3
110	большинстве случаев	3	3
111	и мы	1	3
112	этом смысле	2	3
113	и тем	2	3
114	в них	1	3
115	с тем	11	3
116	мы видели	4	3
117	и некоторые	1	3
118	во второй	2	3
119	дело в	1	3
120	никогда не	2	3
121	потому что	2	3
122	во все	1	3
123	можно думать	1	3
124	тем в	1	3
125	можно было	1	3
126	о том	1	3
127	от них	1	3
128	место в	3	3
129	что и	8	3
130	отметить что	2	3
131	и только	5	3
132	всяком случае	5	3
133	не из	1	3
134	из них	4	3
135	очевидно что	2	3
136	потребность в	1	3
137	себе в	1	3
138	в известной	2	3
139	к ним	1	3
140	тем что	8	3
141	этом отношении	7	3
142	по своим	1	3
143	и прежде	3	3
144	в свою	1	3
145	говорит о	1	3
146	там где	4	3
147	ни на	2	3
148	в данном	1	3
149	применении к	2	3
150	не является	3	3
151	известной степени	4	3
152	и для	5	3
153	и от	2	3
154	в результате	6	3
155	на своем	1	3
156	ее в	2	3
157	как на	1	3
158	в таком	2	3
159	во всяком	5	3
160	и наиболее	1	2
161	и отчасти	3	2
162	и то	2	2
163	по преимуществу	5	2
164	ведь и	1	2
165	должна быть	5	2
166	и этот	1	2
167	есть не	1	2
168	что если	1	2
169	из того	1	2
170	которое в	1	2
171	меньшей степени	1	2
172	на них	1	2
173	к нулю	1	2
174	а тем	1	2
175	но как	2	2
176	точка зрения	1	2
177	в сторону	4	2
178	как их	2	2
179	в истории	6	2
180	с этим	5	2
181	хотя и	3	2
182	целый ряд	1	2
183	и как	3	2
184	что это	3	2
185	в этой	6	2
186	что к	1	2
187	главным образом	3	2
188	но именно	3	2
189	он не	6	2
190	и еще	1	2
191	какой бы	1	2
192	таким образом	20	2
193	поскольку она	1	2
194	и с	9	2
195	с другими	10	2
196	например с	1	2
197	для них	3	2
198	далеко не	1	2
199	дело идет	4	2
200	в своих	1	2
201	в развитии	2	2
202	такой же	3	2
203	в эту	1	2
204	в этих	2	2
205	в котором	2	2
206	представление о	2	2
207	не к	2	2
208	и совершеннее	1	2
209	и более	2	2
210	тому чтобы	2	2
211	она не	2	2
212	и имеет	1	2
213	констатировать что	1	2
214	вопрос не	1	2
215	на язык	2	2
216	как будто	1	2
217	что на	2	2
218	в порядке	1	2
219	не могут	7	2
220	могут быть	6	2
221	всего в	2	2
222	имеет место	1	2
223	как не	1	2
224	свою очередь	1	2
225	говоря уже	1	2
226	данном случае	1	2
227	во многом	1	2
228	если бы	5	2
229	и поэтому	1	2
230	и та	1	2
231	кажется что	1	2
232	в значительной	3	2
233	и во	1	2
234	свои пределы	1	2
235	к нему	3	2
236	во втором	7	2
237	в его	10	2
238	подходит к	1	2
239	во всей	2	2
240	мы должны	1	2
241	этот вопрос	2	2
242	в какой	3	2
243	и теперь	4	2
244	не можем	1	2
245	в большинстве	4	2
246	если в	3	2
247	при помощи	2	2
248	и других	2	2
249	следует отметить	3	2
250	бы совершенно	2	2
251	в других	7	2
252	а именно	2	2
253	как же	1	2
254	в некоторых	4	2
255	на этот	1	2
256	а не	6	2
257	и тут	1	2
258	можно утверждать	1	2
259	вместе с	6	2
260	не дают	1	2
261	что же	5	2
262	поскольку он	2	2
263	для понимания	6	2
