N	3gram	Bakhtin_Pr_3	Marksizm
1	с точки зрения	2	13
2	не может быть	1	10
3	по отношению к	1	8
4	то же время	5	8
5	в то же	5	8
6	в связи с	1	7
7	в том что	3	6
8	то же самое	1	5
9	может быть и	2	5
10	но в то	1	5
11	на этой почве	1	5
12	с самого начала	3	5
13	в большинстве случаев	4	5
14	смысле этого слова	1	4
15	той или иной	1	4
16	в той или	1	3
17	самом же деле	1	3
18	и не может	1	3
19	как мы сказали	1	3
20	в отличие от	1	3
21	на самом же	1	3
22	до сих пор	5	3
23	о том что	2	3
24	это вполне понятно	1	3
25	как мы уже	3	3
26	а не в	1	2
27	более или менее	3	2
28	в зависимости от	2	2
29	но и в	1	2
30	в собственном смысле	2	2
31	по крайней мере	1	2
32	в смысле совокупности	2	2
33	во всяком случае	1	2
34	в следующей главе	1	2
35	с нашей точки	1	2
36	все более и	1	2
37	мы уже знаем	1	2
38	так и от	1	2
39	мы можем сказать	1	2
40	в нем нет	3	2
41	нашей точки зрения	1	2
42	более и более	1	2
43	и прежде всего	5	2
44	в процессе его	1	2
45	что иное как	1	1
46	через нее и	1	1
47	себя здесь в	1	1
48	прямо сказать что	1	1
49	наметить лишь основные	1	1
50	ровно ничего не	1	1
51	особенно такие как	1	1
52	в тех разнообразных	1	1
53	и так сказать	1	1
54	и т.п то	1	1
55	в том числе	11	1
56	позиции по отношению	1	1
57	в соответствии с	2	1
58	и в более	1	1
59	и неотделим от	1	1
60	в нем и	1	1
61	в широком смысле	1	1
62	в сущности только	2	1
63	неотделим от него	1	1
64	в той же	1	1
65	лишь основные линии	1	1
66	сказать что не	1	1
67	а может быть	1	1
68	в этом отношении	1	1
69	том числе и	10	1
70	в сущности почти	1	1
71	и сложные формы	1	1
72	xviii и xix	2	1
73	внимание на следующее	1	1
74	от него он	1	1
75	как бы из	1	1
76	жизни и в	1	1
77	влияние на развитие	1	1
78	можем прямо сказать	1	1
79	так или иначе	1	1
80	вступает в силу	1	1
81	но тем не	1	1
82	сознания и мысли	1	1
83	ни на один	1	1
84	к вопросу о	1	1
85	по сравнению с	4	1
86	тем не менее	2	1
87	мы можем прямо	1	1
88	чтобы убедиться в	1	1
89	со всею отчетливостью	1	1
90	или иной форме	1	1
91	мы уже говорили	2	1
92	тем или иным	1	1
93	легли в основу	1	1
94	он не знает	2	1
95	большинстве случаев мы	1	1
96	верх и низ	1	1
97	для правильного понимания	2	1
98	с другой стороны	1	1
99	в его целом	1	1
100	но они уже	1	1
101	хотя и в	1	1
102	мы видели что	2	1
103	внешней и внутренней	1	1
104	определяющее влияние на	3	1
105	так и в	2	1
106	в этом и	1	1
107	xvii и xviii	1	1
108	на один миг	1	1
109	и тем более	1	1
110	не что иное	1	1
111	можно сказать что	4	1
112	друг от друга	1	1
113	которой мы здесь	1	1
114	языка а не	1	1
115	теперь мы можем	2	1
116	можно ощутить и	1	1
117	а через нее	1	1
118	на слове и	1	1
119	как и в	3	1
120	здесь как и	1	1
121	можем сказать что	1	1
122	одной из форм	1	1
123	и все его	1	1
124	но к этому	1	1
125	эпоху возрождения и	1	1
126	только с помощью	1	1
127	в более или	1	1
