N	2gram	Propp_Isto_6	Sotsiolo
1	все это	1	7
2	в том	12	5
3	в этом	12	5
4	и только	3	3
5	более чем	1	3
6	для нас	2	3
7	не только	10	3
8	и в	26	3
9	не в	3	3
10	в его	5	3
11	как только	3	2
12	но и	9	2
13	было бы	2	2
14	должна быть	3	2
15	только в	5	2
16	далеко не	3	2
17	тем более	1	2
18	том что	10	2
19	в частности	3	2
20	как будто	3	2
21	то что	6	2
22	главным образом	3	2
23	или даже	1	2
24	и что	5	2
25	еще не	9	2
26	таким образом	12	2
27	отношению к	2	2
28	что в	12	2
29	может быть	11	2
30	как бы	4	2
31	по отношению	2	2
32	по существу	1	2
33	то же	5	2
34	могло и	1	1
35	в свои	2	1
36	что все	1	1
37	же не	2	1
38	вряд ли	1	1
39	наконец в	1	1
40	даже в	2	1
41	так называемым	1	1
42	в мире	1	1
43	эти вопросы	1	1
44	в этой	2	1
45	тому что	1	1
46	эти два	2	1
47	даже не	1	1
48	на все	1	1
49	развития по	1	1
50	с другой	10	1
51	его в	5	1
52	дает нам	2	1
53	с ним	8	1
54	это не	4	1
55	новые и	1	1
56	на этот	1	1
57	именно в	1	1
58	все же	8	1
59	один из	3	1
60	и есть	1	1
61	перед нами	2	1
62	в то	5	1
63	и наконец	3	1
64	еще и	1	1
65	только то	2	1
66	а с	2	1
67	том как	3	1
68	тем что	5	1
69	и как	2	1
70	что эти	2	1
71	на ней	1	1
72	что он	9	1
73	прежде всего	4	1
74	бы он	1	1
75	в них	3	1
76	так и	5	1
77	не было	3	1
78	одной стороны	7	1
79	те же	1	1
80	и не	10	1
81	из себя	1	1
82	никогда не	13	1
83	зависит от	4	1
84	мы не	6	1
85	ничего не	2	1
86	как то	1	1
87	и о	1	1
88	все эти	8	1
89	запад и	1	1
90	именно на	2	1
91	как и	5	1
92	бы в	1	1
93	для этого	1	1
94	этом не	1	1
95	мы должны	2	1
96	из круга	1	1
97	первый план	2	1
98	остается в	1	1
99	в таких	1	1
100	их на	1	1
101	но она	1	1
102	вот в	1	1
103	образом в	1	1
104	в связи	1	1
105	на первый	3	1
106	и его	7	1
107	в этих	2	1
108	вступает в	1	1
109	в целом	1	1
110	не может	6	1
111	в своей	3	1
112	только тогда	1	1
113	не от	1	1
114	стиль в	1	1
115	а в	3	1
116	тех кто	1	1
117	него и	3	1
118	что она	3	1
119	ней никогда	1	1
120	о том	7	1
121	и русская	1	1
122	в области	1	1
123	к изучению	1	1
124	в него	3	1
125	в котором	1	1
126	никак не	1	1
127	между ними	1	1
128	на следующий	1	1
129	всяком случае	2	1
130	сплошь из	1	1
131	когда мы	2	1
132	в силу	1	1
133	он говорит	1	1
134	должно было	1	1
135	что это	2	1
136	вовсе не	2	1
137	с одной	7	1
138	может служить	1	1
139	но не	2	1
140	у него	7	1
141	в виде	6	1
142	в данном	3	1
143	между тем	1	1
144	но как	4	1
145	и по	4	1
146	что на	1	1
147	это происходит	1	1
148	и более	1	1
149	во всяком	2	1
150	они не	3	1
151	это значит	1	1
