N	3gram	Tiupa_Lite_2	Psycholo
1	в том что	5	17
2	для того чтобы	1	13
3	с точки зрения	3	10
4	и т п	2	8
5	не может быть	7	8
6	то же самое	1	6
7	на самом деле	1	5
8	в этом отношении	3	5
9	в сущности говоря	1	4
10	можно было бы	1	4
11	в данном случае	3	4
12	тем не менее	2	4
13	о том что	2	4
14	в том чтобы	3	3
15	в конце концов	1	3
16	в конечном счете	5	3
17	том что в	1	2
18	и когда он	1	2
19	состоит в том	4	2
20	подобно тому как	2	2
21	он не может	1	2
22	и не может	1	2
23	что он не	1	2
24	и то что	1	2
25	не в том	1	2
26	в первый раз	2	2
27	бы то ни	1	2
28	этой точки зрения	1	2
29	при этом как	1	2
30	то же время	9	2
31	в свою очередь	1	2
32	с другой стороны	4	2
33	в то же	9	2
34	к тому что	1	2
35	жизнь и судьба	1	1
36	есть по преимуществу	1	1
37	которые не могут	1	1
38	тех пор пока	1	1
39	в данный момент	1	1
40	в русской поэзии	1	1
41	какого бы то	1	1
42	в этом случае	2	1
43	что же касается	1	1
44	и в полном	1	1
45	и для всех	1	1
46	в отличие от	1	1
47	только то что	1	1
48	не менее чем	1	1
49	с тем чтобы	1	1
50	за то что	2	1
51	а с другой	1	1
52	и без остатка	1	1
53	в основе своей	1	1
54	вновь и вновь	1	1
55	с этой точки	1	1
56	по крайней мере	2	1
57	вместе с тем	1	1
58	жизни и в	1	1
59	то что было	1	1
60	одно и то	2	1
61	то ни было	1	1
62	едва ли не	4	1
63	приводит к тому	1	1
64	с одной стороны	6	1
65	писателя и читателя	1	1
66	же самое можно	1	1
67	при этом искусство	1	1
68	и то же	2	1
69	не более чем	1	1
70	не могут быть	1	1
71	имеем дело с	1	1
72	своей души он	1	1
73	того же автора	1	1
74	тем что в	1	1
75	в свое время	2	1
76	может быть это	1	1
77	ничего общего с	1	1
78	не только не	1	1
79	до тех пор	1	1
80	после того как	1	1
81	у того же	1	1
82	не имеет ничего	1	1
83	не так как	2	1
