N	2gram	Ircho_Kome_3	Problemy
1	и в	22	46
2	и не	21	27
3	может быть	6	23
4	не может	3	19
5	как бы	3	19
6	в нем	3	17
7	в этом	8	16
8	не только	5	14
9	на пороге	1	12
10	перед нами	1	12
11	как мы	2	12
12	но и	4	12
13	как и	3	12
14	и на	2	11
15	точки зрения	4	11
16	в одном	2	11
17	а не	4	11
18	в пределах	2	10
19	не в	4	10
20	между ними	2	10
21	и к	3	9
22	в самом	9	9
23	с точки	3	9
24	и все	2	9
25	в его	8	9
26	в том	12	9
27	в большинстве	1	9
28	вовсе не	4	9
29	прежде всего	5	9
30	до сих	9	8
31	конечно не	3	8
32	сих пор	9	8
33	или в	1	8
34	в сущности	2	7
35	еще не	6	7
36	в себе	4	7
37	и с	4	7
38	слова с	1	7
39	как раз	6	7
40	то же	7	6
41	никогда не	3	6
42	и он	2	6
43	хотя и	5	6
44	но в	5	6
45	к одному	1	6
46	в каждом	1	6
47	ни в	10	6
48	на фоне	1	6
49	что я	1	6
50	и его	6	6
51	живет на	1	6
52	что он	8	6
53	только в	1	6
54	друг друга	4	6
55	и между	1	6
56	к себе	5	6
57	все это	5	6
58	к другому	1	5
59	в котором	2	5
60	с его	3	5
61	во всех	2	5
62	по отношению	5	5
63	за пределы	2	5
64	на площади	1	5
65	при этом	7	5
66	особенно в	1	5
67	это не	2	5
68	в то	6	5
69	себе самом	1	5
70	если же	2	5
71	и сам	5	5
72	о том	8	5
73	же время	5	5
74	к нему	5	5
75	если мы	2	5
76	мы находим	1	5
77	так как	11	5
78	у него	4	5
79	с другом	1	5
80	друг с	1	5
81	отношению к	3	5
82	жизни и	1	5
83	например в	1	4
84	самом деле	6	4
85	в их	2	4
86	мы не	2	4
87	на себя	4	4
88	но не	1	4
89	как в	2	4
90	все же	4	4
91	все эти	1	4
92	он не	5	4
93	людей и	2	4
94	таким образом	12	4
95	и наконец	1	4
96	он и	2	4
97	я ведь	2	4
98	том что	13	4
99	в этих	1	4
100	том же	1	4
101	любовь к	3	4
102	во всем	1	4
103	потому что	10	4
104	здесь не	2	4
105	в себя	1	4
106	приводит к	3	4
107	так и	4	4
108	в виду	2	4
109	и здесь	4	4
110	и других	1	4
111	можно сказать	1	4
112	уже в	2	4
113	к ним	3	4
114	мы можем	3	4
115	до конца	4	4
116	превращается в	1	4
117	да и	1	4
118	а что	1	4
119	то что	4	4
120	не знает	3	4
121	совершенно не	2	4
122	что в	5	4
123	том числе	1	4
124	одним из	2	3
125	человека и	2	3
126	и это	2	3
127	возможны и	1	3
128	тем же	3	3
129	здесь и	2	3
130	и до	1	3
131	той же	1	3
132	мы имеем	1	3
133	преступления и	1	3
134	и о	2	3
135	то это	5	3
136	отношение к	5	3
137	себе и	1	3
138	отличие от	2	3
139	друга и	1	3
140	в своем	8	3
141	более или	1	3
142	из этих	1	3
143	в этой	3	3
144	имеем в	1	3
145	как он	3	3
146	на то	3	3
147	не к	1	3
148	их в	3	3
149	на этом	1	3
150	в мире	2	3
151	было бы	3	3
152	далеко не	3	3
153	в слове	1	3
154	такой же	1	3
155	или менее	1	3
156	но если	3	3
157	и их	1	3
158	в своей	5	3
159	в отличие	1	3
160	не как	2	3
161	образом и	1	3
162	но он	1	3
163	войти в	1	3
164	в отношении	4	3
165	она не	2	3
166	по своей	1	3
167	на него	4	3
168	у меня	1	3
169	не могут	2	3
170	числе и	1	3
171	но при	2	3
172	да что	2	3
173	и этим	3	3
174	с собой	1	3
175	здесь нет	4	3
176	если бы	8	3
177	никак не	1	3
178	и что	6	3
179	и во	2	3
180	и только	1	3
181	только на	1	3
182	а то	1	3
183	в конце	7	3
184	что и	8	3
185	тем что	5	3
186	и даже	3	3
187	с другой	4	3
188	себя и	2	3
189	жизнь в	1	3
190	с помощью	4	3
191	так же	4	3
192	к своему	2	3
193	жизнь и	1	3
194	по существу	2	3
195	и для	4	3
196	бы в	4	3
197	другой стороны	2	3
198	того же	6	3
199	но этот	1	3
200	уже после	1	3
201	и рассказ	1	3
202	отношения к	2	2
203	так я	2	2
204	или к	1	2
205	в присутствии	2	2
206	а как	2	2
207	вопрос о	1	2
208	и говорить	1	2
209	он сам	1	2
210	там и	1	2
211	уже нет	1	2
212	не входит	1	2
213	если в	1	2
214	ведь мы	1	2
215	нет и	4	2
216	в произведениях	2	2
217	в одной	1	2
218	с этим	3	2
219	стороны и	2	2
220	когда он	4	2
221	целый ряд	2	2
222	и как	1	2
223	не было	2	2
224	от этого	1	2
225	не хочет	5	2
226	бы не	2	2
227	свое время	1	2
228	смех и	1	2
229	и по	1	2
230	но все	4	2
231	об этом	7	2
232	высказывание в	1	2
233	хотя бы	4	2
234	ко второму	1	2
235	и тем	1	2
236	чтобы между	1	2
237	все равно	3	2
238	и само	1	2
239	себя внимание	1	2
240	вернемся к	1	2
241	которую он	2	2
242	мы конечно	1	2
243	в которых	5	2
244	не менее	5	2
245	одном из	1	2
246	которые в	1	2
247	в атмосфере	1	2
248	того как	1	2
249	не могло	1	2
250	ничего не	3	2
251	к ней	8	2
252	своей природе	1	2
253	отношении к	1	2
254	и любовь	2	2
255	и мысли	3	2
256	могут быть	1	2
257	к тому	6	2
258	указывает на	1	2
259	без всякого	2	2
260	и совершенно	1	2
261	в другом	2	2
262	можно было	2	2
