N	3gram	Vygotskiy__1	Tragedij
1	так и в	2	3
2	в отличие от	3	2
3	точно так же	3	2
4	и в частности	1	2
5	бросается в глаза	1	2
6	о том что	7	2
7	и в самом	2	2
8	в том что	9	2
9	непременно должно быть	1	1
10	ни разу не	1	1
11	не только о	1	1
12	том что он	1	1
13	имеет в виду	2	1
14	и то что	1	1
15	и т п	15	1
16	ту же мысль	2	1
17	один из авторов	1	1
18	вместе с ними	1	1
19	все это говорит	1	1
20	в этом романе	1	1
21	бы и в	1	1
22	в применении к	2	1
23	во всяком случае	6	1
24	в конце концов	3	1
25	смысле этого слова	2	1
26	и не быть	1	1
27	в чем же	1	1
28	и в этом	1	1
29	по сравнению с	1	1
30	тем не менее	2	1
31	не могут быть	1	1
32	что я вижу	1	1
33	что в таком	1	1
34	в связи с	1	1
35	то что он	1	1
36	только один раз	1	1
37	она как будто	2	1
38	сильнее и сильнее	1	1
39	что при таком	1	1
40	вместо того чтобы	1	1
41	не может быть	8	1
42	на вопрос о	1	1
43	отнюдь не является	1	1
44	и вместе с	1	1
45	это и есть	1	1
46	у него есть	1	1
47	в одном из	2	1
48	с самого начала	1	1
49	не только не	3	1
50	в самом деле	7	1
51	все сильнее и	1	1
52	несмотря на все	1	1
53	как своего рода	1	1
54	отметить что в	1	1
55	может быть в	1	1
56	как и в	4	1
