N	3gram	Vygotskiy__7	Istorich
1	до сих пор	3	6
2	точно так же	2	6
3	в этом случае	14	5
4	вместе с тем	4	5
5	в том что	13	5
6	но все же	1	4
7	что он не	1	4
8	мы увидим ниже	1	4
9	так же как	7	4
10	не только в	1	4
11	по отношению к	5	3
12	подобно тому как	1	3
13	можно было бы	1	3
14	с одной стороны	5	3
15	что иное как	1	2
16	потому что он	2	2
17	на самом деле	2	2
18	так как в	1	2
19	вместо того чтобы	1	2
20	во всех этих	1	2
21	не что иное	1	2
22	и ничего не	1	2
23	в одном случае	1	2
24	только после того	1	2
25	с другой стороны	1	2
26	не может быть	4	2
27	о том что	4	2
28	и вместе с	2	2
29	с самого начала	7	2
30	тот момент когда	1	2
31	на то что	4	2
32	после того как	1	2
33	том что в	2	1
34	и есть то	1	1
35	некоторое время в	1	1
36	как только мы	1	1
37	и той же	2	1
38	объясняется то что	1	1
39	должно было бы	1	1
40	совершенно то же	1	1
41	друг от друга	2	1
42	и следовательно не	1	1
43	в одной из	1	1
44	ни одно из	1	1
45	но если это	1	1
46	ребенок как бы	1	1
47	в зависимости от	1	1
48	сам по себе	1	1
49	в отличие от	2	1
50	мог бы показать	1	1
51	мы видим в	1	1
52	что она не	1	1
53	с которыми он	1	1
54	играет огромную роль	1	1
55	несмотря на то	1	1
56	что дает нам	1	1
57	бы показать что	1	1
58	таким образом мы	1	1
59	в обоих случаях	1	1
60	в высшей степени	1	1
61	смысле этого слова	3	1
62	и то же	3	1
63	тем не менее	3	1
64	нужно было бы	2	1
65	то что было	1	1
66	один из тех	1	1
67	если это так	1	1
68	но вместе с	1	1
69	что они были	1	1
70	говорят о том	1	1
71	и состоит в	1	1
72	собой не только	1	1
73	как мы увидим	1	1
74	том что они	2	1
75	в которой она	1	1
76	в себе в	2	1
77	потому что они	1	1
78	на вопрос о	1	1
79	есть не что	1	1
80	этого не может	1	1
81	так например в	1	1
82	мы не можем	3	1
83	сих пор в	1	1
84	это и есть	1	1
85	что у него	1	1
86	это значит что	1	1
87	не только не	9	1
88	мы обратимся к	1	1
89	оно совершается в	1	1
90	то что она	1	1
91	из этих двух	1	1
92	по этому поводу	3	1
93	одной и той	2	1
94	в силу своей	1	1
95	и его значения	2	1
96	друг с другом	2	1
97	том что он	2	1
