N	3gram	Medvedev_F_3	FransuaR
1	в следующей главе	2	6
2	о том что	1	5
3	то же время	7	5
4	в то же	7	5
5	в самом деле	4	4
6	с одной стороны	1	4
7	все то что	1	4
8	в той же	1	4
9	в большинстве случаев	4	4
10	в изобразительных искусствах	1	3
11	на первый план	1	3
12	в этом отношении	3	3
13	о котором мы	1	3
14	до сих пор	1	3
15	с точки зрения	14	2
16	но уже в	2	2
17	в предыдущей главе	1	2
18	в данном случае	4	2
19	и тот же	1	2
20	в одной плоскости	3	2
21	в огромном большинстве	1	2
22	с другой стороны	5	2
23	в том что	3	2
24	и в литературе	1	2
25	в искусстве и	1	2
26	это связано с	1	1
27	огромном большинстве случаев	1	1
28	и того же	1	1
29	а потому что	1	1
30	по отношению к	3	1
31	в точке пересечения	1	1
32	с таким же	2	1
33	другой стороны в	1	1
34	с тем и	1	1
35	ровно ничего не	2	1
36	дело в том	2	1
37	это так же	1	1
38	в настоящее время	1	1
39	и по отношению	1	1
40	и до конца	1	1
41	о том как	2	1
42	один и тот	1	1
43	что же касается	1	1
44	в нем и	2	1
45	в одной из	1	1
46	более того можно	1	1
47	здесь вовсе не	1	1
48	как и все	2	1
49	в лучшем случае	1	1
50	именно в этом	1	1
51	бы в точке	1	1
52	как это утверждает	1	1
53	в неразрывной связи	2	1
54	лишь тогда когда	2	1
55	между тем как	1	1
56	на самом же	2	1
57	из того что	1	1
58	и даже в	1	1
59	искусстве и в	1	1
60	нам в корне	1	1
61	со всех сторон	1	1
62	в корне неверным	1	1
63	говорит о том	1	1
64	вместе с тем	3	1
65	и с помощью	1	1
66	человека и в	1	1
67	до известной степени	2	1
68	поэтому они и	1	1
69	мы полагаем что	1	1
70	сам по себе	1	1
71	но и самый	2	1
72	только то что	2	1
73	и для всех	1	1
74	и тем же	2	1
75	этом отношении чрезвычайно	2	1
76	в конце концов	2	1
77	в литературе как	2	1
78	смысле этого слова	2	1
79	она никогда не	1	1
80	настоящее время в	1	1
81	и в этой	1	1
82	начала и до	1	1
83	в связи с	4	1
84	а не как	1	1
85	если они не	1	1
86	так и от	2	1
87	это значило бы	1	1
88	мы все время	1	1
89	для того чтобы	4	1
90	строится творится и	1	1
91	не может быть	14	1
92	потому что они	1	1
93	одним и тем	2	1
94	мы видели что	2	1
95	не совпадает с	1	1
96	в зависимости от	5	1
97	неразрывной связи с	1	1
98	в значительной степени	1	1
99	в пределе вовсе	1	1
100	к этим вопросам	1	1
101	в языке как	1	1
102	до настоящего времени	1	1
103	мира в этом	1	1
104	не только в	1	1
105	той или иной	1	1
106	но все же	1	1
107	и в романе	1	1
108	можно сказать что	1	1
109	между жизнью и	1	1
110	от всех других	2	1
111	одного и того	1	1
112	с начала и	1	1
113	мы уже указывали	1	1
114	мы еще вернемся	1	1
115	самом же деле	2	1
116	и продолжает жить	1	1
117	таким образом все	1	1
118	одной плоскости и	2	1
