N	2gram	Losev_Dial_3	Literetu
1	а не	26	20
2	и в	24	19
3	может быть	13	17
4	то же	6	12
5	и не	27	11
6	как и	7	10
7	в том	5	10
8	но и	9	10
9	тогда как	1	9
10	в этом	8	9
11	в то	5	9
12	в мире	1	9
13	же время	3	9
14	не может	19	9
15	не только	23	8
16	и даже	13	8
17	с другой	4	8
18	слова и	1	7
19	том что	8	7
20	так и	5	7
21	с одной	3	7
22	то что	14	7
23	и на	3	6
24	в себе	2	6
25	при этом	2	6
26	не менее	11	6
27	себя в	2	6
28	одной стороны	3	6
29	я не	6	5
30	но не	2	5
31	конечном счете	1	5
32	он не	5	5
33	одна из	3	5
34	так в	2	5
35	в конечном	1	5
36	в качестве	1	5
37	у нас	4	5
38	то есть	1	5
39	того что	12	5
40	вместе с	1	5
41	я и	2	4
42	в сфере	1	4
43	но тем	1	4
44	мы не	5	4
45	так что	8	4
46	отнюдь не	10	4
47	едва ли	1	4
48	для него	4	4
49	точки зрения	25	4
50	не в	3	4
51	даже в	1	4
52	в ней	2	4
53	тех кто	1	4
54	в его	2	4
55	каждый из	1	4
56	тем что	3	4
57	прежде всего	8	4
58	в частности	2	4
59	другой стороны	2	4
60	жизни и	5	4
61	что в	7	4
62	речь идет	1	3
63	и то	4	3
64	идет о	1	3
65	в сущности	10	3
66	как я	2	3
67	и он	2	3
68	во всех	1	3
69	как к	1	3
70	право на	1	3
71	то и	3	3
72	в нем	3	3
73	но лишь	1	3
74	перестает быть	2	3
75	такой же	1	3
76	в их	2	3
77	с точки	14	3
78	тем самым	3	3
79	вплоть до	1	3
80	никогда не	7	3
81	ничего не	17	3
82	сознания в	2	3
83	и его	5	3
84	личности в	2	3
85	данном случае	1	3
86	в себя	1	3
87	не с	1	3
88	и с	6	3
89	быть может	3	3
90	но с	1	3
91	а в	2	3
92	так как	6	3
93	себе и	1	3
94	этом отношении	1	3
95	со стороны	2	3
96	и жизни	6	3
97	в данном	2	3
98	а именно	2	3
99	по существу	2	3
100	мыслится как	1	3
101	но это	5	3
102	в культуре	1	3
103	и для	2	3
104	на свою	1	3
105	и как	8	3
106	что он	13	3
107	о себе	2	3
108	как на	5	3
109	себя как	3	2
110	ту же	1	2
111	и т	24	2
112	же как	2	2
113	и за	1	2
114	той же	3	2
115	на первом	1	2
116	зависимость от	1	2
117	на себя	3	2
118	с ее	1	2
119	из того	2	2
120	в каждой	1	2
121	но как	2	2
122	есть по	1	2
123	в истории	4	2
124	все же	3	2
125	и наконец	1	2
126	и к	5	2
127	но в	2	2
128	то в	2	2
129	со своей	1	2
130	и сам	1	2
131	подобно тому	4	2
132	на этом	2	2
133	одно и	5	2
134	в них	5	2
135	нет в	1	2
136	все равно	2	2
137	с этой	5	2
138	он и	3	2
139	как бы	3	2
140	в такой	1	2
141	и без	3	2
142	не к	1	2
143	по преимуществу	1	2
144	свое существование	1	2
145	одном из	1	2
146	что было	1	2
147	тем не	10	2
148	по крайней	5	2
149	то с	1	2
150	в основе	3	2
151	для кого	1	2
152	но только	4	2
153	не вполне	2	2
154	перед ним	1	2
155	бытия не	1	2
156	уже о	2	2
157	могут быть	2	2
158	даже и	7	2
159	все еще	2	2
160	для того	3	2
161	для себя	2	2
162	в виду	7	2
163	говоря уже	2	2
164	не могу	1	2
165	в ее	1	2
166	то как	2	2
167	еще не	2	2
168	для этого	2	2
169	о том	6	2
170	и что	15	2
171	для нас	2	2
172	а потому	1	2
173	и только	6	2
174	крайней мере	5	2
175	не более	1	2
176	не надо	3	2
177	в него	1	2
178	было бы	5	2
179	тот же	1	2
180	одной из	1	2
181	друг друга	3	2
182	потому что	7	2
183	уже не	5	2
184	ни было	1	2
185	из них	3	2
186	был бы	1	2
187	одно из	5	2
