N	3gram	Losev_Vlad_3	Narrotol
1	в том что	10	8
2	в данном случае	2	6
3	не только в	1	6
4	в отличие от	3	5
5	с одной стороны	3	5
6	о том что	8	4
7	к тому же	5	4
8	тем не менее	9	4
9	в этом отношении	2	3
10	в известном смысле	1	3
11	той или иной	1	3
12	то же время	2	3
13	в то же	3	3
14	к тому что	2	3
15	с точки зрения	6	2
16	именно то что	1	2
17	у нас нет	1	2
18	точно так же	4	2
19	только эти два	1	2
20	так же как	2	2
21	при всей своей	1	2
22	не только не	1	2
23	и такого рода	2	2
24	не может быть	6	2
25	все то что	1	2
26	по разным причинам	1	1
27	что иное как	1	1
28	не может не	1	1
29	одной стороны и	2	1
30	в нашем сознании	1	1
31	ради того чтобы	1	1
32	и в жизни	1	1
33	иметь в виду	2	1
34	поскольку он не	1	1
35	смысле как мы	1	1
36	да и не	1	1
37	более или менее	5	1
38	начинается с того	1	1
39	в этом последнем	1	1
40	в самом деле	1	1
41	в этом смысле	3	1
42	свидетельствует о том	2	1
43	то же самое	1	1
44	как об этом	1	1
45	как раз и	5	1
46	в таком случае	2	1
47	и в то	2	1
48	он говорит о	1	1
49	в строгом смысле	1	1
50	не может иметь	1	1
51	можно было бы	1	1
52	а с другой	2	1
53	не природа в	1	1
54	том смысле как	1	1
55	в противном случае	1	1
56	до сих пор	1	1
57	она тем что	1	1
58	так или иначе	2	1
59	не могло быть	1	1
60	так а не	1	1
61	то время как	2	1
62	а не только	2	1
63	далеко не всегда	1	1
64	однако и здесь	1	1
65	мы никак не	1	1
66	если бы эти	1	1
67	не столько самой	1	1
68	а не иначе	1	1
69	а также и	6	1
70	и потому не	1	1
71	всю свою жизнь	1	1
72	в связи с	2	1
73	то что он	1	1
74	и что в	1	1
75	никак не можем	1	1
76	только к нему	1	1
77	во всяком случае	3	1
78	на эту тему	1	1
79	в другом и	1	1
80	этой точки зрения	1	1
81	не может существовать	1	1
82	но в конце	1	1
83	не впадая в	1	1
84	в то время	4	1
85	с этой точки	1	1
86	жизни а не	1	1
87	собственно говоря и	1	1
88	в основе своей	1	1
89	и в юности	1	1
90	но и не	1	1
91	без опоры на	1	1
92	в том смысле	1	1
93	не что иное	1	1
94	возможна только в	1	1
95	в конце жизни	3	1
96	в нашей памяти	1	1
97	для того чтобы	1	1
98	тех кто не	1	1
99	в каждой из	1	1
