N	2gram	Tiupa_Lite_1	Myshleni
1	и в	8	28
2	в том	16	28
3	то что	10	28
4	в этом	12	27
5	того что	6	24
6	потому что	3	22
7	том что	14	19
8	не может	5	19
9	таким образом	3	18
10	что он	5	18
11	только в	8	18
12	в силу	4	17
13	что в	3	17
14	не только	24	16
15	точки зрения	6	13
16	может быть	13	13
17	сказать что	1	13
18	в сфере	3	12
19	и не	12	11
20	как бы	7	11
21	но не	4	10
22	по отношению	3	10
23	с точки	2	10
24	в отношении	1	10
25	к тому	2	10
26	как мы	1	10
27	так как	1	10
28	но и	17	10
29	отношению к	2	10
30	могли бы	1	9
31	было бы	2	9
32	мы можем	1	9
33	в самом	3	8
34	тем самым	5	8
35	никогда не	4	8
36	тем что	2	8
37	еще не	4	8
38	как известно	1	7
39	того же	2	7
40	то же	5	7
41	в сущности	2	7
42	отношение к	1	7
43	в своем	11	7
44	в которой	1	7
45	с самого	1	7
46	он не	1	7
47	в нем	2	7
48	самого начала	1	7
49	можно было	2	7
50	если бы	1	7
51	и других	1	7
52	мышления и	2	7
53	вместе с	1	7
54	между ними	1	7
55	же как	1	6
56	мы не	1	6
57	в чем	1	6
58	и как	1	6
59	как и	6	6
60	для него	2	6
61	к предмету	1	6
62	не имеет	1	6
63	тогда когда	1	6
64	приводит к	3	6
65	так и	4	6
66	и что	1	6
67	можно сказать	1	6
68	его в	3	6
69	как раз	4	6
70	в области	3	6
71	в то	5	6
72	том же	3	5
73	показать что	1	5
74	в зависимости	1	5
75	вопрос о	1	5
76	из того	2	5
77	зависимости от	1	5
78	и на	1	5
79	но в	3	5
80	то в	1	5
81	в этой	4	5
82	и тем	4	5
83	с тем	1	5
84	не могли	1	5
85	с другом	1	5
86	могут быть	2	5
87	в пределах	3	5
88	это не	4	5
89	и развитием	1	5
90	и все	1	5
91	и развитие	1	4
92	например в	3	4
93	и то	2	4
94	к другому	1	4
95	отношения между	2	4
96	той же	3	4
97	мы имеем	1	4
98	я не	7	4
99	во всех	1	4
100	относится к	2	4
101	в одной	1	4
102	в той	1	4
103	целый ряд	1	4
