N	2gram	Tiupa_Hudo_1	formyVre
1	и в	14	50
2	в романе	1	32
3	в этом	11	25
4	в нем	3	24
5	человека в	6	17
6	и его	5	16
7	в литературе	3	16
8	прежде всего	11	15
9	как мы	3	14
10	и не	2	14
11	в его	8	13
12	вовсе не	1	13
13	как раз	4	13
14	так и	13	12
15	человека и	1	11
16	то же	9	11
17	мы уже	4	11
18	может быть	5	11
19	и как	1	10
20	но в	5	10
21	времени и	1	10
22	с его	5	9
23	все эти	3	9
24	роль в	1	9
25	не только	12	9
26	в то	8	9
27	ничего не	8	9
28	же время	8	9
29	в том	12	9
30	в конце	4	9
31	в особенности	1	9
32	и др	1	9
33	и т	11	8
34	и на	3	8
35	в самом	4	8
36	ни в	5	8
37	т п	8	8
38	жизни в	6	8
39	его жизни	2	8
40	но и	5	8
41	как и	9	8
42	жизни и	5	8
43	это время	1	7
44	так сказать	2	7
45	характер и	2	7
46	для себя	3	7
47	не было	4	7
48	героя и	5	7
49	например в	2	6
50	время в	1	6
51	во всех	1	6
52	как в	8	6
53	с этим	3	6
54	все же	3	6
55	лишь в	3	6
56	это не	7	6
57	и того	1	6
58	в их	2	6
59	так как	1	6
60	с ее	2	6
61	в ее	3	6
62	в дальнейшем	1	6
63	связи с	4	6
64	в жизни	1	6
65	у него	9	6
66	то что	8	6
67	человеческой жизни	4	6
68	в частности	5	6
69	не может	7	6
70	в результате	2	6
71	и все	4	6
72	отношению к	8	5
73	и до	1	5
74	еще не	7	5
75	но не	3	5
76	отнюдь не	3	5
77	и у	1	5
78	не в	7	5
79	он не	4	5
80	всех этих	1	5
81	в основе	1	5
82	того чтобы	3	5
83	точки зрения	5	5
84	не могло	1	5
85	могут быть	1	5
86	но все	1	5
87	в пределах	3	5
88	в образе	1	5
89	если бы	3	5
90	романа в	3	5
91	образе человека	1	5
92	в пространстве	1	5
93	в связи	3	5
94	и героини	1	5
95	что в	6	5
96	и другие	1	5
97	и то	1	4
98	и это	4	4
99	в ней	4	4
100	для других	2	4
101	в своем	4	4
102	раз в	2	4
103	но на	1	4
104	и с	4	4
105	том что	16	4
106	не имеет	2	4
107	потому что	5	4
108	к себе	5	4
109	жизни героев	1	4
110	здесь не	2	4
111	было и	1	4
112	жизнь и	1	4
113	или как	1	4
114	только в	5	4
115	между этими	1	4
116	характерно что	1	4
117	и т.п	1	4
118	влияние на	2	4
119	до конца	2	4
120	на этой	1	4
121	нет ничего	2	4
122	своей жизни	2	4
123	все это	2	4
124	и для	3	4
125	судьбы и	1	4
126	себе самому	3	4
127	по преимуществу	3	3
128	не имеют	3	3
129	а как	1	3
130	мы не	2	3
131	в сущности	1	3
132	событий и	1	3
133	в виду	1	3
134	по отношению	8	3
135	себе и	2	3
136	к концу	1	3
137	хотя и	2	3
138	со своей	1	3
139	в себе	11	3
140	его но	1	3
141	в определенном	1	3
142	при этом	12	3
143	вообще не	1	3
144	его в	3	3
145	входит в	1	3
146	характер не	1	3
147	здесь нет	1	3
148	для них	1	3
149	и уже	1	3
150	в этих	5	3
151	в отношении	1	3
152	характер это	1	3
153	их в	1	3
154	но они	1	3
155	этими двумя	1	3
156	друг друга	5	3
157	чем не	1	3
158	жизни не	1	3
159	чужой жизни	2	3
160	уже говорили	1	3
161	этом отношении	3	3
162	не могут	1	3
163	к тому	7	3
164	такие моменты	1	3
165	формы и	1	3
166	все его	1	3
167	нас в	1	3
168	нем не	1	3
169	романа как	1	3
170	в форме	2	3
171	один из	4	3
172	романа и	1	3
173	одной из	2	3
174	поэтому и	2	3
175	во времени	1	3
176	и ее	1	3
177	с одной	1	3
178	в качестве	9	3
179	только на	2	3
180	же в	3	3
181	в начале	2	3
182	одно из	1	3
183	в одном	1	3
184	до сих	2	3
185	с мотивом	1	3
186	именно в	7	3
187	мы еще	1	3
188	себя и	2	3
189	что не	2	3
190	с тем	1	3
191	быть только	1	3
192	а не	12	3
193	человек в	2	3
194	на фоне	2	3
195	и потому	2	3
196	подхода к	1	3
197	да и	2	3
198	сих пор	2	3
199	своей собственной	2	3
200	совершенно иной	2	3
201	оказались бы	1	3
202	ни к	2	3
203	а в	7	3
204	не знает	2	3
205	сказать что	1	3
206	они не	2	3
207	в таком	3	3
208	во всяком	1	3
209	смысле слова	1	2
210	также и	1	2
211	же как	2	2
212	тех же	1	2
213	к своей	1	2
214	всего это	1	2
215	к другому	4	2
216	той же	2	2
217	их и	1	2
218	вопрос о	2	2
219	имеется и	1	2
220	но она	1	2
221	принадлежит к	1	2
222	же что	1	2
223	на них	1	2
224	в широком	1	2
225	в чем	1	2
226	совсем не	1	2
227	а только	4	2
228	происходит в	1	2
229	нет и	1	2
230	в центре	4	2
231	же и	1	2
232	стороны и	1	2
233	встречи с	1	2
234	внутренняя жизнь	1	2
235	не являются	1	2
236	и к	4	2
237	от этого	1	2
238	в этот	1	2
239	в целом	2	2
240	как бы	7	2
241	жизни которые	1	2
242	как он	2	2
243	не как	1	2
244	бы вовсе	1	2
245	характер в	2	2
246	уже не	7	2
247	его от	1	2
248	и по	3	2
249	что все	1	2
250	об этом	5	2
251	ясно что	2	2
252	было бы	6	2
253	бы совершенно	1	2
254	из нее	1	2
255	рядом с	1	2
256	жизни то	1	2
257	автора и	2	2
258	и всей	1	2
259	места в	1	2
260	для него	10	2
261	в своей	10	2
262	он должен	1	2
263	с точки	3	2
264	место в	1	2
265	в отличие	1	2
266	в которых	1	2
267	герои в	1	2
268	точку зрения	1	2
269	но он	3	2
270	друг другу	1	2
271	есть именно	1	2
272	по себе	2	2
273	раз и	1	2
274	самого начала	1	2
275	дело в	1	2
276	никогда не	6	2
277	того и	1	2
278	в самой	1	2
279	в трагедии	1	2
280	как по	2	2
281	с самого	1	2
282	отсюда и	2	2
283	во многом	1	2
284	с ним	4	2
285	а также	3	2
286	в значительной	2	2
287	на основе	2	2
288	собственной жизни	1	2
289	во втором	1	2
290	там где	1	2
291	того что	4	2
292	в стороне	1	2
293	есть в	1	2
294	уже в	1	2
295	в данной	2	2
296	его и	1	2
297	ни с	1	2
298	характер но	1	2
299	отношение к	1	2
300	не о	2	2
301	отличие от	1	2
302	жизни на	2	2
303	тем что	3	2
304	и даже	3	2
305	даже не	1	2
306	о своей	2	2
307	с другой	1	2
308	и тех	1	2
309	далеко не	1	2
310	еще и	1	2
311	одних и	1	2
312	соответствии с	1	2
313	одной стороны	1	2
314	и стал	1	2
315	жизнь в	1	2
316	что мы	1	2
317	вступает в	1	2
318	его на	1	2
319	неотделимо от	1	2
320	к своему	2	2
321	в данном	1	2
322	к жизни	5	2
323	в романах	1	2
324	в это	2	2
325	характера в	3	2
326	но для	1	2
327	одна из	2	2
328	уже на	1	2
329	как она	2	2
330	для нас	1	2
331	мы должны	1	2
332	хотя бы	1	2
333	она же	1	2
334	или не	3	2
335	личности и	2	2
336	в свою	1	2
337	время не	1	2
338	в которой	1	2
339	и эта	1	2
340	можно назвать	1	2
341	я и	2	1
342	начинается с	2	1
343	связана с	1	1
344	и подробно	1	1
345	случайно в	2	1
346	идет о	3	1
347	ему что	1	1
348	жизни есть	1	1
349	его же	1	1
350	п все	1	1
351	жизни ее	1	1
352	он всегда	1	1
353	высшей степени	1	1
354	и за	1	1
355	по его	1	1
356	обычно выступает	1	1
357	и конечно	1	1
358	для своего	2	1
359	бы в	1	1
360	и неуместное	1	1
361	все последующее	1	1
362	именно к	1	1
363	он действует	1	1
364	само слово	1	1
365	как во	1	1
366	на себе	2	1
367	с детства	1	1
368	я не	1	1
369	непосредственное отношение	1	1
370	что можно	1	1
371	и он	5	1
372	в xix	1	1
373	их жизнь	1	1
374	он сам	1	1
375	самом деле	5	1
376	данном случае	1	1
377	жанров на	1	1
378	но как	2	1
379	явлений и	1	1
380	этого мотива	1	1
381	характер этот	1	1
382	свою жизнь	1	1
383	есть по	1	1
384	и чужой	1	1
385	тому времени	1	1
386	в свои	1	1
387	внешних и	1	1
388	же мало	2	1
389	и я	1	1
390	и поэтому	2	1
391	человеческого бытия	3	1
392	о жизни	1	1
393	это был	1	1
394	что касается	1	1
395	однако не	1	1
396	перед нами	5	1
397	переживания и	1	1
398	в полном	1	1
399	по пути	1	1
400	а перед	1	1
401	литературы в	1	1
402	та же	4	1
403	из жизни	1	1
404	время это	1	1
405	бы не	1	1
406	из этих	1	1
407	где все	1	1
408	в этой	8	1
409	частности с	1	1
410	и тот	1	1
411	на то	4	1
412	не могла	1	1
413	не следует	2	1
414	оно было	2	1
415	не случай	1	1
416	к герою	1	1
417	о которой	1	1
418	различные формы	1	1
419	что еще	1	1
420	именно этим	2	1
421	в плане	1	1
422	не бывает	2	1
423	значительной степени	2	1
424	жизнь которая	1	1
425	главным образом	1	1
426	в мире	3	1
427	в предыдущем	1	1
428	для своей	1	1
429	особенно в	2	1
430	вместе со	1	1
431	уже знаем	2	1
432	момент при	1	1
433	всю его	1	1
434	ближе к	2	1
435	на полноту	1	1
436	на свои	1	1
437	в высшей	1	1
438	в самую	1	1
439	героини в	1	1
440	которой он	1	1
441	или три	1	1
442	жизни понимание	1	1
443	должно быть	2	1
444	лучше всего	1	1
445	таким же	1	1
446	громадной важности	1	1
447	существенные их	1	1
448	всяком случае	1	1
449	на месте	1	1
450	эта жизнь	1	1
451	не столько	2	1
452	в первый	2	1
453	они уже	1	1
454	своего рода	7	1
455	и другого	1	1
456	и море	3	1
457	и внутренних	1	1
458	черты характера	1	1
459	другом и	1	1
460	и более	1	1
461	героев не	1	1
462	с такими	2	1
463	не должно	1	1
464	что этот	1	1
465	мере и	1	1
466	для нее	2	1
467	возвращается к	3	1
468	человека но	1	1
469	из которых	1	1
470	на три	1	1
471	вплоть до	1	1
472	человека есть	1	1
473	до известной	1	1
474	она не	4	1
475	иной раз	1	1
476	как о	1	1
477	определенности и	1	1
478	нас и	1	1
479	как его	3	1
480	например что	1	1
481	не вызывает	1	1
482	и имеет	1	1
483	та или	3	1
484	находится в	1	1
485	что их	1	1
486	своей природе	2	1
487	по своей	4	1
488	значения например	1	1
489	жизни как	2	1
490	другой тип	1	1
491	от конкретных	1	1
492	с другом	1	1
493	бытия как	1	1
494	или только	1	1
495	к отдельным	1	1
496	xx века	1	1
497	поэтому не	1	1
498	теперь когда	1	1
499	про себя	2	1
500	я сам	1	1
501	всего в	1	1
502	что оно	1	1
503	для его	1	1
504	всегда есть	1	1
505	жанров и	1	1
506	где впервые	1	1
507	приходит к	1	1
508	не делает	1	1
509	свою очередь	1	1
510	в себя	2	1
511	так в	2	1
512	приводит к	3	1
513	на том	2	1
514	в другом	2	1
515	из всего	1	1
516	живет в	2	1
517	ориентировано на	1	1
518	в последующих	1	1
519	и каждый	2	1
520	этой жизни	1	1
521	но здесь	1	1
522	тех кто	2	1
523	и т.д	1	1
524	о том	12	1
525	внимание на	2	1
526	жизненное положение	1	1
527	не перед	1	1
528	начинается и	2	1
529	в новелле	1	1
530	и своей	1	1
531	все в	1	1
532	жизнь героев	1	1
533	он его	1	1
534	античной трагедии	1	1
535	всего на	1	1
536	или иная	3	1
537	путь к	1	1
538	когда оно	1	1
539	на одном	1	1
540	сюда же	1	1
541	и только	1	1
542	тотчас же	1	1
543	наконец в	1	1
544	в античной	1	1
545	века и	1	1
546	также в	2	1
547	на всю	1	1
548	вся жизнь	2	1
549	в него	2	1
550	жизни его	1	1
551	героини и	1	1
552	и дело	2	1
553	тот же	1	1
554	художественное единство	1	1
555	что он	9	1
556	его жизнь	2	1
557	это очень	1	1
558	их не	1	1
559	человека с	1	1
560	себя в	4	1
561	так что	2	1
562	переходит в	1	1
563	проникнуть в	2	1
564	обратимся в	1	1
565	и солнце	1	1
566	решающее значение	1	1
567	и они	1	1
568	поэтому же	1	1
569	за пределами	1	1
570	этот момент	2	1
571	является не	1	1
572	или даже	1	1
573	из них	4	1
574	человека на	1	1
575	к содержанию	1	1
576	с совершенно	1	1
577	событий но	1	1
578	могло бы	1	1
579	и жизненной	1	1
580	сами по	1	1
581	в бытовой	2	1
582	произведения и	1	1
583	при всей	2	1
584	бытия и	4	1
585	широты и	1	1
586	но уже	1	1
587	но вероятно	1	1
588	отдельного человека	1	1
589	тут же	1	1
590	которой нет	1	1
591	ее на	1	1
592	герой и	1	1
593	них и	1	1
594	где в	1	1
595	же каким	1	1
596	с другим	2	1
597	и нельзя	1	1
598	действующих лиц	2	1
599	тот момент	2	1
600	говорит о	1	1
601	противоречие между	1	1
602	к человеку	1	1
603	то и	3	1
604	и своего	1	1
605	не на	1	1
606	имеет к	1	1
607	и внутренне	1	1
608	о чем	1	1
609	этим и	1	1
610	его характер	2	1
611	их самих	1	1
612	себя на	1	1
613	между собою	1	1
614	характер здесь	1	1
615	свою судьбу	1	1
616	почти ничего	1	1
617	наше внимание	2	1
618	в иных	1	1
619	единого слова	1	1
620	по своему	3	1
621	и вот	1	1
622	я так	1	1
623	она есть	1	1
624	когда мы	1	1
625	в последнем	1	1
626	работы о	1	1
627	характером но	1	1
628	в ряду	1	1
629	друг с	1	1
630	человек с	1	1
631	и целостности	1	1
632	который он	1	1
633	каждой отдельной	1	1
634	дело здесь	2	1
635	и смерти	3	1
636	лишь то	1	1
637	судьбы то	1	1
638	с любовью	1	1
639	между прочим	1	1
640	ведь и	1	1
641	стороне от	1	1
642	здесь прежде	1	1
643	последующее развитие	1	1
644	к другим	1	1
645	роман но	1	1
646	известной степени	1	1
647	тип в	1	1
648	и от	4	1
649	самим героем	1	1
650	узком смысле	1	1
651	которого они	1	1
652	и пространстве	1	1
653	в отдельных	1	1
654	за рубежом	1	1
655	в данное	1	1
656	на первый	1	1
657	от него	3	1
658	не более	1	1
659	тем более	1	1
660	еще придется	1	1
661	ни единого	2	1
662	у которого	1	1
663	самому и	1	1
664	человека не	2	1
665	здесь даже	1	1
666	человека характер	1	1
667	он видит	1	1
668	с ними	2	1
