N	2gram	Bakhtin_Pr_1	VeschiIm
1	не есть	6	49
2	не может	27	33
3	не только	9	31
4	может быть	26	29
5	и не	42	28
6	и в	38	26
7	то что	8	24
8	и есть	2	23
9	и т	14	21
10	т д	1	20
11	а не	5	20
12	не просто	1	18
13	есть только	2	17
14	и следовательно	1	15
15	в смысле	1	15
16	только в	13	14
17	по себе	1	13
18	и что	2	13
19	того что	2	13
20	есть не	2	12
21	все же	6	12
22	вещи но	1	12
23	в себя	2	12
24	что это	2	12
25	было бы	8	12
26	и ее	2	12
27	но и	9	12
28	сказать что	4	12
29	таким образом	10	11
30	то же	5	10
31	в ней	4	10
32	как бы	22	10
33	вещь есть	1	10
34	уже не	1	10
35	что мы	1	10
36	бы то	3	9
37	в самом	7	9
38	то ни	3	9
39	и с	17	9
40	в том	8	9
41	что не	4	9
42	прежде всего	13	9
43	ни было	3	9
44	что иное	1	8
45	с ее	1	8
46	иное как	1	8
47	в себе	4	8
48	на то	2	8
49	и это	3	8
50	ничего не	6	8
51	себя и	3	8
52	она есть	1	8
53	но это	3	8
54	не что	1	8
55	также и	3	7
56	говорить о	3	7
57	вещи это	1	7
58	в этом	15	7
59	его в	9	7
60	с другими	3	7
61	том что	3	7
62	в то	4	7
63	со своим	1	7
64	ли это	1	7
65	что оно	2	7
66	как с	1	7
67	себя в	2	7
68	и пр	2	7
69	смысла и	1	7
70	если оно	1	7
71	совершенно не	7	7
72	есть и	1	7
73	и как	8	6
74	но в	4	6
75	есть ли	1	6
76	бы и	1	6
77	что является	1	6
78	точки зрения	8	6
79	но если	1	6
80	с ним	5	6
81	ее не	1	6
82	она не	2	6
83	отличается от	2	6
84	можно было	4	6
85	ясно что	3	6
86	должно быть	5	6
87	и только	4	6
88	есть ни	1	6
89	ни с	2	6
90	для него	1	6
91	но что	1	6
92	относится к	4	6
93	быть только	5	6
94	в результате	1	6
95	жизни и	1	6
96	что в	7	6
97	это и	1	5
98	на себя	1	5
99	в чем	2	5
100	но не	12	5
101	отнюдь не	19	5
102	как к	2	5
103	должна быть	4	5
104	вообще не	7	5
105	это не	5	5
106	с тем	1	5
107	не в	7	5
108	тем не	3	5
109	не менее	4	5
110	одна из	2	5
111	у нас	2	5
112	свою очередь	1	5
113	в ее	4	5
114	должны быть	4	5
115	если бы	3	5
116	другими словами	2	5
117	еще не	7	5
118	звук и	1	5
119	ни от	1	5
120	и для	11	5
121	а в	6	5
122	в свою	2	5
123	так чтобы	1	4
124	я не	2	4
125	в их	10	4
126	во всех	11	4
127	как таковая	1	4
128	точка зрения	3	4
129	нет и	3	4
130	независимо от	13	4
131	в своем	5	4
132	есть вещь	1	4
133	и мы	1	4
134	на почве	3	4
135	в природу	1	4
136	как и	7	4
137	с точки	6	4
138	и более	2	4
139	что есть	1	4
140	можно ли	1	4
141	слово и	2	4
142	же время	3	4
143	должен быть	2	4
144	и о	5	4
145	то или	2	4
146	быть просто	1	4
147	смысле и	1	4
148	о том	4	4
149	с другой	7	4
150	что и	2	4
151	быть и	1	4
152	этот вопрос	1	4
153	из них	1	4
154	бытия и	1	4
155	так то	1	4
156	тем что	2	4
157	и даже	3	4
158	и потому	4	4
159	мы говорим	1	4
160	в данном	4	4
161	быть не	1	4
162	как только	3	4
163	не существует	1	4
164	и все	3	4
165	от ее	2	4
166	о сущности	2	4
167	между ними	4	4
168	оно не	3	4
169	есть то	1	4
170	себя как	5	3
171	самом деле	6	3
172	в чисто	1	3
173	к другому	1	3
174	отношения к	6	3
175	мы имеем	2	3
176	бы что	1	3
177	вопрос о	1	3
178	собою и	1	3
179	момент в	1	3
180	себе самой	1	3
181	только явление	1	3
182	себе не	2	3
183	и как-то	1	3
184	вопроса о	3	3
185	как оно	1	3
186	в нем	15	3
187	перестает быть	4	3
188	подобно тому	1	3
189	на этом	2	3
190	могла бы	1	3
191	было в	1	3
192	вещь может	1	3
193	несмотря на	3	3
194	нисколько не	1	3
195	можно только	6	3
196	в своей	7	3
197	все это	3	3
198	есть именно	1	3
199	вбирает в	1	3
200	как можно	1	3
201	как о	1	3
202	в основе	5	3
203	того чтобы	2	3
204	или как	3	3
205	ему не	1	3
206	в философии	1	3
207	к себе	2	3
208	к тому	1	3
209	можно и	2	3
210	без всякого	1	3
211	так и	5	3
212	вещь как	1	3
213	и вообще	2	3
214	о ней	1	3
215	можно сказать	2	3
216	конечно можно	2	3
217	что он	2	3
218	но как	2	3
219	только на	1	3
