N	3gram	Vygotskiy__2	DiskursI
1	в том что	21	13
2	по отношению к	5	9
3	с одной стороны	7	9
4	о том что	4	5
5	в отличие от	3	4
6	к тому же	1	4
7	и т.п но	1	3
8	а с другой	4	3
9	не в том	1	3
10	той или иной	1	3
11	не может быть	6	3
12	с другой стороны	1	3
13	по своей природе	1	2
14	по себе не	1	2
15	том что в	2	2
16	подобно тому как	2	2
17	в том числе	3	2
18	то же самое	2	2
19	одной стороны и	2	2
20	тот или иной	1	2
21	сами по себе	1	2
22	том числе и	3	2
23	в данном случае	3	2
24	в том чтобы	4	2
25	могла бы быть	1	2
26	состоит в том	3	2
27	в частности в	1	2
28	более или менее	2	2
29	по сути дела	1	2
30	можно сказать что	1	2
31	только в том	1	2
32	на том что	2	1
33	а не за	1	1
34	и вообще в	1	1
35	показать на примере	1	1
36	прежде всего как	1	1
37	дело в том	1	1
38	на самом деле	2	1
39	в этом последнем	1	1
40	в этом смысле	2	1
41	к которому он	1	1
42	о том как	1	1
43	он не может	1	1
44	в этом пункте	2	1
45	которое несмотря на	1	1
46	с точки зрения	18	1
47	том что всякое	1	1
48	до сих пор	1	1
49	как и все	1	1
50	том случае если	1	1
51	хотя бы и	2	1
52	сам по себе	1	1
53	что он не	2	1
54	только то что	1	1
55	а по своей	1	1
56	из того что	4	1
57	и речевой деятельности	1	1
58	что в них	1	1
59	в целом и	1	1
60	как мы видели	1	1
61	к себе и	1	1
62	и мн др	1	1
63	представляет собой не	1	1
64	и потому что	1	1
65	в известном смысле	1	1
66	к которому мы	1	1
67	в том случае	1	1
68	как и вообще	1	1
69	что представляет собой	1	1
70	в связи с	6	1
71	том что он	1	1
72	на определенной стадии	1	1
73	во всяком случае	6	1
74	в свое время	1	1
75	в этом отношении	3	1
76	не только его	1	1
77	с самого начала	1	1
78	легко заметить что	2	1
79	в конечном счете	4	1
80	и тем более	1	1
81	той ситуации в	1	1
82	при этом он	1	1
83	заключается в том	7	1
84	речь идет о	2	1
85	несмотря на все	1	1
86	или во всяком	2	1
87	на то что	6	1
88	в том и	1	1
89	дело не в	1	1
90	или не хочет	1	1
91	как и в	1	1
92	ситуации в которой	1	1
