N	3gram	Vinokur_St_3	Formalny
1	не может быть	5	10
2	в связи с	3	10
3	и т п	6	9
4	с точки зрения	4	7
5	в этом отношении	4	7
6	в самом деле	1	5
7	и в этом	2	5
8	с тем что	3	5
9	то же время	3	5
10	в то же	3	5
11	во всяком случае	4	5
12	и т д	2	5
13	вместе с тем	1	4
14	как мы видели	1	4
15	и пр но	1	3
16	можно и должно	1	3
17	на самом деле	1	3
18	сам по себе	1	3
19	но и в	2	3
20	в своей статье	1	3
21	не в том	3	3
22	в том смысле	2	3
23	с другой стороны	4	3
24	связи с этим	1	3
25	для того чтобы	1	3
26	прежде всего в	3	2
27	в этом смысле	4	2
28	не было и	1	2
29	в этой статье	2	2
30	бы совершенно иной	1	2
31	в применении к	1	2
32	в конце концов	3	2
33	смысле что он	1	2
34	т е как	1	2
35	была бы совершенно	1	2
36	с самого начала	2	2
37	но все же	2	2
38	к тому что	2	2
39	в предисловии к	2	2
40	том смысле что	1	2
41	в том что	11	2
42	и не в	2	2
43	и в конце	1	1
44	русского литературного языка	1	1
45	как например в	4	1
46	что же касается	1	1
47	иметь в виду	1	1
48	пришли к нему	1	1
49	нас не было	1	1
50	более или менее	1	1
51	которая не была	1	1
52	не говоря уже	1	1
53	и др но	2	1
54	и в некоторых	1	1
55	а тем чем	1	1
56	он не может	1	1
57	с одной стороны	2	1
58	в одной из	1	1
59	что он уже	1	1
60	до сих пор	2	1
61	смысле в каком	1	1
62	говоря уже о	1	1
63	и в других	1	1
64	предисловии к своей	1	1
65	является одним из	1	1
66	языка с языком	1	1
67	важным этапом в	1	1
68	во всех этих	2	1
69	это не так	2	1
70	в собственном смысле	1	1
71	что если бы	2	1
72	одной из своих	1	1
73	по крайней мере	4	1
74	и в этих	2	1
75	в этой области	2	1
76	в том чтобы	2	1
77	на эти вопросы	1	1
78	тем что он	2	1
79	к вопросу о	1	1
80	на русской почве	1	1
81	что именно так	1	1
82	можно сказать так	1	1
83	прежде всего необходимо	1	1
84	так или иначе	1	1
85	в такой же	1	1
86	то что он	1	1
87	укладывается в рамки	1	1
88	и сам он	1	1
89	все более и	2	1
90	является не только	1	1
91	том смысле в	1	1
92	у нас не	1	1
93	тем что в	2	1
94	язык по преимуществу	1	1
95	к отказу от	1	1
96	и во всяком	1	1
97	таким образом в	1	1
98	и пр в	2	1
99	его отношение к	1	1
100	в свою очередь	1	1
101	собственном смысле этого	1	1
102	они представляют собою	1	1
103	т п в	1	1
104	более и более	2	1
105	то только в	1	1
106	то возможно и	1	1
107	мы имеем в	2	1
108	в известной степени	1	1
109	совершенно очевидно что	1	1
110	по этому поводу	2	1
111	тем не менее	2	1
112	вовсе не является	1	1
113	что в годы	1	1
114	а не в	1	1
115	отметить что в	1	1
