N	2gram	Propp_Isto_3	KulturaY
1	и т	16	54
2	т е	16	32
3	и в	22	23
4	точки зрения	2	23
5	в том	9	22
6	не только	14	17
7	в этом	17	16
8	было бы	3	16
9	с точки	1	16
10	самом деле	1	14
11	может быть	11	14
12	что в	15	13
13	не менее	5	12
14	потому что	3	12
15	вопрос о	2	11
16	том что	8	11
17	можно было	1	11
18	в его	3	11
19	того что	5	11
20	а не	6	11
21	у нас	4	10
22	и не	12	10
23	еще не	10	9
24	таким образом	10	9
25	тем не	5	9
26	хотя бы	1	9
27	так как	7	9
28	прежде всего	3	9
29	т д	15	8
30	если бы	6	8
31	уже не	7	8
32	до сих	5	8
33	сих пор	5	8
34	между прочим	3	8
35	как на	1	8
36	как это	4	7
37	все эти	4	7
38	того как	1	7
39	и что	2	7
40	с другой	7	7
41	на фоне	1	7
42	в данном	4	7
43	сказать что	3	7
44	то же	6	6
45	в силу	2	6
46	только в	4	6
47	так и	2	6
48	при этом	2	6
49	и тем	1	6
50	с тем	2	6
51	ничего не	6	6
52	связи с	6	6
53	не может	4	6
54	могут быть	5	6
55	по себе	1	6
56	о том	3	6
57	после того	2	6
58	что и	9	6
59	тот же	1	6
60	что он	9	6
61	для этого	1	6
62	также и	1	5
63	и есть	2	5
64	как мы	8	5
65	я не	3	5
66	в чем	3	5
67	уже выше	2	5
68	независимо от	2	5
69	все же	5	5
70	хотя и	2	5
71	из этих	3	5
72	как бы	1	5
73	что она	5	5
74	как и	3	5
75	здесь можно	6	5
76	не в	4	5
77	вовсе не	2	5
78	от того	1	5
79	и должно	1	5
80	тем что	4	5
81	далеко не	3	5
82	на которых	1	5
83	в связи	3	5
84	что же	1	5
85	не будем	3	5
86	но это	3	5
87	а в	6	5
88	совершенно не	2	5
89	столь же	1	4
90	как в	2	4
91	в своем	2	4
92	целый ряд	3	4
93	в целом	3	4
94	ясно что	1	4
95	этого слова	1	4
96	убедиться что	1	4
97	в своей	1	4
98	что такое	1	4
99	которые в	1	4
100	том чтобы	1	4
101	же мы	1	4
102	о них	1	4
103	в доказательство	1	4
104	и о	2	4
105	в ее	1	4
106	данном случае	3	4
107	были бы	1	4
108	для нас	4	4
109	а также	2	4
110	заключается в	1	4
111	между тем	2	4
112	тех пор	1	4
113	один из	5	4
114	с одной	2	4
115	в нашей	1	4
116	что не	2	4
117	не было	2	4
118	однако что	3	4
119	одной стороны	2	4
120	этом случае	5	4
121	то что	7	4
122	в таком	1	4
123	на самом	2	3
124	это и	1	3
125	той же	2	3
126	есть не	1	3
127	мы не	1	3
128	в ней	2	3
129	то мы	2	3
130	но не	7	3
131	но как	1	3
132	по отношению	2	3
133	отношение к	4	3
134	то обстоятельство	1	3
