N	3gram	Vygotskiy__5	OGranits
1	с точки зрения	2	5
2	не может быть	2	4
3	до тех пор	2	4
4	тех пор пока	2	3
5	по отношению к	1	3
6	одно и то	3	3
7	и т.п и	1	3
8	что иное как	2	2
9	но так как	1	2
10	мы можем поставить	1	2
11	в самом деле	5	2
12	в зависимости от	6	2
13	можем поставить вопрос	1	2
14	в данном случае	2	2
15	с одной стороны	12	2
16	и то же	3	2
17	с другой стороны	5	2
18	того или иного	1	2
19	ничего общего с	1	2
20	с самого начала	3	2
21	не что иное	2	2
22	в том что	14	2
23	в другом месте	1	1
24	том что в	1	1
25	один и тот	1	1
26	между тем мы	1	1
27	и застывшее в	1	1
28	что в этом	6	1
29	только потому что	1	1
30	материала и наконец	1	1
31	что в основе	1	1
32	этой точки зрения	1	1
33	иметь в виду	3	1
34	более или менее	1	1
35	равно как и	1	1
36	на самом деле	2	1
37	то же самое	3	1
38	нам кажется что	1	1
39	в своих основных	1	1
40	художественного произведения и	1	1
41	нам придется остановиться	1	1
42	в отличие от	2	1
43	в действительности для	1	1
44	к сожалению мы	1	1
45	каждом отдельном случае	1	1
46	только то что	1	1
47	в этом отношении	3	1
48	то что в	2	1
49	что мы слышим	1	1
50	в собственном смысле	1	1
51	можно было бы	3	1
52	почти никогда не	1	1
53	может быть и	2	1
54	в значительной мере	1	1
55	с этой точки	1	1
56	что эстетический объект	1	1
57	то или иное	1	1
58	так как все	1	1
59	в процессе творчества	1	1
60	в последнее время	1	1
61	ни один элемент	1	1
62	для того чтобы	19	1
63	так же как	2	1
64	все эти три	1	1
65	если бы мы	2	1
66	мы все же	3	1
67	и в его	1	1
68	все равно не	1	1
69	и тот же	1	1
70	все же полагаем	1	1
71	состоит в том	2	1
72	между собою и	1	1
73	и как бы	4	1
74	слов и в	1	1
75	в течение всей	1	1
76	а не как	1	1
77	чуть ли не	1	1
78	само по себе	2	1
79	произведения мы уже	1	1
80	это и не	1	1
81	собственном смысле слова	1	1
82	должно составить предмет	1	1
83	все то что	2	1
84	потому что они	1	1
85	не мог бы	1	1
86	мы не можем	1	1
87	так же точно	5	1
88	таким образом мы	2	1
89	этого материала и	1	1
90	те или иные	1	1
91	основой которого является	1	1
92	в конечном счете	1	1
93	на то что	16	1
94	на всем протяжении	1	1
95	но мы все	1	1
96	в каждом отдельном	1	1
97	к тому что	6	1
98	и здесь и	1	1
99	тому что он	1	1
100	не может в	1	1
