N	3gram	Bakhtin_sl_2	Formalny
1	с точки зрения	3	14
2	не может быть	15	14
3	в то же	4	7
4	то же время	4	7
5	во всяком случае	2	6
6	и т д	2	6
7	и т п	33	5
8	в зависимости от	4	5
9	с другой стороны	1	5
10	а вовсе не	2	4
11	и не может	1	4
12	в связи с	2	4
13	в большинстве случаев	5	4
14	для того чтобы	2	4
15	иначе обстоит дело	1	3
16	а не в	1	3
17	по отношению к	4	3
18	в этом отношении	3	3
19	и не могут	1	3
20	в том что	4	3
21	в истории литературы	2	3
22	мы увидим что	1	2
23	с установкой на	3	2
24	и в то	1	2
25	до известной степени	1	2
26	сами по себе	1	2
27	в отличие от	12	2
28	лишь тогда когда	2	2
29	лишь одним из	1	2
30	в процессе этого	1	2
31	может быть только	1	2
32	во всех областях	4	2
33	областях идеологического творчества	1	2
34	мы видели что	1	2
35	мы не можем	1	2
36	так и в	3	2
37	на этом фоне	1	2
38	не только не	1	2
39	в пределах одной	1	2
40	т п в	2	2
41	вовсе не в	1	2
42	только в процессе	1	2
43	тем не менее	1	2
44	там где она	1	2
45	так и от	1	2
46	в процессе его	1	2
47	в процессе их	1	2
48	как мы видели	1	2
49	в пределах одного	7	2
50	всех областях идеологического	1	2
51	в нем происходит	1	1
52	к этому слову	1	1
53	до конца в	1	1
54	хотя и не	1	1
55	точки зрения на	1	1
56	не значит конечно	1	1
57	иметь в виду	1	1
58	могут выйти за	1	1
59	в языке как	2	1
60	но оно не	1	1
61	и до конца	1	1
62	свое выражение в	1	1
63	в этом случае	6	1
64	можно утверждать что	1	1
65	на первый план	1	1
66	значит конечно что	1	1
67	а следовательно и	1	1
68	эпохи а не	1	1
69	обстоит дело и	1	1
70	мы говорили в	1	1
71	в лучшем случае	1	1
72	хотя бы и	2	1
73	может иметь место	1	1
74	зависимости от характера	2	1
75	в процессе идеологического	2	1
76	в собственном смысле	3	1
77	быть при этом	1	1
78	со всех сторон	1	1
79	говорит о том	1	1
80	до сих пор	2	1
81	жизни и в	1	1
82	не с помощью	1	1
83	в такой степени	1	1
84	в значительной степени	6	1
85	между двумя разными	1	1
86	тот факт что	2	1
87	не только в	2	1
88	существенно и органически	1	1
89	с одной стороны	5	1
90	в своих существенных	1	1
91	все это и	1	1
92	необходимо однако отметить	1	1
93	так и по	1	1
94	никогда не может	2	1
95	оно было глубоко	1	1
96	материал в его	1	1
97	слово как таковое	1	1
98	художественного изображения его	1	1
99	связи и взаимоотношения	1	1
100	это не значит	1	1
101	все более и	1	1
102	оно не может	3	1
103	если они не	1	1
104	в роман и	1	1
105	а не только	1	1
106	иметь место в	1	1
107	не может и	1	1
108	в его целом	1	1
109	оно входит в	2	1
110	все то что	1	1
111	в единое событие	1	1
112	между тем как	1	1
113	не могут выйти	1	1
114	в истории романа	1	1
115	о том что	1	1
116	того или иного	1	1
117	в той же	1	1
118	в частности в	1	1
119	иной идеологической сферой	1	1
120	с той или	1	1
121	при данных обстоятельствах	1	1
122	и поколений в	1	1
123	мы можем сказать	1	1
124	и романом но	1	1
125	не в качестве	1	1
126	осложняется тем что	1	1
127	то что так	1	1
128	отношения слова к	1	1
129	может и не	1	1
130	и притом в	1	1
131	на протяжении произведения	1	1
132	выйти за пределы	1	1
133	идеологического мира и	1	1
134	между материалом и	2	1
135	с самого начала	1	1
136	более и более	1	1
137	внутреннюю форму в	1	1
138	той или иной	5	1
139	в нем нет	1	1
140	но все же	4	1
141	и в романе	2	1
142	при условии если	1	1
143	на то что	1	1
144	язык в его	1	1
145	или иной идеологической	1	1
146	в этих случаях	1	1
147	от материала и	1	1
148	никак не могут	1	1
149	в романе и	2	1
150	в том числе	1	1
151	не входят в	1	1
152	как не может	1	1
153	тех или иных	1	1
154	в отношении к	4	1
155	сама по себе	3	1
156	все условия для	1	1
157	значительной степени определяется	1	1
158	и в нем	1	1
159	героя и его	1	1
160	нем и в	1	1
161	как и в	1	1
162	она не может	1	1
163	том числе и	1	1
164	мы еще не	1	1
