N	3gram	Propp_Isto_4	Problema
1	и т д	24	13
2	тем не менее	2	10
3	вовсе не есть	1	8
4	то же самое	2	7
5	и то что	5	7
6	в связи с	2	7
7	в данном случае	3	7
8	в этом случае	3	5
9	с другой стороны	4	5
10	не может быть	4	5
11	что иное как	3	4
12	потому что он	1	4
13	имеется в виду	1	4
14	есть не что	1	4
15	так как иначе	1	4
16	то время как	1	4
17	и то же	1	4
18	не что иное	3	4
19	в то время	1	4
20	не имеет никакого	1	3
21	точно так же	5	3
22	может быть и	1	3
23	одно и то	1	3
24	содержит в себе	2	3
25	как будто бы	1	3
26	а не просто	1	3
27	о том что	2	3
28	что и в	1	3
29	здесь перед нами	1	2
30	о том как	1	2
31	же как и	4	2
32	до сих пор	5	2
33	дело вовсе не	1	2
34	очень много и	1	2
35	в таких случаях	2	2
36	но и в	1	2
37	только при помощи	1	2
38	не только в	2	2
39	по сравнению с	3	2
40	ничего общего с	1	2
41	вовсе не в	1	2
42	и тем самым	1	2
43	можно сказать что	1	2
44	как мы видели	3	2
45	и может быть	1	1
46	то что и	1	1
47	и связанные с	1	1
48	в виду не	1	1
49	этот вопрос мы	1	1
50	ни к каким	1	1
51	очень близок к	1	1
52	и по существу	1	1
53	и не только	1	1
54	тому что в	1	1
55	т д конечно	1	1
56	и действительно в	1	1
57	что он не	1	1
58	бы мы ни	1	1
59	но он не	1	1
60	этом мы скажем	1	1
61	мы до сих	1	1
62	на этот вопрос	2	1
63	что в этом	1	1
64	не просто в	1	1
65	мы пока только	1	1
66	он является в	1	1
67	и тем что	1	1
68	и не всегда	1	1
69	и могут быть	1	1
70	в целом и	1	1
71	не говорят о	1	1
72	как и в	1	1
73	если бы мы	1	1
74	тем что он	2	1
75	смысле этого слова	2	1
76	мы видели выше	2	1
77	во всех этих	1	1
78	указывает на то	1	1
79	в одном случае	3	1
80	потому что мы	1	1
81	таким образом и	1	1
82	так же как	12	1
83	мы уже видели	1	1
84	которые находятся в	1	1
85	нельзя сказать что	1	1
86	в тех случаях	2	1
87	отражает действительность но	1	1
88	что вовсе не	1	1
89	мы не можем	1	1
90	так и в	2	1
91	это и есть	1	1
92	об этом мы	1	1
93	а именно к	1	1
94	на то что	3	1
95	вступление в брак	1	1
96	именно так как	1	1
97	не только что	1	1
98	в этих случаях	7	1
99	тех случаях когда	2	1
100	иначе чем это	1	1
101	и во всем	1	1
102	к тому что	1	1
103	она не имеет	1	1
104	приводит нас к	4	1
105	хотя и в	1	1
106	т д в	1	1
107	только тогда когда	1	1
