N	2gram	Bakhtin_Pr_2	Mirosoze
1	у достоевского	14	42
2	может быть	23	30
3	не только	11	29
4	и в	43	28
5	не может	18	28
6	но и	14	25
7	а не	7	25
8	он не	9	24
9	в этом	13	20
10	не было	1	18
11	у него	6	17
12	не в	11	16
13	в своей	4	15
14	переходит в	2	15
15	человека и	2	14
16	и есть	1	14
17	он был	3	14
18	никогда не	9	14
19	до конца	4	14
20	человека в	4	13
21	в нем	12	13
22	и он	5	12
23	и это	4	12
24	в самом	7	11
25	для него	8	11
26	и не	29	11
27	из подполья	2	10
28	в своем	4	10
29	в творчестве	2	10
30	человек не	1	10
31	было бы	5	10
32	достоевского и	2	10
33	что в	4	10
34	в мире	1	10
35	прежде всего	10	10
36	что он	13	10
37	и потому	1	10
38	и все	6	10
39	достоевского в	4	9
40	но он	4	9
41	и его	8	9
42	не есть	2	9
43	в его	10	9
44	есть лишь	1	9
45	человек в	1	9
46	к достоевскому	1	8
47	в котором	6	8
48	иван карамазов	1	8
49	но не	5	8
50	в человеке	3	8
51	ивана карамазова	2	7
52	не был	2	7
53	менее всего	1	7
54	но в	10	7
55	в себе	5	7
56	достоевского он	2	7
57	в конце	2	7
58	в самой	4	7
59	любви к	1	7
60	к нему	5	7
61	того что	2	7
62	образ человека	2	7
63	должна быть	3	6
64	и на	10	6
65	он сам	3	6
66	лишь в	8	6
67	в этой	1	6
68	достоевский не	2	6
69	только в	4	6
70	он уже	1	6
71	вместе с	1	6
72	все это	5	6
73	человек и	2	6
74	в том	6	6
75	нет и	1	5
76	от нее	1	5
77	это не	3	5
78	в самую	1	5
79	как и	14	5
80	достоевского нет	2	5
81	что есть	1	5
82	достоевский в	4	5
83	у нас	2	5
84	весь в	1	5
85	не могут	4	5
86	то что	7	5
87	для достоевского	3	5
88	смысле слова	1	4
89	отношения к	2	4
90	или к	1	4
91	это и	1	4
92	есть не	1	4
93	обращен к	3	4
94	отношение к	2	4
95	за пределы	3	4
96	достоевского не	3	4
97	увидим что	1	4
98	что достоевский	1	4
99	чем у	3	4
100	не к	1	4
101	не как	6	4
102	и по	1	4
103	должен был	1	4
104	в них	4	4
