N	2gram	Vinokur_Ku_1	Hudozhes
1	том что	21	16
2	и в	24	14
3	так и	7	13
4	не только	10	12
5	при этом	6	12
6	о том	9	12
7	в том	30	12
8	а не	8	12
9	и т	33	11
10	в себе	3	11
11	в этом	14	11
12	прежде всего	9	11
13	в своей	2	10
14	для него	1	10
15	то же	8	9
16	как и	2	9
17	что он	6	9
18	в качестве	7	9
19	по отношению	8	8
20	в этой	3	8
21	как в	4	8
22	то что	9	8
23	т п	18	8
24	же время	2	8
25	ничего не	2	8
26	в его	12	8
27	между тем	5	8
28	отношению к	9	8
29	в то	2	8
30	еще не	5	7
31	тогда как	2	7
32	это не	7	7
33	своего рода	1	7
34	не в	11	7
35	казалось бы	3	7
36	к тому	5	7
37	уже не	8	7
38	не случайно	6	7
39	именно в	6	7
40	не может	7	7
41	как бы	7	7
42	а в	5	7
43	как правило	1	6
44	было бы	15	6
45	никогда не	2	6
46	жизни в	1	6
47	что в	17	6
48	самом деле	9	5
49	с его	4	5
50	перед нами	1	5
51	но в	2	5
52	об этом	1	5
53	ни в	2	5
54	точки зрения	14	5
55	не менее	7	5
56	и его	5	5
57	потому что	23	5
58	к себе	4	5
59	и он	3	5
60	можно было	6	5
61	во второй	1	5
62	только в	11	5
63	может быть	13	5
64	но и	6	5
65	в частности	4	5
66	и а	2	5
67	к жизни	2	5
68	интерес к	1	5
69	в этих	4	5
70	жизни и	1	5
71	в ней	6	4
72	столь же	1	4
73	а только	8	4
74	в своем	3	4
75	в действительности	1	4
76	в самом	10	4
77	всего лишь	1	4
78	та же	1	4
79	на то	4	4
80	что она	3	4
81	он не	2	4
82	и с	5	4
83	несмотря на	3	4
84	тем не	4	4
85	тому что	3	4
86	с ним	5	4
87	связи с	7	4
88	как будто	1	4
89	в духе	3	4
90	можно сказать	3	4
91	и н	1	4
92	того что	9	4
93	один из	4	4
94	себя в	1	4
95	из них	4	4
96	в конце	1	4
97	как раз	8	4
98	не было	3	4
99	и все	2	4
100	человеческой жизни	1	4
101	только что	1	4
102	т е	38	4
103	и от	1	4
104	речь идет	2	3
105	по преимуществу	2	3
106	с точки	9	3
107	не имеют	3	3
108	едва ли	1	3
109	говорить о	1	3
110	и на	4	3
111	в ее	1	3
112	отнюдь не	1	3
113	идет о	2	3
114	как к	1	3
115	все же	12	3
116	но он	1	3
117	в нем	4	3
118	т д	14	3
119	и по	1	3
120	на этом	1	3
121	лишь в	2	3
122	его в	1	3
123	с этим	4	3
124	даже в	3	3
125	в своих	1	3
126	ничем не	1	3
127	в ходе	1	3
128	все эти	6	3
129	из нас	1	3
130	та или	1	3
131	или иная	1	3
132	тем что	8	3
133	этом отношении	5	3
134	для себя	1	3
135	как мы	1	3
136	того чтобы	17	3
137	в пределах	4	3
138	и когда	1	3
139	что у	1	3
140	том как	3	3
141	если бы	9	3
142	о нем	2	3
143	а также	1	3
144	в лице	1	3
145	же в	4	3
146	в литературе	1	3
147	но не	5	3
148	будто бы	1	3
149	как его	1	3
150	и даже	3	3
151	со стороны	4	3
152	превращается в	2	3
153	то и	2	3
154	однако и	1	3
155	в связи	3	3
156	по своему	1	3
