N	2gram	Bakhtin_Fr_4	NovoeSre
1	и в	29	16
2	не может	2	16
3	во имя	1	15
4	нового времени	2	12
5	и не	16	11
6	и есть	4	10
7	в эпоху	15	9
8	что в	1	9
9	в том	7	8
10	жизни и	4	8
11	он не	3	8
12	в этом	11	7
13	может быть	2	7
14	не будет	1	7
15	как и	12	7
16	с его	4	6
17	ни в	2	6
18	никогда не	2	6
19	но это	4	6
20	с ее	3	5
21	в ней	3	5
22	культуры в	1	5
23	и к	2	5
24	не только	10	5
25	в жизни	2	5
26	все это	4	5
27	в нем	5	5
28	со всех	1	4
29	большую роль	2	4
30	быть может	2	4
31	о том	2	4
32	всех сторон	1	4
33	и мы	2	4
34	государства и	1	4
35	в них	7	4
36	то что	4	4
37	это не	5	4
38	прежде всего	8	4
39	и потому	1	4
40	по своему	4	4
41	и для	2	4
42	и все	13	4
43	потому что	1	4
44	с другой	4	3
45	смысле слова	1	3
46	в ее	3	3
47	должна быть	1	3
48	человека и	1	3
49	еще не	4	3
50	за пределы	1	3
51	лицом к	1	3
52	как в	2	3
53	конечно не	4	3
54	не значит	1	3
55	подобно тому	3	3
56	перейти к	1	3
57	в мире	1	3
58	но и	9	3
59	это было	1	3
60	старого мира	3	3
61	к лицу	1	3
62	в своей	5	3
63	тому как	3	3
64	в россии	1	3
65	что такое	1	3
66	в основе	2	3
67	жизни в	2	3
68	в духе	1	3
69	к тому	2	3
70	сказать что	5	3
71	и это	2	2
72	нем нет	1	2
73	же как	1	2
74	связана с	4	2
75	силы и	1	2
76	это и	5	2
77	время как	1	2
78	роль в	3	2
79	переход к	1	2
80	можно было	1	2
81	так и	11	2
82	времени и	2	2
83	мы не	1	2
84	мира и	4	2
85	и с	9	2
86	но она	2	2
87	жизни как	1	2
88	и должно	1	2
89	и что	1	2
90	и на	11	2
91	истории а	1	2
92	на протяжении	1	2
93	но не	2	2
94	в новом	2	2
95	все время	3	2
96	с этим	1	2
97	хотя и	2	2
98	не хотят	1	2
99	но в	12	2
100	все эти	9	2
101	с одной	2	2
102	себя в	2	2
103	думать что	1	2
104	с их	1	2
105	есть в	2	2
106	в себе	3	2
107	уже не	2	2
108	старый мир	4	2
109	у него	5	2
110	люди не	1	2
111	что она	1	2
112	что все	1	2
113	нет и	1	2
114	и даже	3	2
115	и т.п	12	2
116	государство и	1	2
117	связаны с	2	2
118	в природе	1	2
119	том что	3	2
120	так же	7	2
121	место в	2	2
122	мысли и	1	2
123	одной стороны	2	2
124	не погиб	1	2
125	мир и	2	2
126	другой стороны	3	2
127	как будто	2	2
128	такой же	3	2
129	равно как	1	2
130	в то	10	2
131	в мировой	1	2
132	того чтобы	3	2
133	формы и	2	2
134	и от	1	2
135	самой жизни	1	2
136	и весь	1	2
