N	4gram	Bakhtin_Pr_4	Hudozhes
1	в то же время	5	6
2	одно и то же	1	3
3	в той или иной	1	2
4	в том числе и	3	2
5	и в то же	1	2
6	и не могло быть	1	2
7	мы имеем в виду	3	1
8	дело не в самом	1	1
9	они сопоставлены или противопоставлены	1	1
10	сама по себе еще	1	1
11	иметь в виду что	1	1
12	в самом наличии определенных	1	1
13	диалогическим углом они сопоставлены	1	1
14	или противопоставлены в произведении	1	1
15	то же время оно	1	1
16	по себе еще не	2	1
17	в преступлении и наказании	2	1
18	одним и тем же	1	1
19	сопоставлены или противопоставлены в	1	1
20	том под каким диалогическим	1	1
21	наличии определенных языковых стилей	1	1
22	было и не могло	1	1
23	языковых стилей социальных диалектов	1	1
24	но в отличие от	1	1
25	в том под каким	1	1
26	каким диалогическим углом они	1	1
27	не в самом наличии	1	1
28	не было и не	1	1
29	определенных языковых стилей социальных	1	1
30	из уст в уста	1	1
31	углом они сопоставлены или	1	1
32	под каким диалогическим углом	1	1
33	самом наличии определенных языковых	1	1
