N	2gram	Bakhtin_Fr_4	KulturaY
1	потому что	1	25
2	и в	29	23
3	не только	10	20
4	в том	7	19
5	в этом	11	18
6	и не	16	16
7	так как	7	15
8	может быть	2	15
9	точки зрения	4	14
10	все эти	9	12
11	если бы	1	12
12	у нас	1	12
13	в самом	1	12
14	но в	12	11
15	том что	3	11
16	того чтобы	3	11
17	что в	1	10
18	самом деле	1	9
19	в сущности	6	9
20	то что	4	9
21	можно было	1	9
22	вовсе не	9	9
23	для того	3	9
24	не может	2	9
25	с точки	2	8
26	и что	1	8
27	в качестве	3	8
28	уже не	2	8
29	прежде всего	8	8
30	с другой	4	8
31	что это	5	7
32	все же	3	7
33	в нашем	4	7
34	в силу	1	7
35	и с	9	7
36	но и	9	7
37	с помощью	4	7
38	другой стороны	3	7
39	то же	10	6
40	и на	11	6
41	но не	2	6
42	в этой	13	6
43	слово это	1	6
44	да и	2	6
45	это не	5	6
46	ту же	1	6
47	что мы	1	6
48	и то	2	5
49	также и	4	5
50	еще не	4	5
51	целый ряд	1	5
52	должна быть	1	5
53	и вот	3	5
54	что все	1	5
55	об этом	1	5
56	и здесь	3	5
57	в его	8	5
58	один из	4	5
59	тот же	3	5
60	что он	4	5
61	только в	2	5
62	там где	3	5
63	подобного рода	2	5
64	этого слова	1	5
65	слова и	1	5
66	все это	4	5
67	таким образом	20	5
68	речи и	1	5
69	вряд ли	1	4
70	говорить о	1	4
71	что я	2	4
72	в данном	1	4
73	со стороны	2	4
74	перед нами	4	4
75	хотя и	2	4
76	бы и	1	4
77	на то	1	4
78	в нем	5	4
79	в узком	3	4
80	так и	11	4
81	но все	1	4
82	на этой	2	4
83	свою речь	3	4
84	своего рода	6	4
85	можно ли	1	4
86	в то	10	4
87	но только	2	4
88	ничего не	1	4
89	что на	1	4
90	к тому	2	4
91	и о	5	4
92	от того	1	4
93	или в	2	4
94	можно сказать	1	4
95	для нас	1	4
96	мы знаем	1	4
97	ни в	2	4
98	в конце	9	4
99	в них	7	4
100	в особенности	2	4
101	в связи	1	4
102	в разговоре	1	4
103	как бы	8	4
104	в результате	4	4
105	сказать что	5	4
106	к этому	2	4
107	так же	7	4
108	того же	5	3
109	это и	5	3
110	что слово	1	3
111	в первый	1	3
112	и формулы	1	3
113	не все	1	3
114	как в	2	3
115	с этим	1	3
116	так в	1	3
117	главным образом	1	3
118	он не	3	3
119	всех этих	3	3
120	и по	5	3
121	на этом	2	3
122	что она	1	3
123	что такое	1	3
124	в которые	2	3
125	знаем что	1	3
126	казалось бы	1	3
127	же время	8	3
128	и его	8	3
129	связи с	2	3
130	как мы	10	3
131	в виду	2	3
132	в ней	3	3
133	здесь не	3	3
134	те же	1	3
135	на это	1	3
136	именно с	1	3
137	а также	2	3
138	знает что	1	3
139	что и	1	3
140	в форме	1	3
141	не надо	1	3
142	конце концов	4	3
143	того что	3	3
144	есть в	2	3
145	уже в	2	3
146	до конца	5	3
147	у него	5	3
148	как раз	2	3
149	тем что	4	3
150	указание на	1	3
151	именно в	2	3
152	в соответствии	1	3
153	на фоне	1	3
154	этом отношении	1	3
155	но это	4	3
156	и это	2	3
