N	3gram	Losev_Dial_4	DiskursI
1	в том что	9	13
2	по природе своей	1	5
3	о том что	1	5
4	в отличие от	1	4
5	то же время	6	4
6	не в том	4	3
7	далеко еще не	1	3
8	той или иной	1	3
9	не может быть	6	3
10	и как бы	1	3
11	в свою очередь	2	3
12	с другой стороны	1	3
13	в то же	6	3
14	по себе не	1	2
15	не претендует на	1	2
16	мы имеем дело	1	2
17	а не в	1	2
18	не говоря уже	3	2
19	подобно тому как	4	2
20	и не только	1	2
21	говоря уже о	3	2
22	в основе своей	1	2
23	по крайней мере	7	2
24	а не только	1	2
25	в данном случае	1	2
26	не только в	1	2
27	можно сказать что	1	2
28	как таковой в	1	1
29	в этом случае	1	1
30	прежде всего в	1	1
31	дело в том	1	1
32	одной из сторон	1	1
33	не только о	1	1
34	в нем только	1	1
35	прежде всего это	1	1
36	и даже не	1	1
37	в этом смысле	4	1
38	о том как	2	1
39	он не может	1	1
40	с точки зрения	9	1
41	не было и	1	1
42	не могли быть	1	1
43	из них в	1	1
44	и не может	1	1
45	как и все	2	1
46	том случае если	1	1
47	и в то	2	1
48	хотя бы и	2	1
49	сам по себе	2	1
50	из того что	1	1
51	перед нами не	1	1
52	и что это	1	1
53	это понятие как	1	1
54	исходя из того	1	1
55	ту или иную	2	1
56	еще не знает	1	1
57	только потому что	1	1
58	должны быть отнесены	1	1
59	что не есть	1	1
60	содержит в себе	1	1
61	она еще не	1	1
62	и есть само	1	1
63	что с ними	1	1
64	в том случае	1	1
65	как и вообще	1	1
66	в связи с	1	1
67	а не как	1	1
68	хотя бы на	1	1
69	было и не	1	1
70	как в мифе	1	1
71	которое может быть	1	1
72	с той или	1	1
73	не только его	1	1
74	в нем нет	1	1
75	это и есть	4	1
76	легко заметить что	1	1
77	и тем более	4	1
78	отношения к этому	2	1
79	речь идет о	1	1
80	то чего не	1	1
81	же время и	2	1
82	на то что	3	1
83	может и не	1	1
84	события а не	1	1
85	и прежде всего	1	1
86	как учение о	1	1
87	тех или иных	1	1
88	тем более не	3	1
89	тем не менее	2	1
90	но все же	1	1
91	может быть в	1	1
92	в себе не	1	1
