N	3gram	Tiupa_Lite_3	EvropaiC
1	в том что	4	16
2	по отношению к	4	10
3	с точки зрения	3	8
4	на самом деле	1	7
5	более или менее	1	7
6	а и в	2	7
7	на то что	2	7
8	друг от друга	1	6
9	для того чтобы	1	6
10	в самом деле	2	5
11	в каждый данный	1	4
12	к тому же	5	4
13	с другой стороны	2	4
14	не может быть	3	4
15	о том что	4	4
16	начало и конец	1	4
17	тем не менее	1	4
18	каждый данный момент	1	3
19	и то что	1	3
20	в данном случае	4	3
21	так или иначе	2	3
22	в связи с	1	3
23	в целом ряде	1	3
24	бы то ни	2	2
25	то же время	7	2
26	вместе с тем	1	2
27	то ни было	2	2
28	с одной стороны	4	2
29	что несмотря на	1	2
30	в свою очередь	1	2
31	ничего общего с	1	2
32	в то же	7	2
33	и в том	1	2
34	тогда когда оно	1	1
35	в чистом виде	1	1
36	хотя и не	1	1
37	все же являются	1	1
38	не только по	1	1
39	а затем и	1	1
40	ничем не лучше	1	1
41	не говоря уже	4	1
42	но при этом	1	1
43	то же самое	2	1
44	целом ряде других	1	1
45	только по отношению	1	1
46	только в том	1	1
47	говоря уже о	3	1
48	лишь тогда когда	1	1
49	между тем как	1	1
50	из того что	2	1
51	том числе и	2	1
52	в то что	2	1
53	не знает что	1	1
54	в мире есть	1	1
55	в себе и	1	1
56	в индивидуальном сознании	1	1
57	в мире не	2	1
58	может быть вполне	1	1
59	вместе с ними	1	1
60	данном случае не	1	1
61	в истинном смысле	1	1
62	две стороны одного	1	1
63	может быть не	1	1
64	то что для	1	1
65	вместе с ней	1	1
66	на первый взгляд	1	1
67	за ним и	1	1
68	состоит в том	2	1
69	и в целом	1	1
70	все же остается	1	1
71	не тем что	1	1
72	исходит из того	1	1
73	потому не может	1	1
74	но и с	1	1
75	том что они	1	1
76	я не могу	1	1
77	тогда как сам	1	1
78	не только не	1	1
79	при этом не	1	1
80	самого себя и	1	1
81	в том числе	3	1
82	к тому что	1	1
83	и у нас	1	1
