N	3gram	Tiupa_Narr_2	Vladivir
1	в том что	8	10
2	тем не менее	4	9
3	о том что	4	8
4	с точки зрения	2	6
5	а также и	1	6
6	не может быть	2	6
7	более или менее	1	5
8	как раз и	1	5
9	к тому же	4	5
10	точно так же	2	4
11	в то время	1	4
12	в этом смысле	1	3
13	во всяком случае	1	3
14	с одной стороны	5	3
15	в то же	3	3
16	в отличие от	5	3
17	в конце жизни	1	3
18	иметь в виду	1	2
19	свидетельствует о том	1	2
20	одной стороны и	1	2
21	в таком случае	1	2
22	в этом отношении	3	2
23	и в то	1	2
24	а с другой	1	2
25	так же как	2	2
26	в данном случае	6	2
27	то время как	1	2
28	так или иначе	1	2
29	в связи с	1	2
30	а не только	1	2
31	то же время	3	2
32	и такого рода	2	2
33	к тому что	3	2
34	поскольку он не	1	1
35	по разным причинам	1	1
36	что иное как	1	1
37	не может не	1	1
38	в нашем сознании	1	1
39	смысле как мы	1	1
40	да и не	1	1
41	в этом последнем	1	1
42	ради того чтобы	1	1
43	и в юности	1	1
44	до сих пор	1	1
45	он говорит о	1	1
46	в строгом смысле	1	1
47	она тем что	1	1
48	не может иметь	1	1
49	в другом и	1	1
50	без опоры на	1	1
51	можно было бы	1	1
52	у нас нет	2	1
53	не природа в	1	1
54	в основе своей	1	1
55	том смысле как	1	1
56	возможна только в	1	1
57	с этой точки	1	1
58	и в жизни	1	1
59	не могло быть	1	1
60	как об этом	1	1
61	при всей своей	2	1
62	так а не	1	1
63	и что в	1	1
64	на эту тему	1	1
65	далеко не всегда	1	1
66	не только в	6	1
67	не столько самой	1	1
68	а не иначе	1	1
69	в известном смысле	3	1
70	и потому не	1	1
71	но и не	1	1
72	всю свою жизнь	1	1
73	в противном случае	1	1
74	только к нему	1	1
75	то что он	1	1
76	все то что	2	1
77	этой точки зрения	1	1
78	но в конце	1	1
79	не впадая в	1	1
80	начинается с того	1	1
81	не может существовать	1	1
82	никак не можем	1	1
83	не только не	2	1
84	жизни а не	1	1
85	собственно говоря и	1	1
86	в самом деле	1	1
87	в каждой из	1	1
88	той или иной	3	1
89	однако и здесь	1	1
90	именно то что	2	1
91	в том смысле	1	1
92	не что иное	1	1
93	в нашей памяти	1	1
94	мы никак не	1	1
95	для того чтобы	1	1
96	тех кто не	1	1
97	только эти два	2	1
98	то же самое	1	1
99	если бы эти	1	1
