N	2gram	Ircho_Kome_3	Istorich
1	и в	22	25
2	вместе с	9	22
3	что он	8	22
4	и т	4	20
5	т д	1	18
6	может быть	6	17
7	представление о	2	17
8	т е	16	16
9	мы имеем	1	14
10	не только	5	13
11	но и	4	13
12	в его	8	12
13	так как	11	11
14	и не	21	11
15	в этом	8	10
16	тем что	5	10
17	все же	4	10
18	и его	6	9
19	его в	8	9
20	с другой	4	9
21	таким образом	12	9
22	еще не	6	8
23	и на	2	8
24	все эти	1	8
25	что в	5	8
26	на него	4	8
27	связи с	5	8
28	и что	6	8
29	мы видим	1	8
30	мы знаем	2	8
31	с тем	4	8
32	другой стороны	2	8
33	том что	13	8
34	представляет собой	3	7
35	в нем	3	7
36	а затем	2	7
37	как и	3	7
38	во время	6	7
39	потому что	10	7
40	о том	8	7
41	и здесь	4	7
42	то что	4	7
43	только в	1	7
44	с одной	3	7
45	в качестве	2	7
46	превращается в	1	7
47	одной стороны	3	7
48	этом случае	2	7
49	в частности	3	7
50	знаем что	1	6
51	как в	2	6
52	в нее	1	6
53	это не	2	6
54	не может	3	6
55	в этих	1	6
56	не в	4	6
57	и он	2	6
58	не совсем	2	6
59	что и	8	6
60	прежде всего	5	6
61	могут быть	1	6
62	или в	1	6
63	в том	12	6
64	например в	1	5
65	ясно что	6	5
66	мы не	2	5
67	в ней	4	5
68	но не	1	5
69	с этим	3	5
70	но все	4	5
71	здесь мы	1	5
72	живет в	1	5
73	как мы	2	5
74	в образе	2	5
75	с появлением	1	5
76	показывает что	1	5
77	так же	4	5
78	для нас	1	5
79	и это	2	4
80	то же	7	4
81	в ее	3	4
82	от этого	1	4
83	в истории	1	4
84	его на	2	4
85	и хотя	2	4
86	в которой	3	4
87	он не	5	4
88	не как	2	4
89	что все	1	4
90	с другими	2	4
91	и тем	1	4
92	не всегда	1	4
93	тем не	3	4
94	не менее	5	4
95	того как	1	4
96	все еще	2	4
97	в некоторых	1	4
98	в пределах	2	4
99	что у	1	4
100	наряду с	2	4
101	с ним	5	4
102	за ним	2	4
103	а именно	1	4
104	если не	3	4
105	в основном	1	4
106	все это	5	4
107	в связи	4	4
108	из себя	3	4
109	на смену	1	4
110	в которых	5	3
111	его не	2	3
112	на себя	4	3
113	ему в	1	3
114	то это	5	3
115	это же	1	3
116	что его	5	3
117	только после	1	3
118	если в	1	3
119	и как	1	3
120	в целом	3	3
121	в этой	3	3
122	только один	2	3
123	их в	3	3
124	на этом	1	3
125	человека в	2	3
126	предположение что	1	3
127	в ином	1	3
128	не ясно	2	3
129	делает вид	1	3
130	в то	6	3
131	друг друга	4	3
132	но вместе	1	3
133	по лестнице	2	3
134	вид что	1	3
135	для того	6	3
136	что при	1	3
137	они стали	1	3
138	представляют собой	2	3
139	того чтобы	6	3
140	в себя	1	3
141	никогда не	3	3
142	и с	4	3
143	после того	1	3
144	затем в	1	3
145	к нему	5	3
146	в другой	1	3
147	после смерти	1	3
148	что здесь	1	3
149	и все	2	3
150	и она	1	3
151	мы опять	1	3
152	не знаем	1	3
153	а в	7	3
154	е в	2	3
155	в свою	7	3
156	они не	1	3
157	того же	6	2
158	самом деле	6	2
159	во сне	1	2
160	одним из	2	2
161	а как	2	2
162	вопрос о	1	2
163	человека и	2	2
164	это время	1	2
165	на них	3	2
166	во всех	2	2
167	другой пример	1	2
168	находит в	1	2
169	по отношению	5	2
170	очевидно что	1	2
171	некоторое время	1	2
172	перед нами	1	2
173	когда он	4	2
174	уже в	2	2
175	еще один	1	2
176	на то	3	2
177	герой опять	1	2
178	опять не	1	2
179	после этого	2	2
180	в предыдущих	1	2
181	том чтобы	1	2
182	друг с	1	2
183	и по	1	2
184	о чем	7	2
185	это было	1	2
186	и других	1	2
187	и мы	3	2
188	за ней	2	2
189	в это	1	2
190	две женщины	1	2
191	несмотря на	4	2
192	такой же	1	2
193	точки зрения	4	2
194	в своей	5	2
195	таким же	1	2
196	прийти к	1	2
197	то его	1	2
198	но он	1	2
199	некоторых случаях	1	2
200	как можно	1	2
201	а на	2	2
202	она не	2	2
203	и уходит	1	2
204	с другом	1	2
205	должен быть	2	2
206	живет на	1	2
207	меня в	1	2
208	а тот	1	2
209	роль в	2	2
210	и сам	5	2
211	особенно в	1	2
212	об этом	7	2
213	вошел в	1	2
214	если бы	8	2
215	ничего не	3	2
216	из других	1	2
217	язык и	1	2
218	или на	1	2
219	можно сказать	1	2
220	все его	1	2
221	должно было	3	2
222	из дому	4	2
223	от них	1	2
224	но так	1	2
225	на которой	1	2
226	если сравнить	1	2
227	том как	3	2
228	ли он	1	2
229	во всем	1	2
230	то в	1	2
231	так что	6	2
232	из них	5	2
233	его и	1	2
234	на одном	1	2
235	вовсе не	4	2
236	мы можем	3	2
237	у него	4	2
238	в других	3	2
239	из двух	1	2
240	со стороны	11	2
241	до сих	9	2
