N	3gram	Trubetskoy_1	KulturaY
1	в том что	7	10
2	можно было бы	3	9
3	с точки зрения	9	8
4	для того чтобы	6	8
5	в самом деле	1	7
6	по крайней мере	1	6
7	во всяком случае	6	5
8	тем не менее	1	5
9	не может быть	4	4
10	точки зрения в	1	3
11	в лучшем случае	3	3
12	в этом отношении	1	3
13	точно так же	2	3
14	в конце концов	3	3
15	в связи с	1	3
16	то же время	10	3
17	в то же	10	3
18	а следовательно и	2	2
19	на самом деле	6	2
20	в каждый данный	1	2
21	но даже и	1	2
22	в этом случае	3	2
23	каждый данный момент	1	2
24	только в том	2	2
25	том случае если	3	2
26	от этого не	1	2
27	на этот вопрос	1	2
28	несмотря на то	1	2
29	вместе с тем	3	2
30	в том случае	4	2
31	именно в силу	1	2
32	так же как	1	2
33	в результате этого	1	2
34	тем что он	1	2
35	к вопросу о	3	2
36	и в том	2	2
37	в свою очередь	1	2
38	того или иного	2	2
39	за последнее время	2	2
40	но все же	1	2
41	на то что	4	2
42	чтобы понять что	2	2
43	и в другом	2	2
44	что вся эта	1	1
45	политические и экономические	1	1
46	состоит в том	1	1
47	прежде всего в	1	1
48	дело в том	1	1
49	из всех этих	1	1
50	таким же образом	2	1
51	в настоящее время	2	1
52	не только эта	1	1
53	в том и	2	1
54	так как оно	1	1
55	если бы речь	2	1
56	и не только	1	1
57	до сих пор	5	1
58	тот или иной	1	1
59	на точку зрения	1	1
60	что он не	2	1
61	отнюдь не следует	1	1
62	также и то	1	1
63	конечно не может	1	1
64	бы то ни	4	1
65	но можно ли	1	1
66	представить себе что	1	1
67	только то что	1	1
68	совершенно ясно что	1	1
69	но вряд ли	1	1
70	что все это	1	1
71	о котором идет	2	1
72	бы речь шла	2	1
73	только для того	1	1
74	и то что	3	1
75	для борьбы с	1	1
76	и в других	1	1
77	и в частности	1	1
78	в значительной степени	1	1
79	в данном случае	3	1
80	то ни было	1	1
81	мы не знаем	1	1
82	образом в последние	1	1
83	которых идет речь	1	1
84	смысле этого слова	1	1
85	все они имеют	1	1
86	свое место такому	1	1
87	не только для	1	1
88	в противном случае	1	1
89	таким образом при	1	1
90	о которых идет	1	1
91	или в лучшем	2	1
92	том и в	2	1
93	что же это	1	1
94	потому что и	1	1
95	заключается в том	1	1
96	в том чтобы	1	1
97	есть по существу	1	1
98	лишь в том	2	1
99	на ряду с	1	1
100	о том что	2	1
101	но и для	1	1
102	с самого начала	1	1
103	и прежде всего	1	1
104	речь идет о	1	1
105	к тому чтобы	4	1
106	несмотря на все	1	1
107	от того чтобы	1	1
108	в другом случае	2	1
109	в большинстве случаев	2	1
110	к тому что	2	1
111	тех или иных	1	1
112	сама по себе	2	1
113	по сравнению со	1	1
114	не только от	1	1
115	потому что они	1	1
116	в совершенно ином	1	1
117	к тому же	1	1
