N	2gram	Tiupa_Anal_2	Myshleni
1	мышления и	1	40
2	и речи	1	38
3	речи и	2	28
4	точки зрения	4	26
5	таким образом	2	26
6	в том	12	24
7	и в	16	23
8	том что	12	21
9	в целом	8	20
10	с точки	2	18
11	в этом	18	17
12	то что	7	17
13	не только	16	16
14	так же	2	16
15	того что	2	15
16	как и	14	14
17	речи в	2	14
18	может быть	6	14
19	но и	12	14
20	в его	2	14
21	что в	2	14
22	не может	4	12
23	об отношении	1	12
24	представляет собой	8	11
25	сказать что	2	11
26	как бы	10	11
27	в отношении	1	10
28	с другой	6	10
29	прежде всего	3	10
30	внутренней речи	4	9
31	между тем	2	9
32	в качестве	11	9
33	одной стороны	4	9
34	другой стороны	2	9
35	же точно	1	9
36	вместе с	2	9
37	и не	12	9
38	не является	1	9
39	то же	4	8
40	заключается в	1	8
41	в ходе	4	8
42	нас к	2	8
43	и на	6	8
44	с одной	5	8
45	речи как	1	8
46	по отношению	4	7
47	как уже	3	7
48	в самом	6	7
49	в этой	9	7
50	в другом	1	7
51	в то	2	7
52	мы могли	1	7
53	и ее	1	7
54	так как	1	7
55	отношению к	4	7
56	в сущности	4	6
57	все это	4	6
58	столь же	4	6
59	независимо от	1	6
60	в себе	7	6
61	в силу	1	6
62	лишь в	9	6
63	и тем	4	6
64	с этой	1	6
65	и его	4	6
66	о том	7	6
67	только в	4	6
68	между этими	1	6
69	тем что	3	6
70	именно в	3	6
71	потому что	1	6
72	из того	1	5
73	бы в	3	5
74	перед нами	1	5
75	и как	1	5
76	но в	6	5
77	на то	2	5
78	он не	2	5
79	и более	1	5
80	а затем	2	5
81	представить себе	1	5
82	если бы	3	5
83	тем самым	4	5
84	по себе	2	5
85	тому что	1	5
86	по своей	1	5
87	как мы	3	5
88	что может	1	5
89	связан с	1	5
90	и т.д	3	5
91	и что	1	5
92	можно сказать	4	5
93	так и	15	5
94	слова и	1	5
95	и все	3	5
96	тем более	1	5
97	мы должны	1	5
98	из этого	1	5
99	в какой	1	5
100	в котором	2	4
101	мышления но	1	4
102	в чем	1	4
103	с его	1	4
104	но не	4	4
105	как в	4	4
106	от до	1	4
107	все остальные	1	4
108	и к	5	4
109	все эти	1	4
110	что она	2	4
111	при этом	10	4
112	что все	2	4
113	было бы	3	4
114	ни в	1	4
115	со всей	1	4
116	в своей	2	4
117	не столько	3	4
118	не в	4	4
119	убедиться в	1	4
120	этом отношении	3	4
121	с другом	1	4
122	к тому	7	4
123	для себя	1	4
124	приводит к	3	4
125	мы видим	1	4
126	только что	1	4
127	для всех	2	4
128	в одном	2	4
129	как раз	4	4
130	с действительностью	2	4
131	и речь	1	4
132	одну из	2	4
133	по существу	2	4
134	друг с	1	4
135	этого слова	3	4
136	в результате	3	4
137	хотя бы	1	4
138	в свою	1	4
139	к этому	2	4
140	как на	1	4
141	отношения к	2	3
142	в такой	1	3
143	и то	3	3
144	самом деле	1	3
145	как известно	1	3
146	полагает что	1	3
147	я не	1	3
148	в их	3	3
149	ответ на	3	3
150	в общем	2	3
151	в своем	4	3
152	в которой	1	3
153	он в	4	3
154	из этих	1	3
155	как он	1	3
156	в наших	1	3
157	и если	3	3
158	всех остальных	1	3
159	в первую	1	3
160	его не	1	3
161	к анализу	1	3
162	всегда и	1	3
163	на две	3	3
164	такой же	1	3
165	она не	2	3
166	тогда когда	1	3
167	ничего не	9	3
168	могут быть	10	3
169	же самое	1	3
170	говоря словами	1	3
171	свою очередь	1	3
172	можно было	3	3
173	внутреннюю речь	1	3
174	об этом	1	3
175	вопроса и	1	3
176	одного из	3	3
177	может не	1	3
178	этих двух	1	3
179	в заключительной	1	3
180	этот вопрос	1	3
181	который в	1	3
182	связи с	1	3
183	уже в	1	3
184	то и	1	3
185	обратиться к	1	3
186	вовсе не	2	3
187	на этот	2	3
188	во всех	4	3
189	превращается в	2	3
190	а не	10	3
191	ко всем	1	3
192	прямо говорит	1	3
193	только для	1	3
194	если не	1	3
195	останавливаться на	1	3
196	первую очередь	1	3
197	значение в	1	3
198	и наиболее	1	2
199	речь идет	2	2
200	тех же	1	2
201	и должны	1	2
202	идет о	1	2
203	между двумя	4	2
204	и до	2	2
205	сам автор	1	2
206	едва ли	3	2
207	той же	2	2
208	есть не	1	2
209	почти исключительно	1	2
210	что его	1	2
211	в ее	1	2
212	который мы	1	2
213	себе и	1	2
214	на речь	1	2
215	за пределы	4	2
216	и я	2	2
217	как говорит	2	2
218	тех случаях	1	2
219	хотя и	4	2
220	когда он	1	2
221	и наконец	1	2
222	в противоположность	2	2
223	в первом	1	2
224	бы и	1	2
225	другого как	1	2
226	в нашем	3	2
227	и те	1	2
228	а скорее	1	2
229	ключ к	3	2
230	всех этих	1	2
231	свою собственную	1	2
232	не к	1	2
233	на этом	4	2
234	одно и	1	2
235	значительной степени	2	2
236	том же	1	2
237	ближе к	1	2
238	в них	1	2
239	несмотря на	3	2
240	иначе говоря	11	2
241	в один	4	2
242	в этих	2	2
243	и при	1	2
244	равной мере	1	2
245	и эти	1	2
246	что этот	1	2
247	даже в	2	2
248	что с	2	2
249	не имеет	2	2
250	говорить о	6	2
251	никогда не	3	2
252	слова как	1	2
253	же время	2	2
254	в изложении	2	2
255	на него	2	2
256	всех прочих	1	2
257	начиная с	1	2
258	бы он	1	2
259	о судьбе	1	2
260	всем протяжении	1	2
261	на вопрос	1	2
262	представляют собой	2	2
263	в конце	4	2
264	значения и	1	2
265	данном случае	5	2
266	с собой	1	2
267	не с	4	2
268	каждого из	1	2
269	две части	1	2
270	строго говоря	2	2
271	поэтому в	1	2
272	короче говоря	1	2
273	на примере	1	2
274	все прочие	1	2
275	в значительной	2	2
276	от них	1	2
277	вслед за	2	2
278	известном смысле	1	2
279	один из	2	2
280	в двух	2	2
281	нуждается в	1	2
282	человека с	1	2
283	на всем	1	2
284	уже не	4	2
285	вопроса о	1	2
286	в равной	1	2
287	или даже	2	2
288	в известном	1	2
289	одно из	2	2
290	для него	4	2
291	другом в	1	2
292	и даже	9	2
293	на ее	1	2
294	с той	2	2
295	и слово	2	2
296	в речи	3	2
297	в частности	16	2
298	и потому	1	2
