N	2gram	Potebnia_M_4	Myshleni
1	в процессе	3	27
2	и в	23	25
3	в развитии	1	24
4	в том	23	23
5	на основе	1	22
6	и речи	1	20
7	том что	12	20
8	таким образом	24	17
9	так же	4	17
10	что в	17	17
11	с тем	7	16
12	как и	14	15
13	в его	5	15
14	то что	29	15
15	в этом	23	14
16	вместе с	6	14
17	может быть	26	13
18	так как	14	12
19	в качестве	1	12
20	могли бы	4	11
21	на основании	4	11
22	по своему	2	11
23	перед нами	1	10
24	и что	7	10
25	что и	7	10
26	было бы	8	10
27	того что	14	10
28	только в	15	10
29	как бы	5	10
30	и не	18	10
31	мы не	8	9
32	связи с	3	9
33	мы могли	2	9
34	заключается в	1	9
35	как в	7	9
36	как мы	2	8
37	того чтобы	4	8
38	тем что	10	8
39	показывает что	1	8
40	понятия в	1	7
41	столь же	2	7
42	что ребенок	1	7
43	в образовании	1	7
44	все эти	3	7
45	по себе	11	7
46	в области	2	7
47	процессе образования	1	7
48	уже в	5	7
49	мы можем	10	7
50	для того	6	7
51	что мы	10	7
52	как это	1	7
53	того же	1	6
54	зависимости от	1	6
55	и на	3	6
56	но не	1	6
57	потому что	33	6
58	как уже	1	6
59	не только	10	6
60	в силу	7	6
61	не может	11	6
62	мы видели	1	6
63	точки зрения	4	6
64	не в	11	6
65	в отношении	1	6
66	не менее	5	6
67	самого начала	2	6
68	в собственном	1	6
69	с самого	1	6
70	можно было	2	6
71	один из	2	6
72	что он	4	6
73	отличие от	1	6
74	и у	2	6
75	с другой	2	6
76	в связи	1	6
77	слова и	5	6
78	благодаря этому	1	6
79	все это	5	6
80	все же	1	6
81	мы должны	2	6
82	весь процесс	1	6
83	одним из	1	5
84	человека и	3	5
85	ли оно	1	5
86	мы уже	3	5
87	которую мы	1	5
88	ступени развития	1	5
89	отличаются от	1	5
90	как говорит	1	5
91	и как	2	5
92	и к	6	5
93	отношения между	2	5
94	что это	7	5
95	что она	2	5
96	при этом	15	5
97	к одному	3	5
98	и по	3	5
99	уже сказано	1	5
100	тем не	4	5
101	и другое	2	5
102	но это	3	5
103	в комплексе	1	5
104	могут быть	7	5
105	о том	8	5
106	значения и	1	5
107	так и	6	5
108	если бы	13	5
109	в этой	1	5
110	показывают что	1	5
111	входит в	1	5
112	с одной	1	5
113	для него	5	5
114	именно в	3	5
115	из которых	2	5
116	одной стороны	1	5
117	внешнему виду	1	5
118	тем же	1	4
119	мы имеем	4	4
120	еще не	3	4
121	понятий но	1	4
122	которые не	2	4
123	в своем	8	4
124	что слово	10	4
125	из этих	2	4
126	в известном	1	4
127	предметов и	1	4
128	на то	7	4
129	он не	2	4
130	как с	1	4
131	от нее	1	4
132	той же	3	4
133	к которым	3	4
134	и того	1	4
135	не мог	1	4
136	одного и	1	4
137	значение слова	5	4
138	что с	1	4
139	в то	4	4
140	тогда когда	8	4
141	этого слова	7	4
142	никогда не	3	4
143	что речь	1	4
144	то и	4	4
145	не могут	2	4
146	к тому	3	4
