N	3gram	Medvedev_F_2	Analitik
1	не может быть	10	16
2	в том что	2	9
3	в то же	5	8
4	в том чтобы	1	7
5	в отличие от	2	6
6	то же время	5	6
7	что иное как	1	5
8	большей или меньшей	1	4
9	с точки зрения	7	4
10	и не может	3	4
11	и не в	2	4
12	времени и пространстве	1	4
13	не что иное	1	4
14	а не в	1	3
15	того или иного	4	3
16	в таком случае	1	3
17	бы то ни	1	3
18	из того что	1	3
19	и т п	9	3
20	для того чтобы	3	3
21	с одной стороны	1	3
22	не в том	3	3
23	есть не что	1	3
24	лишь в том	1	3
25	том или ином	1	3
26	в самом деле	5	2
27	именно в этом	1	2
28	сами по себе	2	2
29	но и в	3	2
30	в этом отношении	7	2
31	в той мере	1	2
32	в данном случае	1	2
33	но в то	1	2
34	не могут быть	4	2
35	с другой стороны	3	2
36	в том или	1	2
37	мере в какой	1	2
38	в широком смысле	1	2
39	науки о литературе	1	2
40	той мере в	1	2
41	в отрыве от	1	2
42	в художественном творчестве	1	1
43	а вовсе не	1	1
44	как бы не	1	1
45	более или менее	1	1
46	равно как и	1	1
47	имеем в виду	1	1
48	значение лишь в	1	1
49	один и тот	1	1
50	в области гуманитарных	1	1
51	как раз и	3	1
52	не было и	2	1
53	только в том	1	1
54	до сих пор	1	1
55	говоря уже о	1	1
56	том случае если	1	1
57	в зависимости от	3	1
58	сам по себе	3	1
59	в том случае	2	1
60	как мы увидим	1	1
61	в собственном смысле	1	1
62	не сам по	1	1
63	таким образом с	1	1
64	как и от	1	1
65	в противном случае	1	1
66	по крайней мере	1	1
67	то или иное	1	1
68	вместе с тем	4	1
69	может быть понят	1	1
70	иного рода в	1	1
71	истории литературы как	1	1
72	что не есть	1	1
73	произведение не только	1	1
74	в художественном произведении	1	1
75	смысле этого слова	1	1
76	противном случае мы	1	1
77	одним из первых	1	1
78	бы столь же	1	1
79	в свою очередь	1	1
80	вещи но и	1	1
81	говорить не приходится	2	1
82	все без исключения	2	1
83	в литературном произведении	1	1
84	в большей или	1	1
85	или меньшей степени	1	1
86	в такой же	1	1
87	все же не	1	1
88	прежде всего в	2	1
89	которое не может	1	1
90	между двумя полюсами	1	1
91	во всяком случае	5	1
92	что же касается	1	1
93	первой из них	1	1
94	в той же	1	1
95	во всех своих	1	1
96	только в качестве	1	1
97	один из возможных	1	1
98	уже потому что	1	1
99	по аналогии с	1	1
100	в этом последнем	1	1
101	между тем в	1	1
102	и тем самым	1	1
103	он не есть	1	1
104	или во всяком	1	1
105	мы имеем в	1	1
106	том что искусство	2	1
107	иметь место в	1	1
108	в самом объекте	1	1
109	в этом смысле	2	1
110	оно не является	1	1
111	об отсутствии в	1	1
112	в связи с	10	1
113	к тому что	2	1
114	всего может быть	1	1
115	как и в	1	1
116	на фоне этой	1	1
117	не изолированно а	1	1
118	и тот же	1	1
119	не говоря уже	1	1
