N	2gram	Losev_Vlad_3	Stilisti
1	и в	40	42
2	не только	25	27
3	как бы	3	27
4	прежде всего	10	22
5	хотя бы	6	17
6	то же	4	15
7	но и	18	15
8	и не	25	14
9	не может	14	12
10	может быть	8	12
11	мы уже	5	11
12	как и	7	11
13	точки зрения	13	11
14	отнюдь не	5	10
15	в этом	16	10
16	и как	7	10
17	как мы	8	10
18	мы должны	4	10
19	что мы	2	10
20	мы не	2	9
21	при этом	3	9
22	в то	7	9
23	для того	2	9
24	то что	28	9
25	в ней	5	8
26	все же	4	8
27	в себе	9	8
28	таким образом	11	8
29	тем самым	2	8
30	и это	6	8
31	с тем	7	8
32	что же	9	8
33	и на	6	7
34	в которой	2	7
35	было бы	4	7
36	и тем	3	7
37	так как	7	7
38	никогда не	11	7
39	же время	2	7
40	потому что	11	7
41	того чтобы	3	7
42	ничего не	5	7
43	с его	2	7
44	только в	13	7
45	и его	10	7
46	а не	8	7
47	и от	6	7
48	во всех	1	6
49	мы будем	2	6
50	точку зрения	1	6
51	в этой	8	6
52	в нем	3	6
53	не в	3	6
54	в процессе	1	6
55	или как	4	6
56	когда мы	1	6
57	так и	6	6
58	другими словами	1	6
59	язык и	1	6
60	и так	2	6
61	в конце	12	6
62	или иной	1	6
63	в свою	1	6
64	уже в	3	5
65	в нашем	2	5
66	независимо от	3	5
67	и наконец	2	5
68	одно и	2	5
69	и с	9	5
70	же мы	1	5
71	мы видели	3	5
72	с точки	6	5
73	тому что	4	5
74	а в	7	5
75	не является	2	5
76	же самое	3	5
77	те же	1	5
78	в его	14	5
79	и следовательно	1	5
80	и является	1	5
81	и их	1	5
82	вместе с	7	5
83	как это	4	5
84	слова и	1	5
85	своей жизни	1	5
86	у которого	1	5
87	и то	9	4
88	самом деле	1	4
89	и к	2	4
90	но в	4	4
91	в самом	4	4
92	что это	9	4
93	так сказать	1	4
94	уже не	9	4
95	всех своих	2	4
96	можно было	5	4
97	его в	2	4
98	и без	1	4
99	самого начала	1	4
100	на него	2	4
101	у нас	5	4
102	но все	3	4
103	всего в	1	4
104	к тому	7	4
105	той или	2	4
106	с самого	1	4
107	было в	1	4
108	если бы	3	4
109	о том	11	4
110	влияние на	1	4
111	можно сказать	1	4
112	которой мы	1	4
113	того что	7	4
114	один из	1	4
115	мы видим	1	4
116	с появлением	1	4
117	словесное выражение	1	4
118	в обществе	2	4
119	в качестве	3	4
120	если мы	4	4
121	вопроса о	1	4
122	точка зрения	1	4
123	само собой	3	4
124	о своей	1	4
125	не просто	10	4
126	а с	4	4
127	то есть	24	4
128	к своему	2	4
129	не что	1	4
130	все это	1	4
131	не существует	2	4
132	бы в	2	4
133	зрения в	1	4
134	того времени	1	4
135	так же	8	4
136	отношения к	5	3
137	словом и	1	3
138	на самом	3	3
139	и само	2	3
140	жизни это	1	3
141	еще не	4	3
142	то он	4	3
143	нет и	1	3
144	перед нами	3	3
145	хотя и	7	3
146	та же	1	3
147	уже видели	1	3
148	не к	2	3
149	и вот	1	3
150	их в	1	3
151	не будет	6	3
152	об этом	6	3
153	лишь в	1	3
154	это не	3	3
155	ведь в	1	3
156	не мог	6	3
157	том что	18	3
158	бы мы	1	3
159	необходимо чтобы	1	3
160	в разных	2	3
161	связи с	2	3
162	до того	1	3
163	в будущем	1	3
164	может показаться	2	3
165	да и	6	3
166	в виду	3	3
167	в ее	1	3
168	роль в	2	3
169	во второй	1	3
170	и здесь	6	3
171	и поэтому	1	3
172	нуждается в	1	3
173	мы ни	1	3
174	то мы	1	3
175	жизни и	1	3
176	конечно не	1	3
177	только на	5	3
178	из них	2	3
179	не так	3	3
180	представить себе	1	3
181	в котором	4	3
182	в одном	5	3
183	но что	2	3
184	от того	4	3
185	что и	7	3
186	и даже	6	3
187	неужели и	1	3
188	и эта	3	3
189	конце концов	5	3
190	если не	6	3
191	ни на	2	3
192	в тех	1	3
193	этого слова	1	3
194	этом случае	1	3
195	в целом	2	3
196	как предмет	1	3
197	в начале	2	3
198	но для	3	3
199	материальной действительности	1	3
200	и для	3	3
201	для нас	5	3
202	и все	4	3
203	но вот	3	3
204	между ними	1	3
205	сказать что	12	3
206	я и	1	2
207	с природой	1	2
208	также и	17	2
209	человека и	3	2
210	несколько позже	1	2
211	и больше	1	2
212	и этот	2	2
213	его не	1	2
214	и конечно	1	2
215	мы имеем	3	2
216	вопрос о	4	2
217	на эти	2	2
218	но даже	4	2
219	как не	2	2
220	и он	1	2
221	не нужно	2	2
222	иное как	1	2
223	но не	4	2
224	только потому	1	2
225	должны были	1	2
226	очевидно что	1	2
227	себе и	2	2
228	оно является	1	2
229	нашего сознания	1	2
230	как в	1	2
231	и нет	1	2
232	переживания и	1	2
233	которая и	1	2
234	как таковое	1	2
235	к чему	1	2
236	бы и	4	2
237	все эти	5	2
238	бы не	1	2
239	тому же	5	2
240	друг другу	1	2
241	человек не	1	2
242	и сам	1	2
243	по своему	1	2
244	на наш	1	2
245	ясно что	1	2
246	есть не	2	2
247	с этим	2	2
248	в жизни	2	2
249	но мы	2	2
250	не всегда	1	2
251	в этих	2	2
252	и при	1	2
253	в своей	9	2
254	в отношении	5	2
255	что вся	1	2
256	мы говорили	1	2
257	место в	1	2
258	в которых	1	2
259	но эта	1	2
260	в мире	2	2
261	которые в	1	2
262	самое время	1	2
