N	3gram	Tiupa_Lite_3	DiskursI
1	в том что	4	13
2	по отношению к	4	9
3	с одной стороны	4	9
4	тогда как в	3	5
5	о том что	4	5
6	в отличие от	5	4
7	то же время	7	4
8	к тому же	5	4
9	быть определена как	1	3
10	но при этом	1	3
11	далеко еще не	1	3
12	той или иной	2	3
13	не может быть	3	3
14	в свою очередь	1	3
15	с другой стороны	2	3
16	в то же	7	3
17	в е годы	8	2
18	по этой причине	1	2
19	не говоря уже	4	2
20	подобно тому как	2	2
21	в том числе	3	2
22	в соответствии с	3	2
23	то же самое	2	2
24	одной стороны и	2	2
25	и не только	1	2
26	говоря уже о	3	2
27	том числе и	2	2
28	на мой взгляд	1	2
29	в значительной степени	1	2
30	а не только	1	2
31	в данном случае	4	2
32	в том чтобы	2	2
33	по сути своей	1	2
34	не только в	2	2
35	состоит в том	2	2
36	едва ли не	1	2
37	может быть определена	1	2
38	более или менее	1	2
39	сказать и о	1	2
40	но отнюдь не	1	2
41	вольно или невольно	1	2
42	автор и герой	1	2
43	только в том	1	2
44	в силу своей	1	2
45	в начале х	3	2
46	социального взаимодействия трех	1	1
47	справедливо не только	1	1
48	взаимодействия трех говорящего	1	1
49	в чистом виде	1	1
50	трех говорящего автора	1	1
51	не только по	1	1
52	субъекта объекта и	1	1
53	второй из них	1	1
54	в хх веке	3	1
55	о ком или	1	1
56	в середине хх	1	1
57	на самом деле	1	1
58	при этом как	1	1
59	продукт социального взаимодействия	1	1
60	х годов в	1	1
61	ли не наиболее	1	1
62	начале х годов	3	1
63	о том как	1	1
64	однако во всех	1	1
65	только по отношению	1	1
66	с точки зрения	3	1
67	хотя бы и	1	1
68	и герой в	1	1
69	читателя и того	1	1
70	самое можно сказать	1	1
71	в первую очередь	1	1
72	в работе проблема	1	1
73	из того что	2	1
74	текста может быть	1	1
75	вместе с тем	1	1
76	участникам речевого общения	1	1
77	ту или иную	1	1
78	в целом и	2	1
79	или о чем	1	1
80	к другим участникам	1	1
81	содержит в себе	1	1
82	и в том	1	1
83	тем что он	2	1
84	в основе этих	1	1
85	можно сказать и	1	1
86	того о ком	1	1
87	как будто бы	1	1
88	аналогично тому как	1	1
89	в xix веке	1	1
90	в связи с	1	1
91	а не как	2	1
92	проблема речевых жанров	1	1
93	в целом ряде	1	1
94	ком или о	1	1
95	в эстетической деятельности	1	1
96	объекта и адресата	1	1
97	в этом отношении	5	1
98	которое может быть	1	1
99	термин дискурс в	1	1
100	в эстетический объект	1	1
101	по мнению автора	1	1
102	это и есть	1	1
103	но по сути	1	1
104	трудно не согласиться	1	1
105	и того о	1	1
106	в конечном счете	1	1
107	же самое можно	1	1
108	на то что	2	1
109	может и не	1	1
110	по аналогии с	1	1
111	о чем говорят	1	1
112	чем говорят героя	1	1
113	герой в эстетической	1	1
114	действительности в процессе	1	1
115	и т.п и	1	1
116	другим участникам речевого	1	1
117	тем не менее	1	1
118	может быть в	1	1
119	в своей основе	1	1
