N	4gram	Voloshinov_1	FransuaR
1	в том числе и	2	7
2	в большей или меньшей	1	4
3	на самом же деле	2	3
4	на этот вопрос мы	2	2
5	за пределы нашей работы	1	2
6	с точки зрения тех	2	1
7	взаимно дополняют друг друга	1	1
8	и вовсе не в	1	1
9	и не может быть	4	1
10	в нем нет ничего	1	1
11	и т.п все эти	1	1
12	в том что он	1	1
13	но в то же	2	1
14	нет и не может	2	1
15	не чем иным как	1	1
16	все более и более	1	1
17	на первый план выдвигается	1	1
18	и пр и пр	2	1
19	и до настоящего времени	1	1
20	второй половины xix века	1	1
21	вне всякой связи с	1	1
22	она нашла свое наиболее	1	1
23	в то же время	3	1
24	и в большинстве случаев	1	1
