N	3gram	Nazirov_Tr_1	Problemy
1	то же время	5	10
2	в то же	5	10
3	с самого начала	1	8
4	по замыслу достоевского	2	7
5	но в то	2	4
6	во всяком случае	1	4
7	а между тем	1	3
8	и в самом	2	3
9	в высшей степени	1	3
10	в конце концов	1	3
11	в мире достоевского	1	3
12	в братьях карамазовых	1	3
13	не может быть	1	3
14	смысле этого слова	1	2
15	если б я	1	2
16	потому что сам	1	2
17	и не может	1	2
18	как и все	1	2
19	сам по себе	1	2
20	в отличие от	2	2
21	и с другим	1	2
22	что все это	1	2
23	и в этом	1	2
24	так и в	3	2
25	не в силах	2	2
26	но все же	2	2
27	я не хочу	1	2
28	в том что	2	2
29	как и его	1	1
30	из подполья это	1	1
31	в чем же	1	1
32	в виде отдельных	1	1
33	понятно что в	1	1
34	в самом деле	1	1
35	в записках из	2	1
36	я очень хорошо	1	1
37	том что он	1	1
38	в этом случае	1	1
39	же время он	1	1
40	и то в	1	1
41	он вообще не	1	1
42	что он не	1	1
43	за то что	1	1
44	а как самоцель	1	1
45	записках из подполья	1	1
46	у него нет	1	1
47	и то что	1	1
48	к тому что	1	1
49	о чем он	2	1
50	в данном случае	2	1
51	и если б	1	1
52	ориентацией в мире	1	1
53	и как бы	2	1
54	и пусть пусть	1	1
55	что я не	1	1
56	быть по замыслу	1	1
57	то что он	1	1
58	для чего же	1	1
59	между этими двумя	2	1
60	мы бы сказали	1	1
61	но в конце	1	1
62	как и в	1	1
63	и вместе с	1	1
64	о том что	2	1
65	не только не	1	1
66	к ивану карамазову	1	1
67	с отцом и	1	1
68	в самом тоне	1	1
69	на всем протяжении	1	1
70	тем не менее	1	1
71	это как бы	1	1
72	в исповеди ставрогина	1	1
73	с первого же	2	1
