N	3gram	Voloshinov_1	Problemy
1	то же время	1	12
2	в то же	1	12
3	на самом деле	2	10
4	с самого начала	1	8
5	в отношении к	2	7
6	не может быть	7	6
7	по отношению к	11	5
8	во всяком случае	1	5
9	в этом смысле	1	4
10	с точки зрения	2	4
11	бы то ни	3	4
12	то ни было	3	4
13	и прежде всего	1	4
14	а между тем	1	3
15	в самом деле	1	3
16	к герою и	1	3
17	его внутренней речи	1	3
18	по крайней мере	1	3
19	и не в	3	3
20	в творчестве достоевского	1	3
21	слова и его	1	3
22	но в то	1	3
23	в высшей степени	1	3
24	записок из подполья	1	3
25	с другой стороны	2	3
26	и в нем	1	3
27	в чем не	1	2
28	то что я	1	2
29	подобно тому как	1	2
30	но все это	1	2
31	и не может	3	2
32	сама по себе	1	2
33	же время не	1	2
34	такой же степени	1	2
35	и в этом	1	2
36	в такой же	2	2
37	о том что	1	2
38	ни в чем	1	2
39	никогда не бывает	1	2
40	тем не менее	3	2
41	к тому же	1	2
42	мы увидим что	1	2
43	в виду и	1	1
44	слушателю и к	2	1
45	или хотя бы	1	1
46	строгость и точность	1	1
47	внутренне определяет его	1	1
48	он думает и	1	1
49	к слушателю и	2	1
50	какой бы то	1	1
51	остается конечно в	1	1
52	теперь когда мы	1	1
53	том что все	1	1
54	здесь же мы	1	1
55	и по отношению	3	1
56	в том и	1	1
57	в том же	1	1
58	в нем и	1	1
59	и для других	2	1
60	до сих пор	3	1
61	бы даже и	1	1
62	оставаясь в пределах	1	1
63	на самом же	1	1
64	отношению к герою	1	1
65	в этом отношении	1	1
66	но для этого	1	1
67	как мы уже	1	1
68	со всех сторон	1	1
69	как если бы	4	1
70	в значительной степени	1	1
71	то что оно	1	1
72	с такою же	1	1
73	в данном случае	2	1
74	как и слово	1	1
75	и то же	2	1
76	все более и	1	1
77	может быть и	3	1
78	одно и то	2	1
79	мы можем сказать	2	1
80	оно не довлеет	1	1
81	в этом направлении	1	1
82	и вообще по	1	1
83	друг к другу	1	1
84	и тот же	1	1
85	отношению к слушателю	1	1
86	один и тот	1	1
87	определяется прежде всего	1	1
88	но тем не	2	1
89	как и в	1	1
90	в свою очередь	1	1
91	на один миг	1	1
92	более и более	1	1
93	стиль исповеди ставрогина	1	1
94	но все же	1	1
95	самом же деле	1	1
96	можно сказать что	5	1
97	бы они ни	1	1
98	они ни были	1	1
99	прежде всего определяется	1	1
100	и в интонации	1	1
101	одном голосе двух	1	1
102	это как бы	3	1
103	характер и становится	1	1
104	в одном голосе	1	1
105	в том что	4	1
106	с первого же	1	1
