N	3gram	Tiupa_Hudo_1	Istorich
1	и т д	3	22
2	не может быть	2	7
3	тем не менее	3	6
4	более или менее	1	5
5	до сих пор	2	5
6	с одной стороны	1	4
7	на то что	2	4
8	в том что	6	4
9	по отношению к	8	3
10	то же самое	1	3
11	в связи с	3	3
12	друг с другом	1	3
13	с того что	1	3
14	о том что	9	3
15	но все же	1	3
16	можно было бы	4	3
17	не означает что	1	2
18	в чистом виде	1	2
19	дает ключ к	1	2
20	на первый взгляд	1	2
21	как будто бы	1	2
22	в отличие от	1	2
23	все же не	1	2
24	с самого начала	1	2
25	он живет в	1	1
26	и в конце	1	1
27	к тому чтобы	1	1
28	в тот момент	2	1
29	в начале рассказа	1	1
30	что мы узнаем	1	1
31	все дело в	1	1
32	в этой главе	1	1
33	нами не как	1	1
34	уже не может	1	1
35	прежде всего в	1	1
36	в этом смысле	1	1
37	о том как	2	1
38	одной стороны и	1	1
39	вопросе о том	1	1
40	же как и	1	1
41	сами по себе	1	1
42	ответить на вопрос	1	1
43	на самом же	1	1
44	и т п	8	1
45	о нем но	1	1
46	за то что	1	1
47	начинается именно с	1	1
48	может быть только	1	1
49	является не чем	1	1
50	в том случае	1	1
51	в этой связи	4	1
52	в значительной степени	2	1
53	в это время	1	1
54	приводит к тому	1	1
55	не чем иным	1	1
56	в иных случаях	1	1
57	того что он	1	1
58	еще ничего не	1	1
59	но в то	3	1
60	не только в	2	1
61	в том как	1	1
62	так и по	1	1
63	что в жизни	1	1
64	не только для	1	1
65	это своего рода	1	1
66	не в том	2	1
67	только в рамках	1	1
68	та же самая	1	1
69	на вопросе о	1	1
70	и она не	1	1
71	также в значительной	1	1
72	самом же деле	1	1
73	в стороне от	1	1
74	в данной связи	1	1
75	и так что	1	1
76	и об этих	1	1
77	чем иным как	1	1
78	в первом случае	1	1
79	того или иного	2	1
80	но и для	1	1
81	легко заметить что	1	1
82	не только на	1	1
83	в саду и	1	1
84	тот момент когда	2	1
85	относится и к	1	1
86	содержит в себе	1	1
87	если бы не	1	1
88	к тому что	4	1
89	и в этом	1	1
90	по себе а	1	1
91	пока еще не	1	1
92	в этом отношении	3	1
93	до известной степени	1	1
