N	4gram	Vinokur_Ku_2	Marksizm
1	в то же время	3	8
2	бы то ни было	1	4
3	и пр и пр	1	3
4	какой бы то ни	1	2
5	для того чтобы понять	1	2
6	все более и более	1	2
7	уже с самого начала	1	1
8	уже о том что	1	1
9	говоря уже о том	1	1
10	дело в том что	1	1
11	между первым и вторым	1	1
12	не что иное как	1	1
13	не сам по себе	1	1
14	в этом последнем случае	1	1
15	между грамматикой и стилистикой	1	1
16	но для того чтобы	1	1
17	приводит к тому что	1	1
18	во французском языке с	1	1
19	в широком смысле слова	1	1
20	несмотря на то что	1	1
21	не говоря уже о	2	1
22	и в том что	1	1
