N	3gram	Potebnia_M_4	slovoVRo
1	и т п	4	33
2	не может быть	5	15
3	в этом случае	5	6
4	с одной стороны	1	5
5	в большинстве случаев	2	5
6	по отношению к	8	4
7	то же время	3	4
8	в то же	3	4
9	в том что	7	4
10	с точки зрения	3	3
11	в этом отношении	1	3
12	в свою очередь	1	2
13	не только о	1	2
14	языка то есть	1	2
15	до сих пор	4	2
16	хотя бы и	2	2
17	лишь тогда когда	3	2
18	на каждом шагу	1	2
19	т п но	1	2
20	может быть и	1	2
21	не могут быть	2	2
22	никогда не может	1	2
23	во всяком случае	3	2
24	то есть от	2	2
25	сих пор не	1	2
26	как уже сказано	1	2
27	в связи с	1	2
28	для того чтобы	4	2
29	и т д	3	2
30	но независимо от	1	1
31	а следовательно и	1	1
32	не менее в	1	1
33	хотя и не	1	1
34	образ может быть	1	1
35	и не в	1	1
36	мы говорим о	1	1
37	в одном слове	1	1
38	иметь в виду	1	1
39	то есть не	1	1
40	как один из	1	1
41	же время и	1	1
42	в этих случаях	2	1
43	в том числе	1	1
44	и не только	1	1
45	в его понимании	1	1
46	и в той	1	1
47	до известной степени	2	1
48	сами по себе	2	1
49	может иметь место	1	1
50	но и в	1	1
51	между тем как	2	1
52	в слове в	1	1
53	том числе и	1	1
54	только в более	1	1
55	и не может	1	1
56	на то что	4	1
57	рано или поздно	2	1
58	могли бы быть	1	1
59	для нас в	1	1
60	со всех сторон	1	1
61	может быть только	1	1
62	говорят о нас	1	1
63	конечно не в	1	1
64	в такой степени	1	1
65	как в поэзии	1	1
66	в ту же	1	1
67	и с человеком	1	1
68	но самое содержание	1	1
69	такой степени что	1	1
70	на том пути	1	1
71	в той же	1	1
72	в слове значение	1	1
73	в нем так	1	1
74	все более и	2	1
75	это не значит	2	1
76	а не в	1	1
77	с другой стороны	1	1
78	все то что	1	1
79	мы видели что	1	1
80	говорить о нем	1	1
81	в самом языке	1	1
82	именно в том	1	1
83	тем не менее	4	1
84	о том что	5	1
85	а в том	2	1
86	друг к другу	1	1
87	таким образом в	1	1
88	для сознания внутренней	1	1
89	мы не можем	3	1
90	как и в	1	1
91	фон на котором	1	1
92	связанная с ним	1	1
93	с самого начала	1	1
94	не только не	3	1
95	тем и другим	3	1
96	я говорю а	2	1
97	более и более	2	1
98	во всем ее	1	1
99	речь идет о	1	1
100	все что не	1	1
101	уже сказано есть	1	1
102	там где она	1	1
103	и ту же	1	1
104	мы не знаем	1	1
105	различия между этими	1	1
106	одну и ту	1	1
107	в них не	1	1
108	в процессе его	1	1
109	можно лишь тогда	1	1
