N	2gram	Bakhtin_Fr_7	Analitik
1	тогда как	1	19
2	в этом	15	18
3	не только	5	16
4	и в	41	16
5	в частности	1	16
6	так и	10	15
7	как и	14	14
8	своего рода	2	12
9	но и	9	12
10	и не	7	12
11	том что	4	12
12	в том	11	12
13	в качестве	9	11
14	при этом	3	10
15	в эпизоде	5	10
16	а не	2	10
17	как бы	7	10
18	в этой	13	9
19	ничего не	4	9
20	и даже	1	9
21	то есть	20	9
22	в данном	2	8
23	и т.п	9	8
24	особенно в	2	7
25	к тому	2	7
26	а также	2	7
27	о том	6	7
28	в себе	11	7
29	то что	8	7
30	в самом	1	6
31	и на	4	6
32	но в	8	6
33	в мире	3	6
34	может быть	4	6
35	как это	1	6
36	и к	5	5
37	данном случае	1	5
38	говорит о	1	5
39	в контексте	1	5
40	того же	3	4
41	между двумя	1	4
42	в сущности	4	4
43	но не	1	4
44	по отношению	2	4
45	за пределы	1	4
46	было написано	3	4
47	как в	5	4
48	в своем	9	4
49	хотя и	4	4
50	в себя	2	4
51	он в	1	4
52	тому же	1	4
53	на этом	5	4
54	то же	13	4
55	не с	1	4
56	и тем	1	4
57	тем самым	3	4
58	для него	6	4
59	точки зрения	5	4
60	не в	9	4
61	в конце	8	4
62	во второй	2	4
63	времени в	1	4
64	во всех	3	4
65	только в	6	4
66	и его	9	4
67	уже не	2	4
68	в сознании	1	4
69	не так	1	4
70	у него	6	4
71	не может	3	4
72	и особенно	1	4
73	все это	10	4
74	отношению к	2	4
75	и то	2	3
76	едва ли	1	3
77	в их	3	3
78	мы имеем	2	3
79	со смертью	1	3
80	ему в	1	3
81	проявляется в	3	3
82	не был	1	3
83	в центре	1	3
84	в нашем	1	3
85	содержит в	1	3
86	его от	1	3
87	несмотря на	3	3
88	автора и	1	3
89	не мог	2	3
90	место в	4	3
91	на фоне	1	3
92	как о	3	3
93	никогда не	2	3
94	со своим	1	3
95	тем что	3	3
96	этом отношении	2	3
97	что на	1	3
98	как мы	11	3
99	можно было	3	3
100	в результате	2	3
101	в словах	2	3
102	и т.д	2	3
103	одного из	2	3
104	что и	5	3
105	и все	14	3
106	одной из	2	3
107	с ними	3	3
108	так что	1	3
109	есть в	6	3
110	из них	3	3
111	только на	2	3
112	именно в	2	3
113	было бы	4	3
114	в речи	1	3
115	в первой	2	3
116	или в	2	3
117	бы в	2	3
118	прежде всего	11	3
119	а в	5	3
120	на смену	1	3
121	не знает	3	3
