N	3gram	Tiupa_Anal_1	Dialekti
1	с точки зрения	4	14
2	в таком случае	3	10
3	что иное как	5	6
4	не может быть	16	6
5	не что иное	4	6
6	в самом деле	2	5
7	сам по себе	1	5
8	по крайней мере	1	5
9	о том что	3	5
10	подобно тому как	3	4
11	как раз и	1	3
12	сами по себе	2	3
13	ни в коем	2	3
14	в коем случае	2	3
15	с одной стороны	3	3
16	в том что	9	3
17	субъекта и объекта	1	3
18	из которых состоит	1	3
19	есть не что	3	3
20	то что мы	1	3
21	коем случае не	2	3
22	как и в	1	3
23	она есть нечто	1	3
24	только тогда когда	1	3
25	не говоря уже	1	2
26	но то что	1	2
27	того или иного	3	2
28	говоря уже о	1	2
29	из того что	3	2
30	с этой точки	1	2
31	субъект и объект	1	2
32	в зависимости от	1	2
33	одно и то	1	2
34	при условии что	1	2
35	есть в сущности	1	2
36	что не есть	1	2
37	и то же	1	2
38	не могут быть	2	2
39	с другой стороны	2	2
40	во всяком случае	1	2
41	случае не есть	1	2
42	этой точки зрения	1	2
43	той или иной	6	2
44	к тому что	1	2
45	к тому же	4	2
46	собственно говоря и	3	1
47	такой же мере	1	1
48	есть не более	1	1
49	но и самого	1	1
50	так что оно	1	1
51	не есть вещь	2	1
52	и той же	1	1
53	имеем в виду	1	1
54	то же самое	2	1
55	точки зрения в	1	1
56	до сих пор	1	1
57	и не может	4	1
58	на точку зрения	1	1
59	и та же	1	1
60	на что не	1	1
61	в этом отношении	2	1
62	того и другого	2	1
63	и в частности	1	1
64	и объекта и	1	1
65	в данном случае	2	1
66	далеко не всегда	2	1
67	не о том	2	1
68	все их основные	1	1
69	и как бы	1	1
70	в такой же	1	1
71	не в том	3	1
72	ни на что	1	1
73	одна и та	1	1
74	я не могу	1	1
75	но о том	2	1
76	и таким образом	1	1
77	более или менее	1	1
78	с той или	1	1
79	то же время	6	1
80	может быть ни	1	1
81	вещь может быть	1	1
82	в конечном счете	4	1
83	бы то ни	3	1
84	ничто не может	1	1
85	то ни было	3	1
86	мы имеем в	1	1
87	возможно только в	1	1
88	в то же	8	1
89	в связи с	1	1
90	в глубине души	1	1
91	одной и той	1	1
92	тех или иных	2	1
93	оно и не	1	1
94	который не может	1	1
