N	2gram	Nazirov_Tv_2	Tragedij
1	и в	20	18
2	и оскорбленных	1	17
3	униженных и	1	16
4	в романе	15	10
5	в году	16	9
6	в этом	8	9
7	князь валковский	1	9
8	и оскорбленные	1	9
9	униженные и	1	9
10	в бесах	6	9
11	не только	13	8
12	он сам	3	7
13	и с	8	7
14	и на	5	7
15	достоевский в	7	7
16	может быть	8	7
17	как бы	11	7
18	и не	9	7
19	но в	4	6
20	и его	9	6
21	в образе	3	6
22	же время	7	6
23	что он	6	6
24	у него	6	6
25	в униженных	1	6
26	то же	7	5
27	все же	5	5
28	что это	1	5
29	это не	7	5
30	как и	6	5
31	несмотря на	1	5
32	в то	10	5
33	в дальнейшем	4	5
34	так и	6	5
35	не может	7	5
36	к жизни	2	5
37	у достоевского	30	5
38	а я	2	5
39	он всегда	2	4
40	я не	2	4
41	еще не	5	4
42	в себе	3	4
43	в целом	6	4
44	что достоевский	3	4
45	в этой	5	4
46	в нем	3	4
47	об этом	4	4
48	том что	4	4
49	что я	2	4
50	достоевский не	5	4
51	и что	2	4
52	но и	8	4
53	образ князя	4	4
54	эжена сю	1	4
55	но достоевский	2	4
56	и даже	5	4
57	прежде всего	8	4
58	так же	5	4
59	но это	5	4
60	все это	6	4
61	этот образ	1	4
62	что в	7	4
63	то что	3	4
64	достоевского в	9	3
65	в мире	5	3
66	и он	2	3
67	своего рода	3	3
68	отнюдь не	4	3
69	как в	4	3
70	и как	1	3
71	все эти	4	3
72	при этом	8	3
73	то есть	5	3
74	должно быть	1	3
75	достоевский уже	1	3
76	сам достоевский	1	3
77	тем самым	4	3
78	что с	1	3
79	в поле	1	3
80	и сам	5	3
81	мог бы	1	3
82	жизнь и	1	3
83	с ним	3	3
84	в его	10	3
85	один из	3	3
86	романа и	3	3
87	уже в	2	3
88	записках из	3	3
89	романе идиот	3	3
90	для него	3	3
91	в конце	6	3
92	как будто	1	3
93	как это	1	3
94	что за	1	3
95	в основном	6	3
96	этого романа	1	2
97	если б	1	2
98	ивана карамазова	8	2
99	вряд ли	1	2
100	в первом	1	2
101	и до	1	2
102	и за	1	2
103	из своих	1	2
104	отказывается от	2	2
105	никогда не	11	2
106	голод и	1	2
107	он был	1	2
108	не был	1	2
109	столь же	1	2
110	в преступлении	10	2
111	с его	1	2
112	роман достоевского	3	2
113	отношение к	1	2
114	отличие от	2	2
115	тут же	2	2
116	не просто	1	2
117	так что	2	2
118	и я	1	2
119	о жизни	3	2
120	романах достоевского	13	2
121	это был	3	2
122	перед нами	1	2
123	говорит что	1	2
124	имеет в	2	2
125	с г	1	2
126	в самом	3	2
127	в письмах	3	2
128	в записках	3	2
129	по словам	2	2
130	он не	3	2
131	степан трофимович	1	2
132	что она	4	2
133	что все	1	2
134	его в	3	2
135	в глазах	1	2
136	ни в	1	2
137	нет в	1	2
138	не мог	1	2
139	в ходе	1	2
140	это наслаждение	1	2
141	роман о	1	2
142	со ставрогиным	1	2
143	в отличие	2	2
144	одном из	2	2
145	но эта	2	2
146	права на	2	2
147	не в	4	2
148	настасья филипповна	4	2
149	что этот	2	2
150	романа достоевского	5	2
151	одна из	3	2
152	я буду	2	2
153	не имеет	1	2
154	в русском	1	2
155	xix веке	2	2
156	большие голубые	1	2
157	достоевским в	2	2
158	не могут	1	2
159	к тому	1	2
160	и это	3	2
161	году в	1	2
162	но при	1	2
163	в ее	2	2
164	сей день	1	2
165	веру в	2	2
166	еще в	1	2
167	как у	3	2
168	ничего не	4	2
169	и здесь	1	2
170	о том	5	2
171	что и	1	2
172	князь мышкин	6	2
173	в том	8	2
174	преступлении и	11	2
175	даже если	1	2
176	который в	1	2
177	по мнению	3	2
178	и ее	2	2
179	человеческой личности	2	2
180	на всем	1	2
181	и детей	1	2
182	уже не	3	2
183	в виде	2	2
184	в душе	4	2
185	не так	2	2
186	в известной	4	2
187	в одном	2	2
188	друг друга	2	2
189	не случайно	2	2
190	тем что	3	2
191	с иваном	2	2
192	писателя и	1	2
193	образе князя	2	2
194	в самую	1	2
195	в рассказе	3	2
196	под влиянием	1	2
197	с первого	1	2
198	для искусства	1	2
199	очень важно	1	2
200	достоевский создал	1	2
201	писатель не	1	2
202	она должна	1	2
203	великий писатель	3	2
204	в силах	2	2
205	это уже	2	2
206	для достоевского	2	2
207	потому что	7	2
208	и наказании	10	2
209	в частности	2	2
210	по поводу	1	2
211	по сей	1	2
212	русской литературы	1	2
213	в таком	3	2
214	точно так	1	2
215	бунта против	1	2
216	а между	1	1
217	ту же	1	1
218	и т	13	1
219	узнаем в	1	1
220	одним из	3	1
221	например в	5	1
222	в сфере	1	1
223	я его	1	1
224	ставил перед	1	1
225	человека и	3	1
226	отметим что	1	1
227	и др	3	1
228	самом деле	2	1
229	это и	1	1
230	перед читателем	1	1
231	на деле	1	1
232	и есть	2	1
233	смысл этого	1	1
234	поэтому он	1	1
235	проникает в	2	1
236	сам автор	1	1
237	в какой-то	1	1
238	высшей степени	1	1
239	объясняется и	1	1
240	века в	1	1
241	той же	1	1
242	смотреть на	1	1
243	господствует над	1	1
244	что уже	1	1
245	роман в	1	1
246	эти гордые	1	1
247	не вполне	1	1
248	на себя	1	1
249	по определению	1	1
250	событий и	1	1
251	достоевский прямо	1	1
252	продолжается за	1	1
253	а теперь	1	1
254	в виду	1	1
255	в сцене	1	1
256	золотом веке	1	1
257	относит к	1	1
258	в xix	2	1
259	литературы и	1	1
260	встречается в	1	1
261	представляет собой	1	1
262	между собой	1	1
263	содержатся в	1	1
264	без которой	1	1
265	быть в	1	1
266	№ он	1	1
267	в чем	4	1
268	хозяйки и	1	1
269	во всех	1	1
270	году по	1	1
271	на другой	1	1
272	больших романах	1	1
273	в петербурге	1	1
274	рассказе бобок	1	1
275	но не	5	1
276	отказ от	1	1
277	который наслаждается	1	1
278	но как	1	1
279	жизни своей	1	1
280	в быту	2	1
281	от провала	1	1
282	иронию и	1	1
283	в противовес	1	1
284	тогда как	3	1
285	такой силой	1	1
286	и достоевский	4	1
287	сильнее и	2	1
288	далее следует	1	1
289	это самое	1	1
290	чем же	1	1
291	в истории	2	1
292	писателя в	2	1
293	глаза ее	1	1
294	достоевского не	8	1
295	мысль о	1	1
296	хочет сделать	1	1
297	и наконец	2	1
298	новую жизнь	1	1
299	от какого-то	1	1
300	для ее	1	1
301	то в	1	1
302	в которой	2	1
303	автор в	1	1
304	сливается с	1	1
305	гениального писателя	1	1
306	в iii	1	1
307	бы не	2	1
308	все по	1	1
309	его а	1	1
310	общеизвестно что	1	1
311	если он	5	1
312	в братьях	6	1
313	и если	2	1
314	эта грубость	1	1
315	идей и	2	1
316	и внушать	1	1
317	главе романа	1	1
318	на западе	3	1
319	так сказать	2	1
320	которой не	1	1
321	этого характера	1	1
322	и еще	2	1
323	не значит	1	1
324	о золотом	1	1
325	чем у	1	1
326	к одному	1	1
327	не к	1	1
328	что нужно	1	1
329	в россии	2	1
330	содержит в	1	1
331	отец ее	1	1
332	способен на	1	1
333	и по	2	1
334	на свете	1	1
335	таким образом	10	1
336	и холод	1	1
337	а затем	3	1
338	мере использует	1	1
339	же не	2	1
340	этого бунта	1	1
341	в другом	1	1
342	лишь в	1	1
343	заключается в	1	1
344	создание характера	1	1
345	известно что	2	1
346	в мистический	1	1
347	виктора гюго	1	1
348	ты мне	1	1
349	iii части	2	1
350	но уже	3	1
351	в них	1	1
352	достоевский и	1	1
353	он же	2	1
354	достоевского и	2	1
355	в высшей	1	1
356	рассказывает в	1	1
357	из подполья	6	1
358	этого персонажа	1	1
359	тот самый	1	1
360	всю жизнь	1	1
361	со своими	2	1
362	которой он	2	1
363	образ на	1	1
364	с такой	1	1
365	ведет к	1	1
366	в развитии	1	1
367	очень важный	1	1
368	года и	4	1
369	отразились в	2	1
370	произведениях достоевского	2	1
371	к князю	1	1
372	перед собой	1	1
373	манеры достоевского	1	1
374	не выдерживает	2	1
375	можно так	1	1
376	л п	7	1
377	могли удовлетворить	1	1
378	но если	2	1
379	в своей	6	1
380	и юмор	1	1
381	это деление	1	1
382	в женеве	1	1
383	этой связи	1	1
384	в такой	2	1
385	достоевский всегда	1	1
386	людям в	1	1
387	в котором	3	1
388	если можно	1	1
389	характера князя	1	1
390	не столько	2	1
391	представление о	7	1
392	через каторгу	1	1
393	в черновиках	4	1
394	по самой	3	1
395	должны были	1	1
396	сам же	1	1
397	и вот	1	1
398	но он	1	1
399	идиот и	2	1
400	авторские ремарки	1	1
401	в ставрогине	1	1
402	не могли	2	1
403	это чувство	1	1
404	ту степень	1	1
405	теперь я	2	1
406	возвращается к	1	1
407	по себе	1	1
408	в журнале	1	1
409	тому что	1	1
410	тексте в	1	1
411	что христос	1	1
412	сто тысяч	1	1
413	так он	2	1
414	не менее	2	1
415	вплоть до	1	1
416	время показывает	1	1
417	xviii века	2	1
418	она не	1	1
419	на земле	1	1
420	в обоих	1	1
421	самого начала	1	1
422	спор с	1	1
423	достоевский никогда	2	1
424	как его	1	1
425	карамазова в	1	1
426	он еще	2	1
427	творчества достоевского	1	1
428	вечного бунта	1	1
429	но только	1	1
430	он с	1	1
431	на путях	1	1
432	ужас и	1	1
433	стыд за	1	1
434	символическое значение	1	1
435	м м	11	1
436	достоевский сам	1	1
437	его перед	1	1
438	к ней	1	1
439	он пытался	1	1
440	князя и	2	1
441	это сказывается	1	1
442	с чертами	1	1
443	для нас	1	1
444	особое значение	1	1
445	связи с	1	1
446	собственной личности	1	1
447	что на	2	1
448	в области	1	1
449	ли это	1	1
450	нашей эпохи	1	1
451	карамазовых не	1	1
452	перед ним	1	1
453	и далее	2	1
454	xx века	3	1
455	по нашему	4	1
456	в момент	1	1
457	к себе	1	1
458	голубые и	1	1
459	мы узнаем	2	1
460	могут быть	2	1
461	европе с	1	1
462	изобилуют в	1	1
463	сходство с	1	1
464	в окончательном	2	1
465	что оно	1	1
466	его с	1	1
467	за что	1	1
468	всего что	1	1
469	ее собственной	1	1
470	указывает на	1	1
471	части романа	2	1
472	не есть	1	1
473	в бога	1	1
474	в применении	1	1
475	как мы	1	1
476	и о	1	1
477	у себя	1	1
478	достоевского к	2	1
479	бесов и	1	1
480	романе в	1	1
481	в душу	1	1
482	такие как	1	1
483	матерью и	1	1
484	своих романов	1	1
