N	2gram	Trubetskoy_1	Dialekti
1	не есть	1	40
2	и не	8	30
3	по себе	1	25
4	и в	26	18
5	точки зрения	13	17
6	ничего не	1	17
7	может быть	10	17
8	и есть	1	16
9	в нем	4	16
10	ни в	1	15
11	не имеет	5	15
12	так что	3	15
13	потому что	7	14
14	а не	5	14
15	не только	10	13
16	и даже	3	13
17	то что	7	13
18	что в	9	13
19	в этом	15	12
20	было бы	1	12
21	с точки	6	12
22	если бы	3	12
23	и что	4	12
24	не может	4	12
25	что это	3	11
26	учение о	4	11
27	в себе	6	11
28	что он	4	11
29	так как	9	11
30	как бы	12	11
31	все это	6	11
32	то же	4	10
33	несмотря на	6	10
34	что такое	1	10
35	прежде всего	2	10
36	сказать что	2	10
37	так и	6	9
38	это не	1	9
39	том что	7	9
40	никогда не	5	9
41	это есть	1	9
42	в том	11	9
43	ясно что	3	8
44	но это	1	8
45	в каком	1	8
46	к нему	7	8
47	совершенно не	1	8
48	и как	3	7
49	то в	1	7
50	что она	1	7
51	как она	1	7
52	той или	2	7
53	не существует	1	7
54	но и	9	7
55	его не	2	6
56	хотя бы	3	6
57	в чем	1	6
58	но в	7	6
59	с другой	8	6
60	не в	2	6
61	в то	4	6
62	и образ	1	6
63	с ним	1	6
64	можно сказать	3	6
65	ни с	1	6
66	не было	2	6
67	ни на	1	6
68	да и	1	6
69	отношение к	5	5
70	общего с	2	5
71	в своем	3	5
72	все же	6	5
73	себе не	1	5
74	на то	2	5
75	и с	10	5
76	что оно	4	5
77	в этих	4	5
78	но если	2	5
79	в отношении	6	5
80	в виду	2	5
81	не с	2	5
82	мы должны	6	5
83	он сам	1	5
84	и пр	1	5
85	а в	4	5
86	это и	1	4
87	по крайней	5	4
88	и более	1	4
89	это мы	1	4
90	же время	2	4
91	к тому	6	4
92	ничего общего	2	4
93	только то	1	4
94	о том	6	4
95	крайней мере	5	4
96	и об	1	4
97	быть и	2	4
98	мы видим	1	4
99	но не	8	4
100	в котором	4	4
101	в конце	6	4
102	мы можем	2	4
103	как раз	1	4
104	так же	5	4
105	может и	1	4
106	другой стороны	1	4
107	во всяком	6	4
108	отношения к	1	3
109	самом деле	1	3
110	есть не	1	3
111	в ней	1	3
112	к богу	3	3
113	если в	3	3
114	или иное	2	3
115	что они	1	3
116	то или	2	3
117	более или	5	3
118	конечно не	2	3
119	от этого	1	3
120	но эта	1	3
121	в самом	4	3
122	та же	1	3
123	от бога	2	3
124	он не	4	3
125	которой не	1	3
126	всех этих	1	3
127	но все	7	3
128	в одну	1	3
129	в них	2	3
130	всегда и	3	3
131	должно быть	1	3
132	или менее	5	3
133	в их	1	3
134	даже в	1	3
135	вплоть до	2	3
136	на себе	1	3
137	случае не	3	3
138	иметь в	1	3
139	в разных	2	3
140	ничто не	1	3
141	в сознании	1	3
142	только с	1	3
143	ли это	2	3
144	могут быть	1	3
145	его с	1	3
146	указывает на	1	3
147	утверждать что	2	3
148	и о	3	3
149	имеет никакого	1	3
150	что и	6	3
151	один из	2	3
152	но с	3	3
153	только в	4	3
154	очень много	2	3
155	только на	1	3
156	или иной	2	3
157	и из	2	3
158	еще и	1	3
159	ничем не	4	3
160	и потому	6	3
161	в данном	1	3
162	в его	5	3
163	не является	1	3
