N	3gram	Bakhtin_sl_2	Myshleni
1	в том что	4	21
2	с точки зрения	3	18
3	для того чтобы	2	10
4	мышления и речи	2	9
5	с одной стороны	5	7
6	в зависимости от	4	6
7	в связи с	2	6
8	во всяком случае	2	6
9	не может быть	15	6
10	на то что	1	6
11	по отношению к	4	5
12	в процессе развития	1	5
13	о том что	1	4
14	в том числе	1	3
15	в отличие от	12	3
16	в собственном смысле	3	3
17	том числе и	1	3
18	как мы уже	2	3
19	мы уже говорили	1	3
20	мы видели что	1	3
21	вместе с ним	1	3
22	мы не можем	1	3
23	в этом отношении	3	3
24	том что в	1	2
25	ни при каких	1	2
26	более или менее	2	2
27	по ту сторону	1	2
28	одной стороны и	3	2
29	хотя бы и	2	2
30	что он не	1	2
31	при каких условиях	1	2
32	как уже сказано	2	2
33	вовсе не в	1	2
34	на протяжении всего	1	2
35	сама по себе	3	2
36	мы увидим что	1	2
37	речь идет о	1	2
38	человеческой речи является	1	1
39	точки зрения и	1	1
40	этой проблемы в	1	1
41	друг к другу	1	1
42	не может не	1	1
43	в той или	3	1
44	иметь в виду	1	1
45	отношению к себе	1	1
46	мы видели из	1	1
47	действительность но и	1	1
48	на первый план	1	1
49	но все это	1	1
50	до сих пор	2	1
51	в самих действиях	1	1
52	и речи в	1	1
53	а также в	1	1
54	над языком и	1	1
55	никогда не могут	1	1
56	на каждом шагу	2	1
57	неизменной на всем	1	1
58	рано или поздно	1	1
59	более глубокое и	1	1
60	во всем его	1	1
61	по самому своему	1	1
62	в применении к	1	1
63	сами по себе	1	1
64	однако и здесь	1	1
65	мы не знаем	1	1
66	не может ни	1	1
67	тот факт что	2	1
68	и не могут	1	1
69	как сказал бы	1	1
70	не могут быть	2	1
71	до некоторой степени	1	1
72	точки зрения а	1	1
73	все более и	1	1
74	с ним и	1	1
75	с другой стороны	1	1
76	в частности в	1	1
77	здесь не только	1	1
78	самому своему существу	1	1
79	она не может	1	1
80	никогда не может	2	1
81	оно не может	3	1
82	с самого начала	1	1
83	не только не	1	1
84	включает в себя	2	1
85	более и более	1	1
86	для правильной оценки	1	1
87	той или иной	5	1
88	между словом и	3	1
89	так и по	1	1
90	необходимо иметь в	1	1
91	том что он	1	1
92	там где она	1	1
93	все это не	1	1
94	как и в	1	1
95	реального мира и	1	1
96	как только в	1	1
97	как мы видели	1	1
