N	2gram	Losev_Prob_4	formyVre
1	и в	20	46
2	в этом	9	22
3	и т	4	14
4	прежде всего	11	14
5	вовсе не	21	13
6	в романе	1	13
7	и его	10	12
8	во всех	4	11
9	не только	24	11
10	только в	23	11
11	т п	1	11
12	как бы	4	10
13	то есть	27	10
14	во время	1	10
15	точки зрения	14	10
16	в том	20	10
17	но в	8	10
18	не в	13	9
19	в ряд	3	9
20	у него	1	9
21	но и	14	9
22	вместе с	5	9
23	и не	28	9
24	и для	4	9
25	мира и	1	9
26	то же	7	8
27	смерть и	1	8
28	как и	6	8
29	с точки	11	8
30	для того	3	8
31	того чтобы	2	8
32	потому что	15	8
33	связи с	3	8
34	в его	3	8
35	из них	3	8
36	в связи	3	8
37	жизни и	5	8
38	и на	3	7
39	всех этих	6	7
40	так и	10	7
41	в них	5	7
42	вещей и	1	7
43	может быть	9	7
44	в одном	4	7
45	то что	15	7
46	как мы	3	6
47	еще не	7	6
48	все же	2	6
49	и наконец	4	6
50	при этом	6	6
51	человека в	3	6
52	и с	7	6
53	его в	2	6
54	в основе	1	6
55	никогда не	1	6
56	и во	4	6
57	так как	5	6
58	здесь в	5	6
59	все это	9	6
60	и времени	1	6
61	и все	8	6
62	но не	5	5
63	с этим	4	5
64	в своем	3	5
65	все эти	16	5
66	связанные с	1	5
67	он не	2	5
68	в нем	5	5
69	должно быть	1	5
70	в то	4	5
71	и у	1	5
72	и др	1	5
73	в частности	2	5
74	в пределах	2	5
75	в смысле	5	5
76	что в	3	5
77	также и	13	4
78	человека и	1	4
79	и он	2	4
80	значение и	1	4
81	что они	2	4
82	в истории	3	4
83	как в	5	4
84	уже в	4	4
85	из этих	1	4
86	в себе	12	4
87	том что	12	4
88	в котором	2	4
89	том же	1	4
90	в образе	1	4
91	в эпоху	1	4
92	с ним	4	4
93	о том	5	4
94	все его	1	4
95	так что	6	4
96	конечно не	3	4
97	а не	7	4
98	человеческой жизни	5	4
99	отнюдь не	10	4
100	с этой	1	4
101	еще более	2	4
102	же в	4	4
103	жизни в	2	4
104	нас это	1	3
105	ему в	2	3
106	в виду	6	3
107	того же	2	3
108	слова и	1	3
109	а следовательно	1	3
110	мы еще	1	3
111	мы будем	1	3
112	отношение к	1	3
113	нет и	2	3
114	хотя и	5	3
115	этот ряд	1	3
116	и как	3	3
117	весь мир	2	3
118	и художественного	1	3
119	в этот	1	3
120	уже не	5	3
121	имеем в	3	3
122	т д	3	3
123	ряда с	1	3
124	новое и	2	3
125	и по	2	3
126	таким образом	8	3
127	здесь мы	3	3
128	в совершенно	2	3
129	на первый	1	3
130	в их	1	3
131	самое время	2	3
132	не могли	2	3
133	следовательно и	1	3
134	самой жизни	3	3
135	кроме того	4	3
136	у данте	1	3
137	же самое	6	3
138	к тому	3	3
139	на основе	1	3
140	и совершенно	2	3
141	том как	2	3
142	жизнь и	4	3
143	в другом	3	3
144	а также	6	3
145	что и	3	3
146	того что	1	3
147	тот же	2	3
148	что он	8	3
149	все они	3	3
150	в качестве	10	3
151	большинстве случаев	1	3
152	для него	3	3
153	в прошлом	1	3
154	тем что	3	3
155	и даже	9	3
156	эпоху возрождения	1	3
157	и прежде	2	3
158	не было	3	3
159	не на	1	3
160	о чем	1	3
161	вещами и	1	3
162	это значит	10	3
163	в это	2	3
164	не является	10	3
165	тем более	4	3
166	в этих	5	3
167	а в	4	3
168	всего в	1	3
169	и другие	1	3
170	том числе	1	3
171	смысле слова	15	2
172	и есть	4	2
173	тем же	1	2
174	и так	1	2
175	и до	1	2
176	почти всегда	2	2
177	мифологического и	1	2
178	времени он	1	2
179	мы имеем	6	2
180	говорить о	2	2
181	он был	3	2
182	не был	1	2
183	они у	1	2
184	совсем не	1	2
185	явлений и	3	2
186	если в	1	2
187	значение имеет	1	2
188	всю эту	2	2
189	то в	2	2
190	пространства и	1	2
191	и к	3	2
192	в этой	4	2
193	с одной	1	2
194	только один	2	2
195	как он	1	2
196	о смерти	1	2
197	она еще	1	2
198	перестает быть	2	2
199	в корне	2	2
200	и вот	1	2
201	на земле	2	2
202	по себе	11	2
203	здесь это	1	2
204	далеко не	2	2
205	с тем	4	2
206	жизни с	1	2
207	дается в	1	2
208	но эта	2	2
209	с такою	2	2
210	над ними	1	2
211	в прямом	1	2
212	и более	3	2
213	и почти	1	2
214	этот мир	1	2
215	в той	8	2
216	в отношении	4	2
217	человеческого образа	1	2
218	вплоть до	3	2
219	в самой	4	2
220	и весь	3	2
221	все стороны	1	2
222	этих образов	2	2
223	могут быть	1	2
224	во все	2	2
225	числе и	1	2
226	и потому	7	2
227	и это	2	2
228	и о	5	2
229	чем не	1	2
230	здесь не	7	2
231	без всякого	4	2
232	и от	6	2
233	вещи и	1	2
234	особенно в	1	2
235	но здесь	1	2
236	находится в	1	2
237	можно сказать	5	2
238	каждом из	1	2
239	это не	7	2
240	и только	4	2
241	все в	3	2
242	в литературе	2	2
243	значит что	8	2
244	что здесь	6	2
245	быть и	1	2
246	мы видим	1	2
247	со всеми	2	2
248	эти образы	2	2
249	чем они	1	2
250	до того	2	2
251	представлений о	1	2
252	сами по	2	2
253	в конце	2	2
254	рядом с	1	2
255	их нужно	1	2
256	или иной	13	2
257	до сих	1	2
258	с другой	7	2
259	именно в	7	2
260	было бы	14	2
261	у нас	14	2
262	не знает	1	2
263	жизни но	1	2
264	до конца	1	2
265	и самый	1	2
266	если не	3	2
267	что все	1	2
268	новое отношение	1	2
269	не может	5	2
270	так же	5	2
271	как это	3	2
272	по своему	6	2
273	в данном	6	2
274	а потом	1	2
275	и всех	2	2
276	сих пор	1	2
277	только для	3	2
278	к будущему	1	2
279	но это	6	2
280	между ними	1	2
281	равно как	1	2
282	жизни а	1	2
283	в заключение	1	2
284	как на	1	2
285	во всяком	8	2
286	существует только	1	1
287	можно говорить	1	1
288	говоря о	1	1
289	ряд как	1	1
290	чтобы не	2	1
291	мы здесь	2	1
292	связан с	1	1
293	и то	2	1
294	на самом	5	1
295	это и	4	1
296	с идеей	1	1
297	жизнь есть	1	1
298	по преимуществу	2	1
299	всех случаях	1	1
300	у гете	1	1
301	он всегда	1	1
302	и больше	2	1
303	действительности и	5	1
304	и носят	1	1
305	символов в	1	1
306	моментом самой	1	1
307	земле то	1	1
308	что всякий	3	1
309	есть не	6	1
310	что если	1	1
311	что уже	1	1
312	вопрос о	1	1
313	он как	3	1
314	время как	2	1
315	ни один	1	1
316	но чтобы	1	1
317	и самой	1	1
318	виде но	1	1
319	так называемые	1	1
320	в каждой	3	1
321	и понятия	2	1
322	это время	1	1
323	в ней	7	1
324	и говорить	1	1
325	между собой	2	1
326	время в	1	1
327	в чем	2	1
328	с его	2	1
329	тем как	1	1
330	в нашем	12	1
331	самом деле	3	1
332	и всего	1	1
333	с трудом	1	1
334	а он	1	1
335	этих способов	1	1
336	они конечно	1	1
337	себе и	3	1
338	за пределы	2	1
339	значении этих	1	1
340	образов но	1	1
341	каждая вещь	2	1
342	первый взгляд	1	1
343	что во	2	1
344	в развернутом	1	1
345	его на	1	1
346	однако не	4	1
347	этом же	1	1
348	когда он	1	1
349	нашего анализа	1	1
350	человеческая жизнь	2	1
351	них как	1	1
352	в самом	2	1
353	в которой	2	1
354	бы и	3	1
355	если угодно	1	1
356	чем больше	1	1
357	жизни так	1	1
358	бы не	1	1
359	учение о	3	1
360	остановиться на	1	1
361	им в	1	1
362	ничего и	1	1
363	этого образа	1	1
364	и те	1	1
365	в наших	1	1
366	в случае	1	1
367	вообще не	3	1
368	с чем	1	1
369	было с	1	1
370	стремится к	1	1
371	мы можем	3	1
372	они в	1	1
373	не значит	1	1
374	не как	1	1
375	час это	1	1
376	мир как	1	1
377	на его	2	1
378	образов и	1	1
379	что тут	1	1
380	его от	1	1
381	них свои	1	1
382	одно и	1	1
383	но все	3	1
384	и символы	1	1
385	от нее	1	1
386	общего и	7	1
387	а вместе	2	1
388	в каждом	1	1
389	контрасты и	1	1
390	этом свидетельствует	1	1
391	другом случае	2	1
392	для изображения	1	1
393	об этом	6	1
394	мифологии в	1	1
395	на этой	2	1
396	это было	2	1
397	нечего и	1	1
398	бы нам	1	1
399	с животными	1	1
400	праздники и	1	1
401	моменты в	1	1
402	человек вовсе	1	1
403	и тем	7	1
404	чаще всего	1	1
405	в новое	3	1
406	действий и	1	1
407	и каждый	2	1
408	человека здесь	1	1
409	ни в	17	1
410	о которых	2	1
411	все равно	3	1
412	в моменты	1	1
413	он и	1	1
414	или три	1	1
415	чем в	1	1
416	мы не	7	1
417	хотя здесь	1	1
418	понятия и	3	1
419	нисколько не	1	1
420	смысл и	1	1
421	и еще	1	1
422	и выйти	1	1
423	категории в	2	1
424	в своей	4	1
425	как все	1	1
426	есть как	1	1
427	в средневековых	1	1
428	с самого	1	1
429	на каждом	1	1
430	себе вполне	1	1
431	он весь	1	1
432	от его	1	1
433	для всякого	2	1
434	в макбете	1	1
435	совершенно новое	1	1
436	в поэме	1	1
437	мыслит себе	1	1
438	отдельных произведений	1	1
439	в философском	1	1
440	которые в	1	1
441	самое мы	1	1
442	и общества	1	1
443	однако в	2	1
444	сам он	1	1
445	тому что	1	1
446	понятия которые	1	1
447	нет никакого	3	1
448	иной раз	1	1
449	быть лишь	1	1
450	что есть	1	1
451	начиная от	1	1
452	чистом виде	2	1
453	или что	1	1
454	что ему	1	1
455	не имеет	4	1
456	самого начала	1	1
457	дело в	2	1
458	и сама	3	1
459	весь этот	2	1
460	но только	2	1
461	и уже	1	1
462	это мы	1	1
463	вообще нет	1	1
464	того и	1	1
465	правда в	3	1
466	под этим	1	1
467	на два	1	1
468	этих двух	1	1
469	или как	1	1
470	здесь на	2	1
471	и притом	2	1
472	работу и	1	1
473	на одной	1	1
474	во всем	2	1
475	каждой из	2	1
476	отношении других	1	1
477	конечно без	1	1
478	входят в	1	1
479	только с	1	1
480	уже и	3	1
481	и делает	1	1
482	точном смысле	1	1
483	существующее и	1	1
484	в будущем	1	1
485	и здесь	1	1
486	не могут	1	1
487	содержанию и	1	1
488	когда мы	5	1
489	же отношение	1	1
490	сама жизнь	1	1
491	с полной	1	1
492	но самая	1	1
493	бы он	1	1
494	той или	14	1
495	еще по	1	1
496	сказать что	7	1
497	если же	1	1
498	есть нечто	9	1
499	они вовсе	1	1
500	приходит к	2	1
501	образы и	3	1
502	себе в	3	1
503	и бессильно	1	1
504	с умирающим	1	1
505	с ее	2	1
506	романе о	1	1
507	свою очередь	1	1
508	значительной мере	2	1
509	в ее	5	1
510	данном случае	5	1
511	и явления	1	1
512	действия и	2	1
513	говорили что	1	1
514	то время	2	1
515	так было	1	1
516	самое это	1	1
517	эдгара по	1	1
518	на свой	1	1
519	смысле но	1	1
520	и сам	1	1
521	времени и	4	1
522	это вовсе	1	1
523	здесь как	4	1
524	античной мифологии	1	1
525	с собой	3	1
526	по сравнению	1	1
527	мы в	1	1
528	этой жизни	1	1
529	если бы	8	1
530	существующим в	1	1
531	и вообще	6	1
532	не меньше	1	1
533	в разных	4	1
534	часто и	1	1
535	с известной	1	1
536	но к	1	1
537	и поэтому	1	1
538	внимание на	1	1
539	они глубже	1	1
540	никак не	4	1
541	и что	2	1
542	в глаза	1	1
543	не имеем	1	1
544	такова что	1	1
545	может не	1	1
546	там же	2	1
547	в значительной	2	1
548	не выходит	3	1
549	и своей	1	1
550	раз и	1	1
551	вечной жизни	1	1
552	вся эта	2	1
553	функций в	2	1
554	и хорошо	1	1
555	здесь мыслится	1	1
556	нуждается в	1	1
557	на одном	1	1
558	человека из	1	1
559	на всех	2	1
560	в бытовой	1	1
561	он по	1	1
562	к нулю	1	1
563	исходя из	1	1
564	всего этого	1	1
565	что весь	1	1
566	и об	1	1
567	и самодовлеющей	1	1
568	отдельных и	1	1
569	своему содержанию	5	1
570	жизни правда	1	1
571	в самый	1	1
572	содержания но	1	1
573	по своей	1	1
574	мы вовсе	1	1
575	это свидетельствует	1	1
576	было что	1	1
577	что даже	1	1
578	для себя	2	1
579	и является	3	1
580	его жизнь	1	1
581	в разные	1	1
582	поэтому и	1	1
583	и ее	4	1
584	xix и	1	1
585	здесь с	1	1
586	по этому	2	1
587	литературе и	1	1
588	тот или	2	1
589	буквальным не	1	1
590	себя в	2	1
591	образов в	1	1
592	для всех	3	1
593	есть в	7	1
594	то и	5	1
595	не обходится	3	1
596	в виде	22	1
597	свидетельствует о	2	1
598	является не	2	1
599	а это	3	1
600	же у	1	1
601	веры и	1	1
602	превращаются в	1	1
603	ни с	4	1
604	разных ее	1	1
605	символический характер	2	1
606	руки и	1	1
607	ведь это	1	1
608	и рождается	1	1
609	и вместе	1	1
610	явления природы	1	1
611	ее на	1	1
612	он один	1	1
613	в очень	1	1
614	гомера и	1	1
615	и стремление	3	1
616	образы у	1	1
617	со всем	1	1
618	без всякой	2	1
619	выходит за	2	1
620	о времени	1	1
621	что тот	1	1
622	ряд с	2	1
623	еще и	3	1
624	говоря вообще	1	1
625	такое же	1	1
626	что не	4	1
627	мы скажем	1	1
628	мифы в	1	1
629	в рассказе	1	1
630	другой стороны	6	1
631	его как	1	1
632	дух и	1	1
633	выступают в	2	1
634	для человека	1	1
635	для их	1	1
636	ведь для	1	1
637	и непосредственно	2	1
638	и том	1	1
639	ребенка и	1	1
640	под влиянием	1	1
641	несмотря на	4	1
642	но как	3	1
643	тем больше	3	1
644	но что	1	1
645	исторического развития	1	1
646	с разными	1	1
647	рассыпается на	1	1
648	во всю	1	1
649	при переходе	1	1
650	в изображении	1	1
651	одной стороны	1	1
652	сравнению с	1	1
653	которые являются	1	1
654	данте в	1	1
655	это есть	3	1
656	реализма и	1	1
657	да и	5	1
658	этом здесь	2	1
659	в человеческом	2	1
660	и жизнь	2	1
661	дело здесь	1	1
662	и самых	1	1
663	в условиях	3	1
664	же романе	1	1
665	видно что	1	1
666	между прочим	3	1
667	и тогда	2	1
668	и новой	1	1
669	что то	1	1
670	это уже	3	1
671	уже на	1	1
672	в стихотворении	2	1
673	войти в	1	1
674	мифами и	1	1
675	в результате	8	1
676	и пространстве	1	1
677	чтобы понять	1	1
678	единичные явления	1	1
679	из себя	2	1
680	бы в	1	1
681	всякого рода	3	1
682	и ни	5	1
683	и смысл	1	1
684	эти особенности	1	1
685	культурного развития	1	1
686	конце концов	1	1
687	в настоящее	1	1
688	на более	1	1
689	хотя в	1	1
690	бы на	1	1
691	не являются	2	1
692	речь о	2	1
693	и вдруг	2	1
694	в целях	5	1
695	друга но	1	1
696	к самому	1	1
697	в свою	1	1
698	всего мира	1	1
699	наконец что	1	1
700	в отдельности	1	1
701	совершенно не	3	1
702	дело с	2	1
703	в быту	1	1
704	но этот	2	1
705	мы считаем	1	1
706	своей матери	1	1
707	ко всему	1	1
708	один другому	1	1
709	представлена в	1	1
710	борьба и	1	1
711	по поводу	1	1
712	в таком	6	1
713	этой точки	1	1
