N	2gram	Medvedev_F_1	Problema
1	то что	8	38
2	вовсе не	10	37
3	и не	20	37
4	и в	24	35
5	не есть	2	33
6	не только	7	24
7	сказать что	1	24
8	том что	1	19
9	что такое	2	18
10	у нас	5	18
11	даже и	2	18
12	может быть	14	18
13	в этом	15	17
14	настоящее время	10	16
15	но и	7	16
16	в настоящее	10	16
17	в языке	1	15
18	только в	2	14
19	не менее	11	13
20	потому что	1	13
21	не может	16	13
22	и что	2	13
23	во всяком	4	13
24	также и	1	12
25	тем не	1	12
26	того что	5	12
27	в том	6	12
28	хотя бы	5	12
29	значения и	2	11
30	и даже	3	11
31	так что	1	11
32	прежде всего	22	11
33	что в	4	11
34	говорить о	1	10
35	еще не	6	10
36	всяком случае	4	10
37	ничего не	2	10
38	и с	8	10
39	а не	10	10
40	в данном	1	10
41	тем более	1	10
42	едва ли	1	9
43	в этой	6	9
44	если мы	2	9
45	только на	5	9
46	что же	1	9
47	для нас	1	9
48	значение и	3	8
49	все же	3	8
50	по себе	5	8
51	есть только	1	8
52	ясно что	3	8
53	было бы	6	8
54	уже не	2	8
55	как раз	2	8
56	смысле слова	1	7
57	совсем не	1	7
58	бы и	1	7
59	все эти	6	7
60	того или	2	7
61	мы не	3	7
62	тем самым	3	7
63	не имеет	1	7
64	не является	1	7
65	так и	18	7
66	в его	23	7
67	так как	1	7
68	и т	12	6
69	мы и	1	6
70	с другой	5	6
71	а только	2	6
72	и вовсе	1	6
73	но в	5	6
74	так или	1	6
75	на то	1	6
76	т д	8	6
77	был бы	1	6
78	не о	3	6
79	другими словами	1	6
80	можно сказать	1	6
81	в виде	1	6
82	ни в	2	6
83	в области	3	6
84	или иначе	2	6
85	а именно	1	6
86	но это	3	6
87	и для	1	6
88	в то	9	6
89	то же	10	5
90	между собой	1	5
91	по своему	1	5
92	отнюдь не	6	5
93	с этим	2	5
94	в самом	5	5
95	в себе	3	5
96	с другими	4	5
97	этом смысле	1	5
98	но уже	1	5
99	как и	11	5
100	и без	1	5
101	и более	2	5
102	раз и	2	5
103	под этим	1	5
104	это то	1	5
105	связи с	3	5
106	и это	2	5
107	как мы	5	5
108	данном случае	1	5
109	языка и	1	5
110	и на	8	5
111	тот или	2	5
112	с одной	4	5
113	одной стороны	4	5
114	или иной	1	5
115	своего собственного	1	5
116	что не	1	5
117	другой стороны	1	5
118	в частности	4	5
119	так же	4	5
120	кроме того	1	5
121	в связи	4	5
122	или другой	1	5
123	и все	6	5
124	или иного	3	5
125	самом деле	6	4
126	на самом	7	4
127	и есть	1	4
128	и значение	1	4
129	что если	1	4
130	не был	1	4
131	но не	3	4
132	в общем	3	4
133	сама по	2	4
134	в своем	11	4
135	и как	3	4
136	более или	6	4
137	вообще не	1	4
138	всех этих	3	4
139	таким образом	13	4
140	заключается в	1	4
141	и тем	1	4
142	далеко не	1	4
143	как таковой	6	4
144	или менее	6	4
145	в этих	1	4
146	или вообще	1	4
147	в отношении	3	4
148	для каждого	1	4
149	до сих	6	4
150	но только	1	4
151	что на	1	4
152	значения или	1	4
153	именно как	12	4
154	уже о	1	4
155	стороны и	4	4
156	не могут	1	4
157	что при	1	4
158	и о	1	4
159	говоря уже	1	4
160	если бы	4	4
161	и здесь	6	4
162	значит что	1	4
163	тех пор	1	4
164	значение в	3	4
165	что он	3	4
166	не можем	2	4
167	ведь если	1	4
168	представить себе	1	4
169	и самый	2	4
170	как бы	6	4
171	это значит	1	4
172	сих пор	6	4
173	все это	9	4
174	в результате	2	4
175	а в	6	4
176	до тех	1	4
177	не говоря	1	4
178	можно говорить	1	3
179	мы здесь	1	3
180	это и	3	3
181	и этот	1	3
182	в их	11	3
183	мы уже	1	3
184	вопрос о	2	3
185	это отношение	1	3
186	но даже	1	3
187	в нашем	2	3
188	нет и	2	3
189	и речи	1	3
190	что они	1	3
191	в истории	4	3
192	хотя и	1	3
193	не было	3	3
194	и к	4	3
195	в целом	6	3
196	из этих	1	3
197	но ведь	2	3
198	быть только	1	3
199	теории и	1	3
200	при этом	5	3
201	перестает быть	3	3
202	и по	1	3
203	то ни	3	3
204	лишь в	8	3
205	его в	3	3
206	для них	1	3
207	с тем	2	3
208	в слове	1	3
209	несмотря на	1	3
210	не во	1	3
211	нас не	2	3
212	никто не	1	3
213	к предмету	1	3
214	гуманитарных наук	2	3
215	но эта	2	3
216	тому что	1	3
217	иной раз	1	3
218	как о	4	3
219	одна из	2	3
220	в науке	2	3
221	и притом	1	3
222	в основе	3	3
223	только не	2	3
224	только и	4	3
225	и является	2	3
226	не знает	1	3
227	анализа и	1	3
228	оно не	4	3
229	если же	2	3
230	она не	6	3
231	ничего общего	1	3
232	с самого	1	3
233	для этого	4	3
234	которые мы	1	3
235	в свете	1	3
236	и наконец	3	3
237	предмета и	1	3
238	один из	3	3
239	и всякий	2	3
240	а это	1	3
241	или даже	1	3
242	и их	10	3
243	уже и	1	3
244	даже не	1	3
245	что для	1	3
246	и если	2	3
247	если оно	1	3
248	к тому	3	3
249	и от	7	3
250	всем этим	2	3
251	бы в	3	3
252	и ни	1	3
253	от всего	1	3
254	тех или	1	3
255	только как	2	3
256	одновременно и	1	3
257	в своих	2	3
258	является для	2	2
259	чтобы не	2	2
260	нам кажется	1	2
261	из самых	1	2
262	по преимуществу	1	2
