N	3gram	Tiupa_Narr_2	StatiiOP
1	в том что	8	17
2	о том что	4	11
3	для того чтобы	1	10
4	и т п	2	9
5	с точки зрения	2	8
6	можно было бы	1	8
7	до сих пор	1	7
8	в этом отношении	3	7
9	у нас нет	2	7
10	на самом деле	2	6
11	в данном случае	6	6
12	во всяком случае	1	6
13	в самом деле	1	5
14	не может быть	2	5
15	то же время	3	4
16	на эту тему	1	4
17	не только в	6	4
18	так и в	1	4
19	того или иного	3	4
20	в то же	3	4
21	по отношению к	5	3
22	так же как	2	3
23	в том как	2	3
24	одним и тем	1	2
25	но и в	2	2
26	но с другой	1	2
27	как раз в	1	2
28	это прежде всего	1	2
29	с одной стороны	5	2
30	но в целом	1	2
31	в то время	1	2
32	имеем дело с	2	2
33	так или иначе	1	2
34	не в том	1	2
35	данном случае в	1	2
36	а также и	1	2
37	мере в какой	2	2
38	и тем же	1	2
39	тем более что	1	2
40	в том смысле	1	2
41	тем не менее	4	2
42	по его словам	1	1
43	на том что	1	1
44	а между тем	1	1
45	не может не	1	1
46	в обоих случаях	1	1
47	как это делает	1	1
48	выше я уже	1	1
49	если бы она	1	1
50	в той или	1	1
51	той или иной	3	1
52	в которой он	1	1
53	ответ на этот	1	1
54	каждый из нас	1	1
55	смысле как мы	1	1
56	нас нет никаких	1	1
57	в которых он	1	1
58	а как к	1	1
59	в этом смысле	1	1
60	в соответствии с	3	1
61	свидетельствует о том	1	1
62	дело не только	1	1
63	является не только	1	1
64	что с точки	1	1
65	в зависимости от	1	1
66	прежде всего его	1	1
67	а потому не	1	1
68	в то что	1	1
69	виде в каком	1	1
70	точно так же	2	1
71	на этот вопрос	1	1
72	том смысле как	1	1
73	и в других	1	1
74	на мой взгляд	1	1
75	которые по словам	1	1
76	то время как	1	1
77	и что в	1	1
78	той мере в	2	1
79	и в то	1	1
80	самом деле не	1	1
81	в той мере	2	1
82	лишь то что	1	1
83	ровным счетом ничего	1	1
84	а с другой	1	1
85	то что было	1	1
86	то что он	1	1
87	я не могу	1	1
88	об этом и	1	1
89	нет никаких оснований	1	1
90	и для нас	1	1
91	в своем роде	1	1
92	а в том	2	1
93	можно сказать не	1	1
94	с того что	1	1
95	и не может	2	1
96	мысль о том	2	1
97	в этой системе	1	1
98	никто ничего не	1	1
99	с этой стороны	1	1
100	ни в чем	1	1
101	оснований видеть в	1	1
102	было видно что	2	1
103	она не могла	1	1
104	к тому что	3	1
105	за сто лет	1	1
106	не знает и	1	1
107	мы имеем дело	2	1
