N	3gram	Vygotskiy__2	KulturaY
1	и т п	8	18
2	для того чтобы	13	15
3	в том что	17	15
4	и т д	2	14
5	с точки зрения	10	9
6	в том чтобы	3	8
7	то обстоятельство что	1	8
8	в самом деле	11	7
9	только потому что	2	6
10	с другой стороны	2	6
11	о том что	4	5
12	в зависимости от	1	5
13	в этом отношении	5	5
14	по крайней мере	1	5
15	во всяком случае	2	5
16	что же касается	1	4
17	до сих пор	5	4
18	не в том	2	4
19	том что он	3	4
20	в русском языке	1	4
21	тем не менее	4	4
22	состоит в том	2	3
23	более или менее	1	3
24	в этом смысле	1	3
25	о том как	1	3
26	того или иного	2	3
27	только в том	4	3
28	можно было бы	4	3
29	вместе с тем	1	3
30	не потому что	1	3
31	в связи с	1	3
32	а с другой	1	3
33	в свою очередь	2	3
34	не может быть	8	3
35	и того же	1	2
36	в силу того	1	2
37	на самом деле	5	2
38	на то что	6	2
39	я позволю себе	1	2
40	в том и	2	2
41	что это только	1	2
42	в этом случае	1	2
43	того чтобы дать	1	2
44	так как именно	1	2
45	что в них	1	2
46	того что они	1	2
47	т п так	1	2
48	тот же звук	1	2
49	в свое время	1	2
50	силу того что	1	2
51	то же время	2	2
52	тогда когда он	1	2
53	заключается в том	10	2
54	этой точки зрения	2	2
55	и в самом	4	2
56	одного и того	1	2
57	в то же	2	2
58	к тому что	2	2
59	мы увидим что	1	2
60	которым приходится иметь	1	1
61	том что она	3	1
62	в том виде	3	1
63	и может быть	1	1
64	крайней мере в	1	1
65	что иное как	1	1
66	потому что он	1	1
67	это на примере	1	1
68	и должны быть	1	1
69	в данный момент	1	1
70	как только мы	2	1
71	то это значит	1	1
72	при всем желании	1	1
73	на том же	2	1
74	всего тем что	1	1
75	это было бы	2	1
76	получить некоторое знание	1	1
77	никак не может	1	1
78	свидетельствует о том	1	1
79	того или другого	1	1
80	же касается до	1	1
81	и там где	1	1
82	в языке с	1	1
83	случаев в которых	1	1
84	чтобы показать что	1	1
85	с одной стороны	1	1
86	следующим образом если	1	1
87	не менее важно	1	1
88	том случае если	4	1
89	по происхождению и	1	1
90	сами по себе	3	1
91	в отличие от	1	1
92	при этом что	1	1
93	лишь тогда когда	1	1
94	с тем чтобы	1	1
95	легко убедиться что	1	1
96	таким путем получить	1	1
97	в сущности говоря	4	1
98	всяком случае все	1	1
99	но сейчас же	1	1
100	в известных случаях	1	1
101	на этот вопрос	2	1
102	что все это	2	1
103	в противном случае	1	1
104	как об особом	1	1
105	и ничего не	1	1
106	все что нужно	1	1
107	с этой точки	1	1
108	не то что	1	1
109	в том случае	4	1
110	одно и то	1	1
111	не только из	1	1
112	едва ли не	1	1
113	ничего общего с	1	1
114	из того факта	1	1
115	чтобы уяснить себе	1	1
116	в первом случае	1	1
117	приходится иметь дело	3	1
118	ту же роль	1	1
119	справедливо указывает что	2	1
120	иное как история	1	1
121	если бы в	1	1
122	и то же	1	1
123	совершенно справедливо указывает	2	1
124	ясно что в	1	1
125	столько же сколько	2	1
126	имеем в виду	1	1
127	каждая эпоха имеет	3	1
128	в том смысле	1	1
129	это можно было	1	1
130	те или иные	1	1
131	само по себе	3	1
132	потому что если	1	1
133	так же как	4	1
134	вместо того чтобы	1	1
135	до наших дней	1	1
136	и в таком	1	1
137	наука изучает не	1	1
138	ни в каком	2	1
139	к примеру у	1	1
140	от того что	1	1
141	том смысле что	1	1
142	по аналогии с	1	1
143	что стоит на	1	1
144	дело не с	1	1
145	чем здесь дело	1	1
146	с тем что	3	1
147	и тем самым	1	1
148	то же с	1	1
149	некоторое знание о	1	1
150	таких слов в	1	1
151	в историческом развитии	1	1
152	в чем здесь	1	1
153	мы имеем в	1	1
154	друг от друга	1	1
155	после того как	1	1
156	что оно не	1	1
157	только о том	1	1
158	не что иное	1	1
159	таким образом в	2	1
160	потому что она	2	1
161	то что они	1	1
162	как раз обратное	2	1
163	что для нас	1	1
164	чтобы доказать что	1	1
165	того факта что	1	1
166	точно так же	3	1
167	под влиянием его	1	1
168	что и в	3	1
