N	2gram	Losev_Vlad_1	Psycholo
1	то что	18	44
2	и в	31	33
3	в этом	14	28
4	и что	6	25
5	потому что	11	24
6	для того	2	23
7	том что	14	22
8	того чтобы	2	22
9	может быть	6	22
10	что в	14	21
11	в том	11	21
12	о том	11	20
13	что он	12	20
14	сейчас же	1	16
15	и мы	2	15
16	только что	2	15
17	как это	7	14
18	таким образом	3	13
19	то есть	3	13
20	так же	1	13
21	и не	17	13
22	все это	5	13
23	сказать что	7	13
24	самом деле	1	12
25	в самом	2	12
26	было бы	2	12
27	все то	1	12
28	к тому	3	12
29	и все	4	12
30	так как	8	12
31	он не	10	11
32	что все	2	11
33	говорит что	4	10
34	на то	5	10
35	что она	2	10
36	если бы	1	10
37	в его	12	10
38	не может	6	10
39	то же	6	9
40	в этой	4	9
41	и если	5	9
42	как раз	7	9
43	в конце	9	8
44	вместе с	3	8
45	в каком	2	8
46	в своем	4	7
47	раз в	1	7
48	не только	24	7
49	в нем	4	7
50	так что	10	7
51	и только	1	7
52	до конца	1	7
53	когда он	5	7
54	для нас	4	7
55	и т	2	6
56	на самом	1	6
57	в ней	1	6
58	что они	3	6
59	все эти	3	6
60	в себе	4	6
61	после этого	1	6
62	и вот	3	6
63	во время	3	6
64	точки зрения	2	6
65	но он	5	6
66	тому что	1	6
67	же после	1	6
68	же самое	1	6
69	никак не	4	6
70	это не	1	6
71	у него	15	6
72	а не	1	6
73	что мы	2	6
74	мы должны	2	6
75	как на	2	6
76	это и	2	5
77	мы уже	7	5
78	мы не	1	5
79	в целом	3	5
80	и на	3	5
81	все же	3	5
82	и как	4	5
83	как он	4	5
84	ясно что	2	5
85	как и	4	5
86	нисколько не	2	5
87	никогда не	9	5
88	и его	7	5
89	и это	2	5
90	с самого	1	5
91	и совершенно	1	5
92	мы будем	2	5
93	с ним	5	5
94	заключается в	1	5
95	что для	4	5
96	вовсе не	5	5
97	мы можем	1	5
98	связь с	1	5
99	из этого	2	5
100	и есть	1	4
101	той же	2	4
102	в которой	4	4
103	я не	4	4
104	на нас	1	4
105	говорит о	1	4
106	том чтобы	2	4
107	не будет	1	4
108	это было	6	4
109	с тем	2	4
110	и уже	1	4
111	для чего	1	4
112	в своей	4	4
113	знаем что	2	4
114	одна из	1	4
115	на него	3	4
116	а в	9	4
117	у нас	6	4
118	так например	2	4
119	как мы	9	4
120	и о	2	4
121	что у	4	4
122	жизнь и	3	4
123	об этом	7	4
124	о нем	7	4
125	в порядке	1	4
126	не просто	1	4
127	того что	2	4
128	только в	9	4
129	и так	3	4
130	себя в	4	4
131	в жизни	3	4
132	и других	2	4
133	из них	2	4
134	по поводу	12	4
135	что не	1	4
136	в частности	2	4
137	с этой	1	4
138	совершенно не	2	4
139	жизни и	5	4
140	ее в	1	4
141	к этому	6	4
142	в таком	1	4
143	к своей	2	3
144	и до	2	3
145	и за	2	3
146	это совершенно	1	3
147	что если	1	3
148	в первый	1	3
149	и он	3	3
150	что его	4	3
151	но не	3	3
152	к которой	1	3
153	в сторону	1	3
154	конце концов	3	3
155	как в	3	3
156	из этой	1	3
157	что может	1	3
158	на этом	2	3
159	здесь мы	3	3
160	уже знаем	1	3
161	ни в	2	3
162	этого слова	1	3
163	ни одной	1	3
164	далеко не	1	3
165	но если	1	3
166	и сейчас	2	3
167	бы мы	1	3
168	их в	1	3
169	что этот	3	3
170	тем самым	2	3
171	она не	1	3
172	на кладбище	1	3
173	в то	8	3
174	больше того	1	3
175	и для	2	3
176	нет ни	1	3
177	с ее	1	3
178	так и	6	3
179	за то	1	3
180	и здесь	3	3
181	которой мы	2	3
182	что и	5	3
183	во всей	1	3
184	дело с	1	3
185	с одной	1	3
186	конечно не	2	3
187	в виде	3	3
188	тому же	2	3
189	всяком случае	2	3
190	в одном	1	3
191	не для	1	3
192	тем что	2	3
193	и из	3	3
194	но и	19	3
195	на этот	6	3
196	и затем	2	3
197	не было	5	3
198	одной стороны	1	3
199	из которых	1	3
200	он говорит	2	3
201	смысле этого	1	3
202	да и	4	3
203	указывает на	2	3
204	тот же	3	3
205	почему он	1	3
206	к этой	2	3
207	в своих	5	3
208	во всяком	2	3
209	также и	10	2
210	и то	10	2
211	на две	1	2
212	из его	4	2
213	почти всегда	1	2
214	мы имеем	1	2
215	нам в	1	2
216	время как	1	2
217	вместо этого	1	2
218	это время	3	2
219	литературы и	1	2
220	мы читаем	2	2
221	не был	5	2
222	столь же	1	2
223	бы то	1	2
224	с его	11	2
225	во всех	1	2
226	истинный смысл	1	2
227	себе и	1	2
228	со стороны	2	2
229	мы сейчас	7	2
230	она есть	1	2
231	в одной	1	2
232	что касается	3	2
233	всей этой	2	2
234	нам кажется	1	2
235	не в	5	2
236	и к	6	2
237	толстого в	3	2
238	но в	12	2
239	мне не	1	2
240	представляет собой	1	2
241	из этих	2	2
242	если он	1	2
243	при этом	2	2
244	т д	2	2
245	едва ли	3	2
246	одной и	1	2
247	никому не	1	2
248	на все	2	2
249	только одно	1	2
250	в них	2	2
251	о которых	1	2
252	всю жизнь	3	2
253	которую он	2	2
254	почти в	1	2
